# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1788       5.101202651770e-11       8.784908825841e-13      -1.487763590130e-12       0.000000000000e+00       6.231113613715e-16       2.732929186852e-17      -1.026499866219e-18 
 1789       5.087141323622e-11       8.785147404458e-13      -1.445986076577e-12       0.000000000000e+00       6.216172341045e-16       2.801749762802e-17      -1.280162280144e-18 
 1790       5.072840369402e-11       8.788022671299e-13      -1.404661296307e-12       0.000000000000e+00       6.201272408953e-16       2.871366431774e-17      -1.531898852410e-18 
 1791       5.058302283296e-11       8.793527438835e-13      -1.363809428752e-12       0.000000000000e+00       6.186413649945e-16       2.941764337942e-17      -1.781680065127e-18 
 1792       5.043529987488e-11       8.801649546762e-13      -1.323448682658e-12       0.000000000000e+00       6.171595906860e-16       3.012925685979e-17      -2.029479697730e-18 
 1793       5.028528079269e-11       8.812357085171e-13      -1.283589112802e-12       0.000000000000e+00       6.156819068584e-16       3.084821119376e-17      -2.275285067197e-18 
 1794       5.013301594149e-11       8.825613050514e-13      -1.244238753011e-12       0.000000000000e+00       6.142083034627e-16       3.157418271506e-17      -2.519086871184e-18 
 1795       4.997855592361e-11       8.841380245330e-13      -1.205405666644e-12       0.000000000000e+00       6.127387703273e-16       3.230684624344e-17      -2.760875792293e-18 
 1796       4.982195158890e-11       8.859621277963e-13      -1.167097946624e-12       0.000000000000e+00       6.112732971578e-16       3.304587508255e-17      -3.000642498062e-18 
 1797       4.966325403515e-11       8.880298562276e-13      -1.129323715480e-12       0.000000000000e+00       6.098118735371e-16       3.379094101776e-17      -3.238377640954e-18 
 1798       4.950251460840e-11       8.903374317369e-13      -1.092091125382e-12       0.000000000000e+00       6.083544889250e-16       3.454171431407e-17      -3.474071858356e-18 
 1799       4.933978490328e-11       8.928810567296e-13      -1.055408358180e-12       0.000000000000e+00       6.069011326579e-16       3.529786371393e-17      -3.707715772565e-18 
 1800       4.917511676342e-11       8.956569140779e-13      -1.019283625445e-12       0.000000000000e+00       6.054517939485e-16       3.605905643515e-17      -3.939299990785e-18 
 1801       4.900856228176e-11       8.986611670928e-13      -9.837251685009e-13       0.000000000000e+00       6.040064618861e-16       3.682495816869e-17      -4.168815105115e-18 
 1802       4.884017380092e-11       9.018899594955e-13      -9.487412584693e-13       0.000000000000e+00       6.025651254358e-16       3.759523307660e-17      -4.396251692545e-18 
 1803       4.867000391354e-11       9.053394153890e-13      -9.143401963025e-13       0.000000000000e+00       6.011277734386e-16       3.836954378982e-17      -4.621600314947e-18 
 1804       4.849810546266e-11       9.090056392302e-13      -8.805303128240e-13       0.000000000000e+00       5.996943946110e-16       3.914755140609e-17      -4.844851519064e-18 
 1805       4.832453154205e-11       9.128847158008e-13      -8.473199687658e-13       0.000000000000e+00       5.982649775451e-16       3.992891548776e-17      -5.065995836508e-18 
 1806       4.814933549657e-11       9.169727101797e-13      -8.147175548064e-13       0.000000000000e+00       5.968395107079e-16       4.071329405970e-17      -5.285023783748e-18 
 1807       4.797257092254e-11       9.212656677142e-13      -7.827314916094e-13       0.000000000000e+00       5.954179824416e-16       4.150034360712e-17      -5.501925862105e-18 
 1808       4.779429166806e-11       9.257596139917e-13      -7.513702298608e-13       0.000000000000e+00       5.940003809629e-16       4.228971907346e-17      -5.716692557740e-18 
 1809       4.761455183341e-11       9.304505548116e-13      -7.206422503075e-13       0.000000000000e+00       5.925866943634e-16       4.308107385825e-17      -5.929314341653e-18 
 1810       4.743340577135e-11       9.353344761566e-13      -6.905560637954e-13       0.000000000000e+00       5.911769106085e-16       4.387405981494e-17      -6.139781669668e-18 
 1811       4.725090808753e-11       9.404073441646e-13      -6.611202113070e-13       0.000000000000e+00       5.897710175383e-16       4.466832724881e-17      -6.348084982431e-18 
 1812       4.706711364081e-11       9.456651051003e-13      -6.323432639999e-13       0.000000000000e+00       5.883690028662e-16       4.546352491479e-17      -6.554214705397e-18 
 1813       4.688207754359e-11       9.511036853268e-13      -6.042338232445e-13       0.000000000000e+00       5.869708541797e-16       4.625930001534e-17      -6.758161248829e-18 
 1814       4.669585516225e-11       9.567189912772e-13      -5.768005206624e-13       0.000000000000e+00       5.855765589395e-16       4.705529819830e-17      -6.959915007782e-18 
 1815       4.650850211740e-11       9.625069094265e-13      -5.500520181640e-13       0.000000000000e+00       5.841861044797e-16       4.785116355478e-17      -7.159466362104e-18 
 1816       4.632007428431e-11       9.684633062629e-13      -5.239970079869e-13       0.000000000000e+00       5.827994780073e-16       4.864653861697e-17      -7.356805676420e-18 
 1817       4.613062779323e-11       9.745840282596e-13      -4.986442127338e-13       0.000000000000e+00       5.814166666022e-16       4.944106435606e-17      -7.551923300130e-18 
 1818       4.594021902974e-11       9.808649018467e-13      -4.740023854105e-13       0.000000000000e+00       5.800376572168e-16       5.023438018005e-17      -7.744809567400e-18 
 1819       4.574890463514e-11       9.873017333824e-13      -4.500803094641e-13       0.000000000000e+00       5.786624366760e-16       5.102612393165e-17      -7.935454797152e-18 
 1820       4.555674150675e-11       9.938903091250e-13      -4.268867988208e-13       0.000000000000e+00       5.772909916768e-16       5.181593188612e-17      -8.123849293058e-18 
 1821       4.536378679831e-11       1.000626395204e-12      -4.044306979242e-13       0.000000000000e+00       5.759233087880e-16       5.260343874913e-17      -8.309983343534e-18 
 1822       4.517009792031e-11       1.007505737594e-12      -3.827208817732e-13       0.000000000000e+00       5.745593744505e-16       5.338827765463e-17      -8.493847221728e-18 
 1823       4.497573254037e-11       1.014524062081e-12      -3.617662559598e-13       0.000000000000e+00       5.731991749764e-16       5.417008016272e-17      -8.675431185516e-18 
 1824       4.478074858354e-11       1.021677074241e-12      -3.415757567077e-13       0.000000000000e+00       5.718426965492e-16       5.494847625749e-17      -8.854725477492e-18 
 1825       4.458520423273e-11       1.028960459407e-12      -3.221583509100e-13       0.000000000000e+00       5.704899252234e-16       5.572309434489e-17      -9.031720324961e-18 
 1826       4.438915792898e-11       1.036369882640e-12      -3.035230361671e-13       0.000000000000e+00       5.691408469247e-16       5.649356125059e-17      -9.206405939933e-18 
 1827       4.419266837188e-11       1.043900988707e-12      -2.856788408251e-13       0.000000000000e+00       5.677954474490e-16       5.725950221785e-17      -9.378772519112e-18 
 1828       4.399579451991e-11       1.051549402043e-12      -2.686348240135e-13       0.000000000000e+00       5.664537124629e-16       5.802054090538e-17      -9.548810243889e-18 
 1829       4.379859559077e-11       1.059310726732e-12      -2.524000756835e-13       0.000000000000e+00       5.651156275033e-16       5.877629938519e-17      -9.716509280338e-18 
 1830       4.360113106176e-11       1.067180546472e-12      -2.369837166459e-13       0.000000000000e+00       5.637811779770e-16       5.952639814044e-17      -9.881859779202e-18 
 1831       4.340345842664e-11       1.075154433340e-12      -2.223926923661e-13       0.000000000000e+00       5.624503501799e-16       6.027053078150e-17      -1.004485445537e-17 
 1832       4.320562644607e-11       1.083227974206e-12      -2.086251349936e-13       0.000000000000e+00       5.611231343641e-16       6.100868885117e-17      -1.020549634886e-17 
 1833       4.300768184395e-11       1.091396744475e-12      -1.956769483556e-13       0.000000000000e+00       5.597995216950e-16       6.174093881187e-17      -1.036379112582e-17 
 1834       4.280967154624e-11       1.099656299283e-12      -1.835440093438e-13       0.000000000000e+00       5.584795032339e-16       6.246734749113e-17      -1.051974450482e-17 
 1835       4.261164268127e-11       1.108002173474e-12      -1.722221678730e-13       0.000000000000e+00       5.571630699376e-16       6.318798208212e-17      -1.067336225689e-17 
 1836       4.241364257999e-11       1.116429881570e-12      -1.617072468406e-13       0.000000000000e+00       5.558502126589e-16       6.390291014417e-17      -1.082465020563e-17 
 1837       4.221571877627e-11       1.124934917741e-12      -1.519950420856e-13       0.000000000000e+00       5.545409221457e-16       6.461219960334e-17      -1.097361422728e-17 
 1838       4.201791900713e-11       1.133512755780e-12      -1.430813223475e-13       0.000000000000e+00       5.532351890412e-16       6.531591875291e-17      -1.112026025081e-17 
 1839       4.182029121305e-11       1.142158849074e-12      -1.349618292258e-13       0.000000000000e+00       5.519330038836e-16       6.601413625396e-17      -1.126459425801e-17 
 1840       4.162288353823e-11       1.150868630575e-12      -1.276322771388e-13       0.000000000000e+00       5.506343571061e-16       6.670692113584e-17      -1.140662228355e-17 
 1841       4.142574433088e-11       1.159637512773e-12      -1.210883532829e-13       0.000000000000e+00       5.493392390363e-16       6.739434279679e-17      -1.154635041512e-17 
 1842       4.122892214346e-11       1.168460887668e-12      -1.153257175916e-13       0.000000000000e+00       5.480476398966e-16       6.807647100439e-17      -1.168378479345e-17 
 1843       4.103246573298e-11       1.177334126741e-12      -1.103400026948e-13       0.000000000000e+00       5.467595498035e-16       6.875337589616e-17      -1.181893161242e-17 
 1844       4.083642406127e-11       1.186252580927e-12      -1.061268138775e-13       0.000000000000e+00       5.454749587677e-16       6.942512798004e-17      -1.195179711917e-17 
 1845       4.064084629527e-11       1.195211580586e-12      -1.026817290394e-13       0.000000000000e+00       5.441938566941e-16       7.009179813498e-17      -1.208238761414e-17 
 1846       4.044578180724e-11       1.204206435477e-12      -1.000002986537e-13       0.000000000000e+00       5.429162333809e-16       7.075345761142e-17      -1.221070945119e-17 
 1847       4.025128017513e-11       1.213232434726e-12      -9.807804572645e-14       0.000000000000e+00       5.416420785204e-16       7.141017803187e-17      -1.233676903767e-17 
 1848       4.005739118276e-11       1.222284846803e-12      -9.691046575541e-14       0.000000000000e+00       5.403713816980e-16       7.206203139139e-17      -1.246057283450e-17 
 1849       3.986416482017e-11       1.231358919490e-12      -9.649302668932e-14       0.000000000000e+00       5.391041323925e-16       7.270909005820e-17      -1.258212735626e-17 
 1850       3.967165128383e-11       1.240449879854e-12      -9.682116888697e-14       0.000000000000e+00       5.378403199757e-16       7.335142677414e-17      -1.270143917128e-17 
 1851       3.947990097697e-11       1.249552934221e-12      -9.789030507634e-14       0.000000000000e+00       5.365799337124e-16       7.398911465525e-17      -1.281851490171e-17 
 1852       3.928896450982e-11       1.258663268144e-12      -9.969582031369e-14       0.000000000000e+00       5.353229627600e-16       7.462222719229e-17      -1.293336122362e-17 
 1853       3.909889269988e-11       1.267776046380e-12      -1.022330719427e-13       0.000000000000e+00       5.340693961685e-16       7.525083825126e-17      -1.304598486708e-17 
 1854       3.890973657221e-11       1.276886412856e-12      -1.054973895535e-13       0.000000000000e+00       5.328192228802e-16       7.587502207396e-17      -1.315639261624e-17 
 1855       3.872154735972e-11       1.285989490648e-12      -1.094840749419e-13       0.000000000000e+00       5.315724317297e-16       7.649485327852e-17      -1.326459130942e-17 
 1856       3.853437650338e-11       1.295080381945e-12      -1.141884020685e-13       0.000000000000e+00       5.303290114434e-16       7.711040685991e-17      -1.337058783918e-17 
 1857       3.834827565258e-11       1.304154168029e-12      -1.196056170177e-13       0.000000000000e+00       5.290889506398e-16       7.772175819050e-17      -1.347438915243e-17 
 1858       3.816329666534e-11       1.313205909240e-12      -1.257309379569e-13       0.000000000000e+00       5.278522378287e-16       7.832898302059e-17      -1.357600225050e-17 
 1859       3.797949160861e-11       1.322230644954e-12      -1.325595550955e-13       0.000000000000e+00       5.266188614117e-16       7.893215747892e-17      -1.367543418920e-17 
 1860       3.779691275852e-11       1.331223393548e-12      -1.400866306442e-13       0.000000000000e+00       5.253888096814e-16       7.953135807324e-17      -1.377269207898e-17 
 1861       3.761561260069e-11       1.340179152381e-12      -1.483072987740e-13       0.000000000000e+00       5.241620708217e-16       8.012666169083e-17      -1.386778308491e-17 
 1862       3.743564383048e-11       1.349092897756e-12      -1.572166655754e-13       0.000000000000e+00       5.229386329074e-16       8.071814559903e-17      -1.396071442686e-17 
 1863       3.725705935328e-11       1.357959584901e-12      -1.668098090172e-13       0.000000000000e+00       5.217184839041e-16       8.130588744575e-17      -1.405149337952e-17 
 1864       3.707991228475e-11       1.366774147933e-12      -1.770817789060e-13       0.000000000000e+00       5.205016116677e-16       8.188996526008e-17      -1.414012727251e-17 
 1865       3.690425595113e-11       1.375531499839e-12      -1.880275968454e-13       0.000000000000e+00       5.192880039448e-16       8.247045745272e-17      -1.422662349047e-17 
 1866       3.673014388950e-11       1.384226532437e-12      -1.996422561945e-13       0.000000000000e+00       5.180776483720e-16       8.304744281662e-17      -1.431098947314e-17 
 1867       3.655762984806e-11       1.392854116358e-12      -2.119207220277e-13       0.000000000000e+00       5.168705324762e-16       8.362100052741e-17      -1.439323271544e-17 
 1868       3.638676778639e-11       1.401409101011e-12      -2.248579310932e-13       0.000000000000e+00       5.156666436740e-16       8.419121014404e-17      -1.447336076753e-17 
 1869       3.621761187572e-11       1.409886314561e-12      -2.384487917728e-13       0.000000000000e+00       5.144659692715e-16       8.475815160922e-17      -1.455138123496e-17 
 1870       3.605021029687e-11       1.418280992045e-12      -2.526870430591e-13       0.000000000000e+00       5.132684973245e-16       8.532187531555e-17      -1.462730324708e-17 
 1871       3.588458658030e-11       1.426590063472e-12      -2.675618218089e-13       0.000000000000e+00       5.120742192250e-16       8.588231204653e-17      -1.470114187487e-17 
 1872       3.572075812058e-11       1.434810875750e-12      -2.830610685439e-13       0.000000000000e+00       5.108831271345e-16       8.643936233179e-17      -1.477291374787e-17 
 1873       3.555874236549e-11       1.442940765437e-12      -2.991726659136e-13       0.000000000000e+00       5.096952131253e-16       8.699292631710e-17      -1.484263558908e-17 
 1874       3.539855681615e-11       1.450977058730e-12      -3.158844386152e-13       0.000000000000e+00       5.085104691808e-16       8.754290376385e-17      -1.491032421509e-17 
 1875       3.524021902707e-11       1.458917071453e-12      -3.331841533135e-13       0.000000000000e+00       5.073288871952e-16       8.808919404859e-17      -1.497599653619e-17 
 1876       3.508374660616e-11       1.466758109036e-12      -3.510595185609e-13       0.000000000000e+00       5.061504589732e-16       8.863169616252e-17      -1.503966955653e-17 
 1877       3.492915721486e-11       1.474497466510e-12      -3.694981847173e-13       0.000000000000e+00       5.049751762302e-16       8.917030871100e-17      -1.510136037428e-17 
 1878       3.477646856816e-11       1.482132428489e-12      -3.884877438704e-13       0.000000000000e+00       5.038030305916e-16       8.970492991304e-17      -1.516108618168e-17 
 1879       3.462569843465e-11       1.489660269161e-12      -4.080157297553e-13       0.000000000000e+00       5.026340135934e-16       9.023545760084e-17      -1.521886426528e-17 
 1880       3.447686463663e-11       1.497078252266e-12      -4.280696176748e-13       0.000000000000e+00       5.014681166813e-16       9.076178921929e-17      -1.527471200600e-17 
 1881       3.432998505012e-11       1.504383631094e-12      -4.486368244190e-13       0.000000000000e+00       5.003053312110e-16       9.128382182544e-17      -1.532864687930e-17 
 1882       3.418507760496e-11       1.511573648463e-12      -4.697047081858e-13       0.000000000000e+00       4.991456484480e-16       9.180145208807e-17      -1.538068645528e-17 
 1883       3.404216028484e-11       1.518645536708e-12      -4.912605685003e-13       0.000000000000e+00       4.979890595673e-16       9.231457628715e-17      -1.543084839888e-17 
 1884       3.390125112737e-11       1.525596517671e-12      -5.132916461353e-13       0.000000000000e+00       4.968355556535e-16       9.282309031336e-17      -1.547915046994e-17 
 1885       3.376236822417e-11       1.532423802682e-12      -5.357851230309e-13       0.000000000000e+00       4.956851277001e-16       9.332688966759e-17      -1.552561052338e-17 
 1886       3.362552972089e-11       1.539124592550e-12      -5.587281222146e-13       0.000000000000e+00       4.945377666103e-16       9.382586946047e-17      -1.557024650932e-17 
 1887       3.349075381729e-11       1.545696077549e-12      -5.821077077216e-13       0.000000000000e+00       4.933934631958e-16       9.431992441188e-17      -1.561307647324e-17 
 1888       3.335805876730e-11       1.552135437402e-12      -6.059108845142e-13       0.000000000000e+00       4.922522081774e-16       9.480894885041e-17      -1.565411855606e-17 
 1889       3.322746287907e-11       1.558439841271e-12      -6.301245984022e-13       0.000000000000e+00       4.911139921846e-16       9.529283671291e-17      -1.569339099434e-17 
 1890       3.309898451507e-11       1.564606447741e-12      -6.547357359626e-13       0.000000000000e+00       4.899788057553e-16       9.577148154400e-17      -1.573091212036e-17 
 1891       3.297264209208e-11       1.570632404808e-12      -6.797311244601e-13       0.000000000000e+00       4.888466393360e-16       9.624477649555e-17      -1.576670036229e-17 
 1892       3.284845408133e-11       1.576514849867e-12      -7.050975317663e-13       0.000000000000e+00       4.877174832812e-16       9.671261432621e-17      -1.580077424431e-17 
 1893       3.272643900851e-11       1.582250909695e-12      -7.308216662804e-13       0.000000000000e+00       4.865913278536e-16       9.717488740091e-17      -1.583315238675e-17 
 1894       3.260661545384e-11       1.587837700440e-12      -7.568901768487e-13       0.000000000000e+00       4.854681632241e-16       9.763148769035e-17      -1.586385350621e-17 
 1895       3.248900205214e-11       1.593272327610e-12      -7.832896526849e-13       0.000000000000e+00       4.843479794709e-16       9.808230677055e-17      -1.589289641574e-17 
 1896       3.237361749290e-11       1.598551886053e-12      -8.100066232898e-13       0.000000000000e+00       4.832307665803e-16       9.852723582232e-17      -1.592030002491e-17 
 1897       3.226048052030e-11       1.603673459950e-12      -8.370275583716e-13       0.000000000000e+00       4.821165144459e-16       9.896616563077e-17      -1.594608333999e-17 
 1898       3.214960993333e-11       1.608634122801e-12      -8.643388677655e-13       0.000000000000e+00       4.810052128687e-16       9.939898658485e-17      -1.597026546408e-17 
 1899       3.204102458580e-11       1.613430937406e-12      -8.919269013541e-13       0.000000000000e+00       4.798968515568e-16       9.982558867680e-17      -1.599286559722e-17 
 1900       3.193474338642e-11       1.618060955858e-12      -9.197779489870e-13       0.000000000000e+00       4.787914201256e-16       1.002458615017e-16      -1.601390303656e-17 
 1901       3.183078529888e-11       1.622521219528e-12      -9.478782404011e-13       0.000000000000e+00       4.776889080971e-16       1.006596942571e-16      -1.603339717647e-17 
 1902       3.172916934188e-11       1.626808759049e-12      -9.762139451402e-13       0.000000000000e+00       4.765893049002e-16       1.010669757421e-16      -1.605136750867e-17 
 1903       3.162991458922e-11       1.630920594307e-12      -1.004771172475e-12       0.000000000000e+00       4.754925998705e-16       1.014675943574e-16      -1.606783362240e-17 
 1904       3.153304016981e-11       1.634853734422e-12      -1.033535971325e-12       0.000000000000e+00       4.743987822500e-16       1.018614381046e-16      -1.608281520451e-17 
 1905       3.143856526780e-11       1.638605177740e-12      -1.062494330174e-12       0.000000000000e+00       4.733078411869e-16       1.022483945855e-16      -1.609633203964e-17 
 1906       3.134650912260e-11       1.642171911818e-12      -1.091632176995e-12       0.000000000000e+00       4.722197657357e-16       1.026283510017e-16      -1.610840401032e-17 
 1907       3.125689102894e-11       1.645550913409e-12      -1.120935379166e-12       0.000000000000e+00       4.711345448568e-16       1.030011941546e-16      -1.611905109710e-17 
 1908       3.116973033696e-11       1.648739148450e-12      -1.150389743396e-12       0.000000000000e+00       4.700521674165e-16       1.033668104439e-16      -1.612829337873e-17 
 1909       3.108504039984e-11       1.651734125544e-12      -1.179981386075e-12       0.000000000000e+00       4.689726229551e-16       1.037251194600e-16      -1.613614936564e-17 
 1910       3.100281036611e-11       1.654535561075e-12      -1.209697847626e-12       0.000000000000e+00       4.678959039971e-16       1.040761750389e-16      -1.614263098627e-17 
 1911       3.092302324789e-11       1.657143726830e-12      -1.239526986540e-12       0.000000000000e+00       4.668220037584e-16       1.044200649806e-16      -1.614774856262e-17 
 1912       3.084566196046e-11       1.659558897671e-12      -1.269456609647e-12       0.000000000000e+00       4.657509153795e-16       1.047568775283e-16      -1.615151247340e-17 
 1913       3.077070932217e-11       1.661781351535e-12      -1.299474472048e-12       0.000000000000e+00       4.646826319255e-16       1.050867013687e-16      -1.615393315412e-17 
 1914       3.069814805425e-11       1.663811369445e-12      -1.329568277046e-12       0.000000000000e+00       4.636171463857e-16       1.054096256331e-16      -1.615502109719e-17 
 1915       3.062796078067e-11       1.665649235510e-12      -1.359725676079e-12       0.000000000000e+00       4.625544516737e-16       1.057257398975e-16      -1.615478685198e-17 
 1916       3.056013002806e-11       1.667295236932e-12      -1.389934268651e-12       0.000000000000e+00       4.614945406272e-16       1.060351341835e-16      -1.615324102494e-17 
 1917       3.049463822550e-11       1.668749664010e-12      -1.420181602268e-12       0.000000000000e+00       4.604374060080e-16       1.063378989589e-16      -1.615039427960e-17 
 1918       3.043146770443e-11       1.670012810146e-12      -1.450455172364e-12       0.000000000000e+00       4.593830405017e-16       1.066341251384e-16      -1.614625733673e-17 
 1919       3.037060069849e-11       1.671084971847e-12      -1.480742422240e-12       0.000000000000e+00       4.583314367176e-16       1.069239040839e-16      -1.614084097439e-17 
 1920       3.031201934340e-11       1.671966448735e-12      -1.511030742989e-12       0.000000000000e+00       4.572825871886e-16       1.072073276054e-16      -1.613415602800e-17 
 1921       3.025570567679e-11       1.672657543547e-12      -1.541307473436e-12       0.000000000000e+00       4.562364843714e-16       1.074844879614e-16      -1.612621339042e-17 
 1922       3.020164163811e-11       1.673158562143e-12      -1.571559900062e-12       0.000000000000e+00       4.551931206456e-16       1.077554778599e-16      -1.611702401207e-17 
 1923       3.014980906844e-11       1.673469813507e-12      -1.601775256944e-12       0.000000000000e+00       4.541524883145e-16       1.080203904584e-16      -1.610659890095e-17 
 1924       3.010018971038e-11       1.673591609758e-12      -1.631940725680e-12       0.000000000000e+00       4.531145796043e-16       1.082793193652e-16      -1.609494912276e-17 
 1925       3.005276520791e-11       1.673524266148e-12      -1.662043435328e-12       0.000000000000e+00       4.520793866642e-16       1.085323586393e-16      -1.608208580096e-17 
 1926       3.000751710626e-11       1.673268101073e-12      -1.692070462331e-12       0.000000000000e+00       4.510469015663e-16       1.087796027917e-16      -1.606802011689e-17 
 1927       2.996442685175e-11       1.672823436073e-12      -1.722008830457e-12       0.000000000000e+00       4.500171163055e-16       1.090211467856e-16      -1.605276330977e-17 
 1928       2.992347579166e-11       1.672190595839e-12      -1.751845510723e-12       0.000000000000e+00       4.489900227995e-16       1.092570860371e-16      -1.603632667688e-17 
 1929       2.988464517410e-11       1.671369908219e-12      -1.781567421335e-12       0.000000000000e+00       4.479656128881e-16       1.094875164157e-16      -1.601872157355e-17 
 1930       2.984791614787e-11       1.670361704221e-12      -1.811161427615e-12       0.000000000000e+00       4.469438783338e-16       1.097125342453e-16      -1.599995941330e-17 
 1931       2.981326976232e-11       1.669166318019e-12      -1.840614341933e-12       0.000000000000e+00       4.459248108214e-16       1.099322363042e-16      -1.598005166791e-17 
 1932       2.978068696720e-11       1.667784086957e-12      -1.869912923643e-12       0.000000000000e+00       4.449084019576e-16       1.101467198264e-16      -1.595900986745e-17 
 1933       2.975014861253e-11       1.666215351553e-12      -1.899043879013e-12       0.000000000000e+00       4.438946432712e-16       1.103560825017e-16      -1.593684560044e-17 
 1934       2.972163544849e-11       1.664460455507e-12      -1.927993861155e-12       0.000000000000e+00       4.428835262131e-16       1.105604224764e-16      -1.591357051387e-17 
 1935       2.969512812522e-11       1.662519745703e-12      -1.956749469961e-12       0.000000000000e+00       4.418750421557e-16       1.107598383543e-16      -1.588919631331e-17 
 1936       2.967060719275e-11       1.660393572215e-12      -1.985297252034e-12       0.000000000000e+00       4.408691823931e-16       1.109544291968e-16      -1.586373476297e-17 
 1937       2.964805310081e-11       1.658082288312e-12      -2.013623700619e-12       0.000000000000e+00       4.398659381411e-16       1.111442945236e-16      -1.583719768579e-17 
 1938       2.962744619871e-11       1.655586250462e-12      -2.041715255535e-12       0.000000000000e+00       4.388653005367e-16       1.113295343138e-16      -1.580959696352e-17 
 1939       2.960876673523e-11       1.652905818338e-12      -2.069558303109e-12       0.000000000000e+00       4.378672606383e-16       1.115102490057e-16      -1.578094453682e-17 
 1940       2.959199485841e-11       1.650041354823e-12      -2.097139176107e-12       0.000000000000e+00       4.368718094253e-16       1.116865394984e-16      -1.575125240529e-17 
 1941       2.957711061550e-11       1.646993226011e-12      -2.124444153667e-12       0.000000000000e+00       4.358789377983e-16       1.118585071514e-16      -1.572053262759e-17 
 1942       2.956409395276e-11       1.643761801218e-12      -2.151459461228e-12       0.000000000000e+00       4.348886365787e-16       1.120262537859e-16      -1.568879732153e-17 
 1943       2.955292471533e-11       1.640347452984e-12      -2.178171270469e-12       0.000000000000e+00       4.339008965087e-16       1.121898816853e-16      -1.565605866409e-17 
 1944       2.954358264713e-11       1.636750557077e-12      -2.204565699232e-12       0.000000000000e+00       4.329157082512e-16       1.123494935955e-16      -1.562232889158e-17 
 1945       2.953604739067e-11       1.632971492497e-12      -2.230628811463e-12       0.000000000000e+00       4.319330623895e-16       1.125051927259e-16      -1.558762029967e-17 
 1946       2.953029848695e-11       1.629010641485e-12      -2.256346617138e-12       0.000000000000e+00       4.309529494275e-16       1.126570827498e-16      -1.555194524345e-17 
 1947       2.952631537529e-11       1.624868389524e-12      -2.281705072199e-12       0.000000000000e+00       4.299753597891e-16       1.128052678049e-16      -1.551531613758e-17 
 1948       2.952407478469e-11       1.620545488580e-12      -2.306691503586e-12       0.000000000000e+00       4.290002844538e-16       1.129498228450e-16      -1.547774257374e-17 
 1949       2.952354288655e-11       1.616044149795e-12      -2.331298896193e-12       0.000000000000e+00       4.280277168658e-16       1.130907044482e-16      -1.543922264933e-17 
 1950       2.952468308270e-11       1.611366959013e-12      -2.355521637986e-12       0.000000000000e+00       4.270576510391e-16       1.132278393398e-16      -1.539975157382e-17 
 1951       2.952745860837e-11       1.606516514308e-12      -2.379354097802e-12       0.000000000000e+00       4.260900809227e-16       1.133611539801e-16      -1.535932454534e-17 
 1952       2.953183253195e-11       1.601495425998e-12      -2.402790625329e-12       0.000000000000e+00       4.251250004013e-16       1.134905745641e-16      -1.531793675072e-17 
 1953       2.953776775479e-11       1.596306316663e-12      -2.425825551080e-12       0.000000000000e+00       4.241624032947e-16       1.136160270213e-16      -1.527558336548e-17 
 1954       2.954522701097e-11       1.590951821164e-12      -2.448453186371e-12       0.000000000000e+00       4.232022833578e-16       1.137374370155e-16      -1.523225955378e-17 
 1955       2.955417286708e-11       1.585434586653e-12      -2.470667823299e-12       0.000000000000e+00       4.222446342808e-16       1.138547299442e-16      -1.518796046843e-17 
 1956       2.956456772200e-11       1.579757272596e-12      -2.492463734719e-12       0.000000000000e+00       4.212894496884e-16       1.139678309383e-16      -1.514268125088e-17 
 1957       2.957637380668e-11       1.573922550784e-12      -2.513835174220e-12       0.000000000000e+00       4.203367231406e-16       1.140766648621e-16      -1.509641703122e-17 
 1958       2.958955318392e-11       1.567933105352e-12      -2.534776376105e-12       0.000000000000e+00       4.193864481319e-16       1.141811563125e-16      -1.504916292815e-17 
 1959       2.960406774816e-11       1.561791632797e-12      -2.555281555363e-12       0.000000000000e+00       4.184386180915e-16       1.142812296192e-16      -1.500091404897e-17 
 1960       2.961987922522e-11       1.555500841989e-12      -2.575344907654e-12       0.000000000000e+00       4.174932263831e-16       1.143768088438e-16      -1.495166548958e-17 
 1961       2.963694917213e-11       1.549063454195e-12      -2.594960609277e-12       0.000000000000e+00       4.165502663048e-16       1.144678177800e-16      -1.490141233446e-17 
 1962       2.965523897688e-11       1.542482203087e-12      -2.614122817156e-12       0.000000000000e+00       4.156097310891e-16       1.145541799530e-16      -1.485014965666e-17 
 1963       2.967470985821e-11       1.535759834764e-12      -2.632825668812e-12       0.000000000000e+00       4.146716139027e-16       1.146358186191e-16      -1.479787251781e-17 
 1964       2.969532286539e-11       1.528899107768e-12      -2.651063282341e-12       0.000000000000e+00       4.137359078464e-16       1.147126567657e-16      -1.474457596807e-17 
