# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  309       5.084597192381e-10       1.438975157348e-12       1.630063221355e-11       0.000000000000e+00       3.744416170151e-13       8.232231381693e-14       2.132014216188e-15 
  310       5.038518012222e-10       1.463988859980e-12       1.630172625635e-11       0.000000000000e+00       3.706542637225e-13       8.119145114093e-14       2.141061905228e-15 
  311       4.992492712783e-10       1.489065487858e-12       1.629759385110e-11       0.000000000000e+00       3.669105760015e-13       8.007372449656e-14       2.149846397443e-15 
  312       4.946537829432e-10       1.514195780563e-12       1.628821426044e-11       0.000000000000e+00       3.632087142414e-13       7.896917844812e-14       2.158376647970e-15 
  313       4.900665284027e-10       1.539372201377e-12       1.627358616214e-11       0.000000000000e+00       3.595483949441e-13       7.787783226034e-14       2.166653764699e-15 
  314       4.854885858607e-10       1.564587545661e-12       1.625371449646e-11       0.000000000000e+00       3.559297071050e-13       7.679969201242e-14       2.174676921009e-15 
  315       4.809210373057e-10       1.589834468256e-12       1.622860601758e-11       0.000000000000e+00       3.523527105632e-13       7.573475463782e-14       2.182445361595e-15 
  316       4.763649684462e-10       1.615105482552e-12       1.619826931195e-11       0.000000000000e+00       3.488174356630e-13       7.468300782038e-14       2.189958403254e-15 
  317       4.718214686459e-10       1.640392959549e-12       1.616271481676e-11       0.000000000000e+00       3.453238829134e-13       7.364442989041e-14       2.197215435674e-15 
  318       4.672916308583e-10       1.665689126922e-12       1.612195483826e-11       0.000000000000e+00       3.418720226490e-13       7.261898972082e-14       2.204215922224e-15 
  319       4.627765515620e-10       1.690986068079e-12       1.607600357017e-11       0.000000000000e+00       3.384617946903e-13       7.160664662318e-14       2.210959400740e-15 
  320       4.582773306959e-10       1.716275721232e-12       1.602487711209e-11       0.000000000000e+00       3.350931080037e-13       7.060735024386e-14       2.217445484315e-15 
  321       4.537950715938e-10       1.741549878451e-12       1.596859348785e-11       0.000000000000e+00       3.317658403624e-13       6.962104046013e-14       2.223673862088e-15 
  322       4.493308809200e-10       1.766800184737e-12       1.590717266392e-11       0.000000000000e+00       3.284798380064e-13       6.864764727622e-14       2.229644300030e-15 
  323       4.448858686041e-10       1.792018137074e-12       1.584063656782e-11       0.000000000000e+00       3.252349153030e-13       6.768709071951e-14       2.235356641734e-15 
  324       4.404611477759e-10       1.817195083503e-12       1.576900910646e-11       0.000000000000e+00       3.220308544074e-13       6.673928073654e-14       2.240810809205e-15 
  325       4.360578347007e-10       1.842322222177e-12       1.569231618459e-11       0.000000000000e+00       3.188674049226e-13       6.580411708917e-14       2.246006803645e-15 
  326       4.316770487141e-10       1.867390600428e-12       1.561058572311e-11       0.000000000000e+00       3.157442835600e-13       6.488148925067e-14       2.250944706245e-15 
  327       4.273199121575e-10       1.892391113829e-12       1.552384767756e-11       0.000000000000e+00       3.126611738001e-13       6.397127630182e-14       2.255624678970e-15 
  328       4.229875503127e-10       1.917314505257e-12       1.543213405640e-11       0.000000000000e+00       3.096177255523e-13       6.307334682702e-14       2.260046965349e-15 
  329       4.186810913370e-10       1.942151363957e-12       1.533547893949e-11       0.000000000000e+00       3.066135548157e-13       6.218755881038e-14       2.264211891267e-15 
  330       4.144016661985e-10       1.966892124603e-12       1.523391849642e-11       0.000000000000e+00       3.036482433392e-13       6.131375953184e-14       2.268119865745e-15 
  331       4.101504086111e-10       1.991527066364e-12       1.512749100494e-11       0.000000000000e+00       3.007213382821e-13       6.045178546326e-14       2.271771381736e-15 
  332       4.059284549693e-10       2.016046311965e-12       1.501623686932e-11       0.000000000000e+00       2.978323518744e-13       5.960146216455e-14       2.275167016912e-15 
  333       4.017369442835e-10       2.040439826750e-12       1.490019863874e-11       0.000000000000e+00       2.949807610770e-13       5.876260417972e-14       2.278307434450e-15 
  334       3.975770181151e-10       2.064697417745e-12       1.477942102570e-11       0.000000000000e+00       2.921660072424e-13       5.793501493303e-14       2.281193383821e-15 
  335       3.934498205111e-10       2.088808732724e-12       1.465395092439e-11       0.000000000000e+00       2.893874957749e-13       5.711848662511e-14       2.283825701580e-15 
  336       3.893564979399e-10       2.112763259268e-12       1.452383742910e-11       0.000000000000e+00       2.866445957908e-13       5.631280012898e-14       2.286205312154e-15 
  337       3.852981992256e-10       2.136550323831e-12       1.438913185258e-11       0.000000000000e+00       2.839366397790e-13       5.551772488625e-14       2.288333228629e-15 
  338       3.812760754836e-10       2.160159090801e-12       1.424988774445e-11       0.000000000000e+00       2.812629232615e-13       5.473301880316e-14       2.290210553541e-15 
  339       3.772912800554e-10       2.183578561564e-12       1.410616090957e-11       0.000000000000e+00       2.786227044535e-13       5.395842814671e-14       2.291838479663e-15 
  340       3.733449684436e-10       2.206797573567e-12       1.395800942648e-11       0.000000000000e+00       2.760152039237e-13       5.319368744076e-14       2.293218290790e-15 
  341       3.694382982472e-10       2.229804799383e-12       1.380549366570e-11       0.000000000000e+00       2.734396042550e-13       5.243851936213e-14       2.294351362536e-15 
  342       3.655724290964e-10       2.252588745771e-12       1.364867630821e-11       0.000000000000e+00       2.708950497049e-13       5.169263463670e-14       2.295239163113e-15 
  343       3.617485225878e-10       2.275137752739e-12       1.348762236377e-11       0.000000000000e+00       2.683806458653e-13       5.095573193552e-14       2.295883254125e-15 
  344       3.579677422194e-10       2.297439992611e-12       1.332239918938e-11       0.000000000000e+00       2.658954593236e-13       5.022749777091e-14       2.296285291356e-15 
  345       3.542312533256e-10       2.319483469086e-12       1.315307650757e-11       0.000000000000e+00       2.634385173226e-13       4.950760639258e-14       2.296447025558e-15 
  346       3.505402230125e-10       2.341256016301e-12       1.297972642490e-11       0.000000000000e+00       2.610088074210e-13       4.879571968370e-14       2.296370303236e-15 
  347       3.468958200925e-10       2.362745297900e-12       1.280242345026e-11       0.000000000000e+00       2.586052771539e-13       4.809148705703e-14       2.296057067443e-15 
  348       3.432992150198e-10       2.383938806088e-12       1.262124451332e-11       0.000000000000e+00       2.562268336930e-13       4.739454535101e-14       2.295509358563e-15 
  349       3.397514790631e-10       2.404824995467e-12       1.243626537591e-11       0.000000000000e+00       2.538725458363e-13       4.670458781164e-14       2.294729064579e-15 
  350       3.362532773346e-10       2.425396738417e-12       1.224754966427e-11       0.000000000000e+00       2.515422599323e-13       4.602157441306e-14       2.293717158816e-15 
  351       3.328051628828e-10       2.445648011403e-12       1.205515941727e-11       0.000000000000e+00       2.492360088743e-13       4.534553006966e-14       2.292474432078e-15 
  352       3.294076761412e-10       2.465572773341e-12       1.185915866701e-11       0.000000000000e+00       2.469538119398e-13       4.467647630273e-14       2.291001740858e-15 
  353       3.260613447643e-10       2.485164965774e-12       1.165961345374e-11       0.000000000000e+00       2.446956746493e-13       4.401443120440e-14       2.289300007876e-15 
  354       3.227666834634e-10       2.504418513052e-12       1.145659184065e-11       0.000000000000e+00       2.424615886257e-13       4.335940940162e-14       2.287370222623e-15 
  355       3.195241938428e-10       2.523327322506e-12       1.125016392873e-11       0.000000000000e+00       2.402515314530e-13       4.271142202018e-14       2.285213441905e-15 
  356       3.163343642361e-10       2.541885284629e-12       1.104040187162e-11       0.000000000000e+00       2.380654665361e-13       4.207047664860e-14       2.282830790381e-15 
  357       3.131976695419e-10       2.560086273253e-12       1.082737989046e-11       0.000000000000e+00       2.359033429593e-13       4.143657730217e-14       2.280223461111e-15 
  358       3.101145710601e-10       2.577924145726e-12       1.061117428872e-11       0.000000000000e+00       2.337650953458e-13       4.080972438692e-14       2.277392716094e-15 
  359       3.070855163278e-10       2.595392743093e-12       1.039186346705e-11       0.000000000000e+00       2.316506437168e-13       4.018991466354e-14       2.274339886811e-15 
  360       3.041109389556e-10       2.612485890269e-12       1.016952793814e-11       0.000000000000e+00       2.295598933505e-13       3.957714121142e-14       2.271066374769e-15 
  361       3.011912584633e-10       2.629197396221e-12       9.944250341552e-12       0.000000000000e+00       2.274927346416e-13       3.897139339257e-14       2.267573652042e-15 
  362       2.983268801165e-10       2.645521054144e-12       9.716115458567e-12       0.000000000000e+00       2.254490429598e-13       3.837265681563e-14       2.263863261814e-15 
  363       2.955181947620e-10       2.661450641638e-12       9.485210227032e-12       0.000000000000e+00       2.234286785097e-13       3.778091329982e-14       2.259936818921e-15 
  364       2.927655786644e-10       2.676979920890e-12       9.251623756208e-12       0.000000000000e+00       2.214314861894e-13       3.719614083894e-14       2.255796010393e-15 
  365       2.900693933420e-10       2.692102638844e-12       9.015447341612e-12       0.000000000000e+00       2.194572954498e-13       3.661831356528e-14       2.251442595996e-15 
  366       2.874299854028e-10       2.706812527389e-12       8.776774479865e-12       0.000000000000e+00       2.175059201538e-13       3.604740171370e-14       2.246878408777e-15 
  367       2.848476863806e-10       2.721103303529e-12       8.535700883537e-12       0.000000000000e+00       2.155771584354e-13       3.548337158549e-14       2.242105355602e-15 
  368       2.823228125710e-10       2.734968669564e-12       8.292324495989e-12       0.000000000000e+00       2.136707925589e-13       3.492618551243e-14       2.237125417703e-15 
  369       2.798556648676e-10       2.748402313266e-12       8.046745506227e-12       0.000000000000e+00       2.117865887779e-13       3.437580182070e-14       2.231940651215e-15 
  370       2.774465285980e-10       2.761397908061e-12       7.799066363738e-12       0.000000000000e+00       2.099242971946e-13       3.383217479490e-14       2.226553187723e-15 
  371       2.750956733599e-10       2.773949113202e-12       7.549391793342e-12       0.000000000000e+00       2.080836516189e-13       3.329525464200e-14       2.220965234804e-15 
  372       2.728033528570e-10       2.786049573950e-12       7.297828810035e-12       0.000000000000e+00       2.062643694273e-13       3.276498745531e-14       2.215179076565e-15 
  373       2.705698047354e-10       2.797692921749e-12       7.044486733836e-12       0.000000000000e+00       2.044661514225e-13       3.224131517849e-14       2.209197074191e-15 
  374       2.683952504192e-10       2.808872774410e-12       6.789477204630e-12       0.000000000000e+00       2.026886816923e-13       3.172417556945e-14       2.203021666482e-15 
  375       2.662798949471e-10       2.819582736279e-12       6.532914197016e-12       0.000000000000e+00       2.009316274686e-13       3.121350216440e-14       2.196655370399e-15 
  376       2.642239268078e-10       2.829816398425e-12       6.274914035153e-12       0.000000000000e+00       1.991946389866e-13       3.070922424178e-14       2.190100781607e-15 
  377       2.622275177769e-10       2.839567338811e-12       6.015595407603e-12       0.000000000000e+00       1.974773493444e-13       3.021126678625e-14       2.183360575013e-15 
  378       2.602908227521e-10       2.848829122475e-12       5.755079382178e-12       0.000000000000e+00       1.957793743615e-13       2.971955045265e-14       2.176437505312e-15 
  379       2.584139795901e-10       2.857595301707e-12       5.493489420785e-12       0.000000000000e+00       1.941003124382e-13       2.923399152998e-14       2.169334407528e-15 
  380       2.565971089418e-10       2.865859416226e-12       5.230951394275e-12       0.000000000000e+00       1.924397444148e-13       2.875450190538e-14       2.162054197556e-15 
  381       2.548403140890e-10       2.873614993360e-12       4.967593597282e-12       0.000000000000e+00       1.907972334308e-13       2.828098902810e-14       2.154599872707e-15 
  382       2.531436807805e-10       2.880855548222e-12       4.703546763074e-12       0.000000000000e+00       1.891723247838e-13       2.781335587346e-14       2.146974512246e-15 
  383       2.515072770675e-10       2.887574583889e-12       4.438944078397e-12       0.000000000000e+00       1.875645457889e-13       2.735150090683e-14       2.139181277936e-15 
  384       2.499311531404e-10       2.893765591579e-12       4.173921198320e-12       0.000000000000e+00       1.859734056376e-13       2.689531804763e-14       2.131223414584e-15 
  385       2.484153411645e-10       2.899422050830e-12       3.908616261081e-12       0.000000000000e+00       1.843983952572e-13       2.644469663327e-14       2.123104250576e-15 
  386       2.469598551160e-10       2.904537429676e-12       3.643169902933e-12       0.000000000000e+00       1.828389871697e-13       2.599952138311e-14       2.114827198428e-15 
  387       2.455646906185e-10       2.909105184827e-12       3.377725272988e-12       0.000000000000e+00       1.812946353511e-13       2.555967236249e-14       2.106395755320e-15 
  388       2.442298083333e-10       2.913119925075e-12       3.112415942453e-12       0.000000000000e+00       1.797648732212e-13       2.512504807417e-14       2.097813138595e-15 
  389       2.429550837827e-10       2.916580949130e-12       2.847329103437e-12       0.000000000000e+00       1.782496119409e-13       2.469563575861e-14       2.089081176096e-15 
  390       2.417403553284e-10       2.919488840470e-12       2.582541022703e-12       0.000000000000e+00       1.767488529965e-13       2.427144365263e-14       2.080201375384e-15 
  391       2.405854402707e-10       2.921844317158e-12       2.318129028178e-12       0.000000000000e+00       1.752625910137e-13       2.385247808177e-14       2.071175285290e-15 
  392       2.394901346714e-10       2.923648232947e-12       2.054171514179e-12       0.000000000000e+00       1.737908136954e-13       2.343874344266e-14       2.062004496167e-15 
  393       2.384542131771e-10       2.924901578379e-12       1.790747946628e-12       0.000000000000e+00       1.723335017580e-13       2.303024218536e-14       2.052690640144e-15 
  394       2.374774288418e-10       2.925605481893e-12       1.527938868280e-12       0.000000000000e+00       1.708906288694e-13       2.262697479574e-14       2.043235391372e-15 
  395       2.365595129500e-10       2.925761210923e-12       1.265825903935e-12       0.000000000000e+00       1.694621615854e-13       2.222893977783e-14       2.033640466285e-15 
  396       2.357001748399e-10       2.925370173002e-12       1.004491765668e-12       0.000000000000e+00       1.680480592875e-13       2.183613363617e-14       2.023907623844e-15 
  397       2.348991017262e-10       2.924433916868e-12       7.440202580448e-13       0.000000000000e+00       1.666482741197e-13       2.144855085822e-14       2.014038665796e-15 
  398       2.341559585231e-10       2.922954133560e-12       4.844962833417e-13       0.000000000000e+00       1.652627509258e-13       2.106618389665e-14       2.004035436919e-15 
  399       2.334703876673e-10       2.920932657527e-12       2.260058467705e-13       0.000000000000e+00       1.638914271864e-13       2.068902315176e-14       1.993899825281e-15 
  400       2.328420089411e-10       2.918371467728e-12      -3.136393830351e-14       0.000000000000e+00       1.625342329564e-13       2.031705695381e-14       1.983633762487e-15 
  401       2.322704192951e-10       2.915272688736e-12      -2.875248451395e-13       0.000000000000e+00       1.611910908016e-13       1.995027154538e-14       1.973239223932e-15 
  402       2.317551926717e-10       2.911638591837e-12      -5.423875284008e-13       0.000000000000e+00       1.598619157366e-13       1.958865106377e-14       1.962718229057e-15 
  403       2.312958798275e-10       2.907471596138e-12      -7.958615189335e-13       0.000000000000e+00       1.585466151612e-13       1.923217752330e-14       1.952072841596e-15 
  404       2.308920081566e-10       2.902774269666e-12      -1.047855218546e-12       0.000000000000e+00       1.572450887983e-13       1.888083079771e-14       1.941305169830e-15 
  405       2.305430815137e-10       2.897549330472e-12      -1.298275894788e-12       0.000000000000e+00       1.559572286303e-13       1.853458860252e-14       1.930417366841e-15 
  406       2.302485800369e-10       2.891799647734e-12      -1.547029675729e-12       0.000000000000e+00       1.546829188370e-13       1.819342647739e-14       1.919411630761e-15 
  407       2.300079599707e-10       2.885528242858e-12      -1.794021544739e-12       0.000000000000e+00       1.534220357322e-13       1.785731776845e-14       1.908290205025e-15 
  408       2.298206534889e-10       2.878738290583e-12      -2.039155335265e-12       0.000000000000e+00       1.521744477013e-13       1.752623361073e-14       1.897055378626e-15 
  409       2.296860685179e-10       2.871433120082e-12      -2.282333725614e-12       0.000000000000e+00       1.509400151378e-13       1.720014291043e-14       1.885709486361e-15 
  410       2.296035885594e-10       2.863616216067e-12      -2.523458233728e-12       0.000000000000e+00       1.497185903814e-13       1.687901232735e-14       1.874254909090e-15 
  411       2.295725725136e-10       2.855291219887e-12      -2.762429211965e-12       0.000000000000e+00       1.485100176545e-13       1.656280625724e-14       1.862694073984e-15 
  412       2.295923545020e-10       2.846461930638e-12      -2.999145841878e-12       0.000000000000e+00       1.473141329993e-13       1.625148681413e-14       1.851029454777e-15 
  413       2.296622436905e-10       2.837132306257e-12      -3.233506128997e-12       0.000000000000e+00       1.461307642155e-13       1.594501381273e-14       1.839263572019e-15 
  414       2.297815241123e-10       2.827306464633e-12      -3.465406897600e-12       0.000000000000e+00       1.449597307971e-13       1.564334475076e-14       1.827398993329e-15 
  415       2.299494544909e-10       2.816988684703e-12      -3.694743785502e-12       0.000000000000e+00       1.438008438694e-13       1.534643479132e-14       1.815438333645e-15 
  416       2.301652680635e-10       2.806183407560e-12      -3.921411238828e-12       0.000000000000e+00       1.426539061266e-13       1.505423674527e-14       1.803384255480e-15 
  417       2.304281724031e-10       2.794895237550e-12      -4.145302506793e-12       0.000000000000e+00       1.415187117686e-13       1.476670105357e-14       1.791239469169e-15 
  418       2.307373492424e-10       2.783128943382e-12      -4.366309636481e-12       0.000000000000e+00       1.403950464384e-13       1.448377576964e-14       1.779006733122e-15 
  419       2.310919542963e-10       2.770889459224e-12      -4.584323467628e-12       0.000000000000e+00       1.392826871592e-13       1.420540654172e-14       1.766688854081e-15 
  420       2.314911170850e-10       2.758181885810e-12      -4.799233627395e-12       0.000000000000e+00       1.381814022714e-13       1.393153659527e-14       1.754288687368e-15 
  421       2.319339407570e-10       2.745011491539e-12      -5.010928525151e-12       0.000000000000e+00       1.370909513699e-13       1.366210671526e-14       1.741809137134e-15 
  422       2.324195019119e-10       2.731383713582e-12      -5.219295347252e-12       0.000000000000e+00       1.360110852414e-13       1.339705522861e-14       1.729253156621e-15 
  423       2.329468504239e-10       2.717304158982e-12      -5.424220051818e-12       0.000000000000e+00       1.349415458011e-13       1.313631798648e-14       1.716623748402e-15 
  424       2.335150092642e-10       2.702778605757e-12      -5.625587363514e-12       0.000000000000e+00       1.338820660306e-13       1.287982834668e-14       1.703923964642e-15 
  425       2.341229743244e-10       2.687813004002e-12      -5.823280768328e-12       0.000000000000e+00       1.328323699144e-13       1.262751715600e-14       1.691156907347e-15 
  426       2.347697142391e-10       2.672413476994e-12      -6.017182508353e-12       0.000000000000e+00       1.317921723772e-13       1.237931273261e-14       1.678325728617e-15 
  427       2.354542527742e-10       2.656586550537e-12      -6.207187785387e-12       0.000000000000e+00       1.307612287595e-13       1.213515078293e-14       1.665433267219e-15 
  428       2.361759194372e-10       2.640339847345e-12      -6.393247914616e-12       0.000000000000e+00       1.297394852249e-13       1.189500455998e-14       1.652480944198e-15 
  429       2.369341070451e-10       2.623681418454e-12      -6.575328628832e-12       0.000000000000e+00       1.287269333463e-13       1.165885569643e-14       1.639469830190e-15 
  430       2.377281898071e-10       2.606619518355e-12      -6.753396006352e-12       0.000000000000e+00       1.277235609997e-13       1.142668435163e-14       1.626401005715e-15 
  431       2.385575232018e-10       2.589162606253e-12      -6.927416475130e-12       0.000000000000e+00       1.267293523339e-13       1.119846920052e-14       1.613275561194e-15 
  432       2.394214438550e-10       2.571319347316e-12      -7.097356816860e-12       0.000000000000e+00       1.257442877403e-13       1.097418742251e-14       1.600094596962e-15 
  433       2.403192694162e-10       2.553098613928e-12      -7.263184171091e-12       0.000000000000e+00       1.247683438228e-13       1.075381469035e-14       1.586859223275e-15 
  434       2.412502984360e-10       2.534509486941e-12      -7.424866039333e-12       0.000000000000e+00       1.238014933667e-13       1.053732515904e-14       1.573570560334e-15 
  435       2.422138102437e-10       2.515561256930e-12      -7.582370289166e-12       0.000000000000e+00       1.228437053094e-13       1.032469145467e-14       1.560229738286e-15 
  436       2.432090648240e-10       2.496263425445e-12      -7.735665158348e-12       0.000000000000e+00       1.218949447095e-13       1.011588466335e-14       1.546837897249e-15 
  437       2.442353026943e-10       2.476625706259e-12      -7.884719258924e-12       0.000000000000e+00       1.209551727163e-13       9.910874320091e-15       1.533396187317e-15 
  438       2.452917447822e-10       2.456658026629e-12      -8.029501581338e-12       0.000000000000e+00       1.200243465403e-13       9.709628397648e-15       1.519905768576e-15 
  439       2.463775923023e-10       2.436370528539e-12      -8.169981498536e-12       0.000000000000e+00       1.191024194219e-13       9.512113295445e-15       1.506367811118e-15 
  440       2.474920266338e-10       2.415773569960e-12      -8.306128770082e-12       0.000000000000e+00       1.181893406019e-13       9.318293828442e-15       1.492783495055e-15 
  441       2.486342091974e-10       2.394877726100e-12      -8.437913546259e-12       0.000000000000e+00       1.172850552906e-13       9.128133216022e-15       1.479154010529e-15 
  442       2.498032813325e-10       2.373693790656e-12      -8.565306372185e-12       0.000000000000e+00       1.163895046381e-13       8.941593070878e-15       1.465480557730e-15 
  443       2.509983641748e-10       2.352232777067e-12      -8.688278191916e-12       0.000000000000e+00       1.155026257033e-13       8.758633387890e-15       1.451764346903e-15 
  444       2.522185585328e-10       2.330505919767e-12      -8.806800352559e-12       0.000000000000e+00       1.146243514241e-13       8.579212533019e-15       1.438006598368e-15 
  445       2.534629447659e-10       2.308524675436e-12      -8.920844608378e-12       0.000000000000e+00       1.137546105868e-13       8.403287232183e-15       1.424208542530e-15 
  446       2.547305826606e-10       2.286300724256e-12      -9.030383124905e-12       0.000000000000e+00       1.128933277961e-13       8.230812560143e-15       1.410371419890e-15 
  447       2.560205113087e-10       2.263845971158e-12      -9.135388483047e-12       0.000000000000e+00       1.120404234444e-13       8.061741929392e-15       1.396496481063e-15 
  448       2.573317489837e-10       2.241172547083e-12      -9.235833683197e-12       0.000000000000e+00       1.111958136818e-13       7.896027079032e-15       1.382584986790e-15 
  449       2.586632930184e-10       2.218292810224e-12      -9.331692149341e-12       0.000000000000e+00       1.103594103857e-13       7.733618063665e-15       1.368638207948e-15 
  450       2.600141196821e-10       2.195219347288e-12      -9.422937733164e-12       0.000000000000e+00       1.095311211303e-13       7.574463242271e-15       1.354657425567e-15 
  451       2.613831840576e-10       2.171964974742e-12      -9.509544718168e-12       0.000000000000e+00       1.087108491567e-13       7.418509267097e-15       1.340643930842e-15 
  452       2.627694199187e-10       2.148542740071e-12      -9.591487823771e-12       0.000000000000e+00       1.078984933422e-13       7.265701072538e-15       1.326599025147e-15 
  453       2.641717396070e-10       2.124965923026e-12      -9.668742209420e-12       0.000000000000e+00       1.070939481702e-13       7.115981864024e-15       1.312524020045e-15 
  454       2.655890339097e-10       2.101248036878e-12      -9.741283478700e-12       0.000000000000e+00       1.062971036996e-13       6.969293106901e-15       1.298420237308e-15 
  455       2.670201719361e-10       2.077402829672e-12      -9.809087683443e-12       0.000000000000e+00       1.055078455351e-13       6.825574515318e-15       1.284289008922e-15 
  456       2.684640009952e-10       2.053444285478e-12      -9.872131327835e-12       0.000000000000e+00       1.047260547962e-13       6.684764041110e-15       1.270131677107e-15 
  457       2.699193464730e-10       2.029386625645e-12      -9.930391372528e-12       0.000000000000e+00       1.039516080873e-13       6.546797862681e-15       1.255949594328e-15 
  458       2.713850117094e-10       2.005244310051e-12      -9.983845238745e-12       0.000000000000e+00       1.031843774673e-13       6.411610373891e-15       1.241744123306e-15 
  459       2.728597778757e-10       1.981032038358e-12      -1.003247081239e-11       0.000000000000e+00       1.024242304194e-13       6.279134172937e-15       1.227516637036e-15 
  460       2.743424038514e-10       1.956764751265e-12      -1.007624644816e-11       0.000000000000e+00       1.016710298203e-13       6.149300051240e-15       1.213268518796e-15 
  461       2.758316261020e-10       1.932457631757e-12      -1.011515097365e-11       0.000000000000e+00       1.009246339105e-13       6.022036982328e-15       1.199001162162e-15 
  462       2.773261585555e-10       1.908126106363e-12      -1.014916369346e-11       0.000000000000e+00       1.001848962639e-13       5.897272110720e-15       1.184715971022e-15 
  463       2.788246924802e-10       1.883785846402e-12      -1.017826439332e-11       0.000000000000e+00       9.945166575701e-14       5.774930740808e-15       1.170414359588e-15 
  464       2.803258963616e-10       1.859452769243e-12      -1.020243334416e-11       0.000000000000e+00       9.872478653915e-14       5.654936325748e-15       1.156097752411e-15 
  465       2.818284157797e-10       1.835143039550e-12      -1.022165130627e-11       0.000000000000e+00       9.800409800188e-14       5.537210456335e-15       1.141767584391e-15 
  466       2.833310145166e-10       1.810872025351e-12      -1.023590781870e-11       0.000000000000e+00       9.728946173368e-14       5.421685618128e-15       1.127425270828e-15 
  467       2.848330029748e-10       1.786651127839e-12      -1.024522634380e-11       0.000000000000e+00       9.658084337062e-14       5.308343923421e-15       1.113072116505e-15 
  468       2.863338228837e-10       1.762490855127e-12      -1.024963991529e-11       0.000000000000e+00       9.587823323965e-14       5.197179565788e-15       1.098709403791e-15 
  469       2.878329072321e-10       1.738401859169e-12      -1.024918293246e-11       0.000000000000e+00       9.518161958920e-14       5.088186157027e-15       1.084338422351e-15 
  470       2.893296802236e-10       1.714394936442e-12      -1.024389116887e-11       0.000000000000e+00       9.449098857370e-14       4.981356723076e-15       1.069960469142e-15 
  471       2.908235572317e-10       1.690481028616e-12      -1.023380178104e-11       0.000000000000e+00       9.380632423819e-14       4.876683699947e-15       1.055576848407e-15 
  472       2.923139447549e-10       1.666671223235e-12      -1.021895331710e-11       0.000000000000e+00       9.312760850287e-14       4.774158929642e-15       1.041188871676e-15 
  473       2.938002403713e-10       1.642976754389e-12      -1.019938572547e-11       0.000000000000e+00       9.245482114768e-14       4.673773656086e-15       1.026797857759e-15 
  474       2.952818326945e-10       1.619409003395e-12      -1.017514036356e-11       0.000000000000e+00       9.178793979689e-14       4.575518521046e-15       1.012405132745e-15 
  475       2.967581013279e-10       1.595979499467e-12      -1.014626000644e-11       0.000000000000e+00       9.112693990360e-14       4.479383560057e-15       9.980120299981e-16 
  476       2.982284168204e-10       1.572699920400e-12      -1.011278885550e-11       0.000000000000e+00       9.047179473439e-14       4.385358198348e-15       9.836198901552e-16 
  477       2.996921406208e-10       1.549582093239e-12      -1.007477254714e-11       0.000000000000e+00       8.982247535384e-14       4.293431246768e-15       9.692300611208e-16 
  478       3.011486250337e-10       1.526637994960e-12      -1.003225816145e-11       0.000000000000e+00       8.917895060913e-14       4.203590897707e-15       9.548438980653e-16 
  479       3.025972131738e-10       1.503879753144e-12      -9.985294230890e-12       0.000000000000e+00       8.854118711458e-14       4.115824721023e-15       9.404627634215e-16 
  480       3.040372389217e-10       1.481319646654e-12      -9.933930748957e-12       0.000000000000e+00       8.790914923622e-14       4.030119659966e-15       9.260880268810e-16 
  481       3.054680268782e-10       1.458970106311e-12      -9.878219178863e-12       0.000000000000e+00       8.728279907642e-14       3.946462027106e-15       9.117210653914e-16 
  482       3.068888923201e-10       1.436843715570e-12      -9.818212462224e-12       0.000000000000e+00       8.666209645835e-14       3.864837500252e-15       8.973632631528e-16 
  483       3.082991411548e-10       1.414953211198e-12      -9.753965027725e-12       0.000000000000e+00       8.604699891067e-14       3.785231118381e-15       8.830160116147e-16 
  484       3.096980698757e-10       1.393311483947e-12      -9.685532799805e-12       0.000000000000e+00       8.543746165200e-14       3.707627277563e-15       8.686807094727e-16 
  485       3.110849655169e-10       1.371931579232e-12      -9.612973207332e-12       0.000000000000e+00       8.483343757556e-14       3.632009726883e-15       8.543587626653e-16 
  486       3.124591056087e-10       1.350826697810e-12      -9.536345192282e-12       0.000000000000e+00       8.423487723368e-14       3.558361564367e-15       8.400515843708e-16 
  487       3.138197581324e-10       1.330010196450e-12      -9.455709218412e-12       0.000000000000e+00       8.364172882243e-14       3.486665232907e-15       8.257605950038e-16 
  488       3.151661814755e-10       1.309495588614e-12      -9.371127279944e-12       0.000000000000e+00       8.305393816614e-14       3.416902516187e-15       8.114872222121e-16 
  489       3.164976243867e-10       1.289296545134e-12      -9.282662910237e-12       0.000000000000e+00       8.247144870200e-14       3.349054534606e-15       7.972329008736e-16 
  490       3.178133259312e-10       1.269426894884e-12      -9.190381190466e-12       0.000000000000e+00       8.189420146461e-14       3.283101741202e-15       7.829990730930e-16 
  491       3.191125154452e-10       1.249900625459e-12      -9.094348758302e-12       0.000000000000e+00       8.132213507057e-14       3.219023917581e-15       7.687871881984e-16 
