# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04974e-05 to 8.44321 h/Mpc,
# number of wavenumbers equal to 611
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       3.036003877608e-02       9.207683790159e-02      -3.552177652257e+03      -3.570669773402e+03       9.390673542968e-02      -1.154324588342e+03      -3.556108772514e+03       2.034006035303e-01       2.034006035057e-01 
       3.050446946072e-02       9.169645925154e-02      -3.571056602978e+03      -3.589767815254e+03       9.351874747624e-02      -1.155111972420e+03      -3.575086142669e+03       2.025542694769e-01       2.025542694524e-01 
       3.064924778755e-02       9.131719763057e-02      -3.589938323051e+03      -3.608869621622e+03       9.313189899991e-02      -1.155858848140e+03      -3.594066923535e+03       2.017104326655e-01       2.017104326413e-01 
       3.079438235475e-02       9.093918756298e-02      -3.608829272842e+03      -3.627981504617e+03       9.274632698957e-02      -1.156566121056e+03      -3.613057424713e+03       2.008693660593e-01       2.008693660353e-01 
       3.093988201220e-02       9.056226211958e-02      -3.627726478653e+03      -3.647100560599e+03       9.236186218498e-02      -1.157234583920e+03      -3.632054748816e+03       2.000308217430e-01       2.000308217193e-01 
       3.108575587060e-02       9.018636497464e-02      -3.646628387032e+03      -3.666225060974e+03       9.197844675213e-02      -1.157861599222e+03      -3.651057191019e+03       1.991946223914e-01       1.991946223679e-01 
       3.123201331084e-02       8.981175964000e-02      -3.665545861958e+03      -3.685366055096e+03       9.159634880068e-02      -1.158451585523e+03      -3.670075739353e+03       1.983612795926e-01       1.983612795693e-01 
       3.137866399394e-02       8.943818387524e-02      -3.684472434980e+03      -3.704516734157e+03       9.121530191863e-02      -1.159002821082e+03      -3.689103662613e+03       1.975303333335e-01       1.975303333103e-01 
       3.152571787135e-02       8.906575894171e-02      -3.703413040820e+03      -3.723682324401e+03       9.083542903151e-02      -1.159517419165e+03      -3.708146126272e+03       1.967019677430e-01       1.967019677201e-01 
       3.167318519573e-02       8.869430176233e-02      -3.722361825985e+03      -3.742856974436e+03       9.045654347320e-02      -1.159993745347e+03      -3.727197298879e+03       1.958757782257e-01       1.958757782029e-01 
       3.182107653231e-02       8.832415821191e-02      -3.741337164876e+03      -3.762058448266e+03       9.007899855164e-02      -1.160439331099e+03      -3.746274989783e+03       1.950526019368e-01       1.950526019143e-01 
       3.196940277070e-02       8.795486871222e-02      -3.760321119320e+03      -3.781269700920e+03       8.970232568987e-02      -1.160849430602e+03      -3.765362073480e+03       1.942314388944e-01       1.942314388721e-01 
       3.211817513728e-02       8.758677241653e-02      -3.779326447381e+03      -3.800502798937e+03       8.932686899944e-02      -1.161228738223e+03      -3.784470688724e+03       1.934128171687e-01       1.934128171466e-01 
       3.226740520818e-02       8.721975823727e-02      -3.798355305288e+03      -3.819759851294e+03       8.895251714674e-02      -1.161578845230e+03      -3.803602949039e+03       1.925967334910e-01       1.925967334692e-01 
       3.241710492293e-02       8.685381046593e-02      -3.817407742645e+03      -3.839041213424e+03       8.857925357868e-02      -1.161900848095e+03      -3.822759165254e+03       1.917830897194e-01       1.917830896977e-01 
       3.256728659872e-02       8.648885939964e-02      -3.836481687625e+03      -3.858344722612e+03       8.820700667977e-02      -1.162195688086e+03      -3.841937203244e+03       1.909716651155e-01       1.909716650940e-01 
       3.271796294540e-02       8.612486354316e-02      -3.855581284831e+03      -3.877674633315e+03       8.783573562478e-02      -1.162464998292e+03      -3.861141287532e+03       1.901625554580e-01       1.901625554368e-01 
       3.286914708117e-02       8.576184213745e-02      -3.874704424776e+03      -3.897028595820e+03       8.746545787826e-02      -1.162709309008e+03      -3.880369119391e+03       1.893555298853e-01       1.893555298642e-01 
       3.302085254913e-02       8.540001592695e-02      -3.893866977902e+03      -3.916422321962e+03       8.709639976504e-02      -1.162933840780e+03      -3.899636384733e+03       1.885512305953e-01       1.885512305744e-01 
       3.317309333465e-02       8.503894110224e-02      -3.913051186339e+03      -3.935838477591e+03       8.672810877611e-02      -1.163134281135e+03      -3.918925745567e+03       1.877486891217e-01       1.877486891010e-01 
       3.332588388357e-02       8.467906256181e-02      -3.932280052319e+03      -3.955299428590e+03       8.636103838053e-02      -1.163317301458e+03      -3.938259591676e+03       1.869488528486e-01       1.869488528281e-01 
       3.347923912141e-02       8.432000390701e-02      -3.951538506775e+03      -3.974790768600e+03       8.599480471372e-02      -1.163478552103e+03      -3.957623461547e+03       1.861508959942e-01       1.861508959738e-01 
       3.363317447357e-02       8.396181433132e-02      -3.970831696102e+03      -3.994317384228e+03       8.562945790830e-02      -1.163619391687e+03      -3.977022265446e+03       1.853549200075e-01       1.853549199874e-01 
       3.378770588659e-02       8.360481044807e-02      -3.990178242185e+03      -4.013897277024e+03       8.526532086469e-02      -1.163744414270e+03      -3.996474037616e+03       1.845616231277e-01       1.845616231077e-01 
       3.394284985052e-02       8.324868500538e-02      -4.009566036947e+03      -4.033518889535e+03       8.490208012304e-02      -1.163849319292e+03      -4.015967169774e+03       1.837703158659e-01       1.837703158461e-01 
       3.409862342252e-02       8.289336597370e-02      -4.028995346780e+03      -4.053182520402e+03       8.453966246696e-02      -1.163933210903e+03      -4.035501950122e+03       1.829808669586e-01       1.829808669390e-01 
       3.425504425180e-02       8.253889820696e-02      -4.048470888548e+03      -4.072892827676e+03       8.417811332669e-02      -1.163996673225e+03      -4.055083026575e+03       1.821933395895e-01       1.821933395701e-01 
       3.441213060581e-02       8.218537399710e-02      -4.068001057068e+03      -4.092657874085e+03       8.381752688155e-02      -1.164039562324e+03      -4.074718475176e+03       1.814079408951e-01       1.814079408759e-01 
       3.456990139801e-02       8.183264659546e-02      -4.087583141827e+03      -4.112475139246e+03       8.345775384559e-02      -1.164060133414e+03      -4.094405749909e+03       1.806243952555e-01       1.806243952365e-01 
       3.472837621714e-02       8.148090219931e-02      -4.107228115658e+03      -4.132355582751e+03       8.309898332743e-02      -1.164059168815e+03      -4.114155764316e+03       1.798430184954e-01       1.798430184766e-01 
       3.488757535817e-02       8.112996533676e-02      -4.126933208803e+03      -4.152296183585e+03       8.274103705954e-02      -1.164033978354e+03      -4.133965538905e+03       1.790635060879e-01       1.790635060693e-01 
       3.504751985505e-02       8.077980817269e-02      -4.146699405803e+03      -4.172298435965e+03       8.238388622192e-02      -1.163983185587e+03      -4.153836475037e+03       1.782857451419e-01       1.782857451235e-01 
       3.520823151535e-02       8.043034661196e-02      -4.166526307399e+03      -4.192361360244e+03       8.202744487026e-02      -1.163904589977e+03      -4.173767678615e+03       1.775095216439e-01       1.775095216256e-01 
       3.536973295693e-02       8.008188683728e-02      -4.186436857548e+03      -4.212508094344e+03       8.167202614520e-02      -1.163802599981e+03      -4.193782167928e+03       1.767356292625e-01       1.767356292444e-01 
       3.553204764684e-02       7.973402466850e-02      -4.206410400334e+03      -4.232717824608e+03       8.131721647220e-02      -1.163669948423e+03      -4.213859219606e+03       1.759629981244e-01       1.759629981064e-01 
       3.569519994254e-02       7.938689028511e-02      -4.226461912564e+03      -4.253005730930e+03       8.096314981410e-02      -1.163508953317e+03      -4.234013920643e+03       1.751920703530e-01       1.751920703352e-01 
       3.585921513562e-02       7.904060943427e-02      -4.246601786852e+03      -4.273381839732e+03       8.060995390393e-02      -1.163321191151e+03      -4.254256314524e+03       1.744230566050e-01       1.744230565874e-01 
       3.602411949826e-02       7.869494877910e-02      -4.266823225261e+03      -4.293839658632e+03       8.025739104969e-02      -1.163103809124e+03      -4.274579878958e+03       1.736554777170e-01       1.736554776996e-01 
       3.618994033256e-02       7.834998641465e-02      -4.287135077490e+03      -4.314387747114e+03       7.990554061704e-02      -1.162858216953e+03      -4.294993184776e+03       1.728894699728e-01       1.728894699556e-01 
       3.635670602303e-02       7.800561267769e-02      -4.307537152891e+03      -4.335026035953e+03       7.955429090200e-02      -1.162583786608e+03      -4.315496141300e+03       1.721248094323e-01       1.721248094152e-01 
       3.652444609240e-02       7.766200558395e-02      -4.328045383698e+03      -4.355770282209e+03       7.920382350277e-02      -1.162284846961e+03      -4.336104478069e+03       1.713618953100e-01       1.713618952931e-01 
       3.669319126108e-02       7.731888801087e-02      -4.348648532265e+03      -4.376609231729e+03       7.885385526381e-02      -1.161957462467e+03      -4.356806978967e+03       1.706000464678e-01       1.706000464511e-01 
       3.686297351055e-02       7.697632865690e-02      -4.369359871193e+03      -4.397556295659e+03       7.850445728906e-02      -1.161605630428e+03      -4.377616988142e+03       1.698395483862e-01       1.698395483696e-01 
       3.703382615091e-02       7.663442890828e-02      -4.390189601308e+03      -4.418621469748e+03       7.815573227007e-02      -1.161232427669e+03      -4.398544500048e+03       1.690805358775e-01       1.690805358611e-01 
       3.720578389307e-02       7.629301531516e-02      -4.411134452376e+03      -4.439801487449e+03       7.780750328757e-02      -1.160836855828e+03      -4.419586258494e+03       1.683226220277e-01       1.683226220114e-01 
       3.737888292577e-02       7.595206465958e-02      -4.432200032955e+03      -4.461102015528e+03       7.745974666989e-02      -1.160420834137e+03      -4.440747903014e+03       1.675657571461e-01       1.675657571300e-01 
       3.755316099803e-02       7.561160570746e-02      -4.453397532142e+03      -4.482534004598e+03       7.711249235140e-02      -1.159987263055e+03      -4.462040382868e+03       1.668100787745e-01       1.668100787585e-01 
       3.772865750734e-02       7.527166486473e-02      -4.474733854841e+03      -4.504104303642e+03       7.676576653220e-02      -1.159537944633e+03      -4.483470531559e+03       1.660555531975e-01       1.660555531817e-01 
       3.790541359411e-02       7.493223031658e-02      -4.496209625994e+03      -4.525813654161e+03       7.641955516310e-02      -1.159072817184e+03      -4.505039068601e+03       1.653019091318e-01       1.653019091161e-01 
       3.808347224299e-02       7.459296430954e-02      -4.517836806558e+03      -4.547673822851e+03       7.607352083233e-02      -1.158594550060e+03      -4.526757747549e+03       1.645492713188e-01       1.645492713033e-01 
       3.826287839155e-02       7.425394043870e-02      -4.539604565129e+03      -4.569674330927e+03       7.572773164012e-02      -1.158099133672e+03      -4.548616065963e+03       1.637969426046e-01       1.637969425893e-01 
       3.844367904702e-02       7.391542768392e-02      -4.561546179676e+03      -4.591847752246e+03       7.538246396987e-02      -1.157593600804e+03      -4.570646585740e+03       1.630457715158e-01       1.630457715006e-01 
       3.862592341189e-02       7.357715749227e-02      -4.583654543951e+03      -4.614187395645e+03       7.503744395141e-02      -1.157074563159e+03      -4.592842567231e+03       1.622951687620e-01       1.622951687470e-01 
       3.880966301898e-02       7.323914073954e-02      -4.605941236271e+03      -4.636704485569e+03       7.469268286991e-02      -1.156542585129e+03      -4.615215239867e+03       1.615451776567e-01       1.615451776419e-01 
       3.899495187709e-02       7.290140793083e-02      -4.628418021326e+03      -4.659410836115e+03       7.434821157711e-02      -1.155997779799e+03      -4.637776354898e+03       1.607958387487e-01       1.607958387340e-01 
       3.918184662806e-02       7.256373358163e-02      -4.651081948245e+03      -4.682303637438e+03       7.400380025640e-02      -1.155436444648e+03      -4.660523077163e+03       1.600466698059e-01       1.600466697913e-01 
       3.937040671635e-02       7.222623904274e-02      -4.673952315129e+03      -4.705401716201e+03       7.365957254671e-02      -1.154859811527e+03      -4.683474223870e+03       1.592979219662e-01       1.592979219519e-01 
       3.956069457237e-02       7.188881332103e-02      -4.697034953414e+03      -4.728711211128e+03       7.331541550226e-02      -1.154265280759e+03      -4.706635845214e+03       1.585493842668e-01       1.585493842526e-01 
       3.975277581098e-02       7.155142384968e-02      -4.720338919004e+03      -4.752241067121e+03       7.297129543044e-02      -1.153651959917e+03      -4.730016857354e+03       1.578009255714e-01       1.578009255573e-01 
       3.994671944652e-02       7.121400326928e-02      -4.743874752155e+03      -4.776001528871e+03       7.262714398062e-02      -1.153017678502e+03      -4.753627493282e+03       1.570524381409e-01       1.570524381270e-01 
       4.014259812609e-02       7.087657306849e-02      -4.767657642479e+03      -4.800007897856e+03       7.228298293492e-02      -1.152362267478e+03      -4.777482964183e+03       1.563039546740e-01       1.563039546602e-01 
       4.034048838312e-02       7.053902453167e-02      -4.791695647535e+03      -4.824268026417e+03       7.193870146915e-02      -1.151683832502e+03      -4.801591109069e+03       1.555552395498e-01       1.555552395362e-01 
       4.054047091305e-02       7.020139207406e-02      -4.816007083826e+03      -4.848799970502e+03       7.159433462976e-02      -1.150982836351e+03      -4.825969941663e+03       1.548063627643e-01       1.548063627508e-01 
       4.074263087374e-02       6.986342672659e-02      -4.840591167620e+03      -4.873603358707e+03       7.124962848667e-02      -1.150255965204e+03      -4.850619013084e+03       1.540567733842e-01       1.540567733708e-01 
       4.094705821308e-02       6.952521379775e-02      -4.865471779150e+03      -4.898701506747e+03       7.090467001806e-02      -1.149505798318e+03      -4.875561629007e+03       1.533066553987e-01       1.533066553855e-01 
       4.115384802697e-02       6.918676285228e-02      -4.890669556245e+03      -4.924115009955e+03       7.055946923265e-02      -1.148734319500e+03      -4.900818303275e+03       1.525560627901e-01       1.525560627770e-01 
       4.136310095088e-02       6.884785629926e-02      -4.916187858773e+03      -4.949847284440e+03       7.021380395225e-02      -1.147939249896e+03      -4.926392416964e+03       1.518044810362e-01       1.518044810232e-01 
       4.157492358892e-02       6.850860812090e-02      -4.942046834774e+03      -4.975918455818e+03       6.986778815737e-02      -1.147123471580e+03      -4.952304017271e+03       1.510518837171e-01       1.510518837043e-01 
       4.178942898471e-02       6.816853964054e-02      -4.968262642261e+03      -5.002344304128e+03       6.952094063081e-02      -1.146288306035e+03      -4.978568874914e+03       1.502980728275e-01       1.502980728149e-01 
       4.200673713904e-02       6.782806501864e-02      -4.994861310425e+03      -5.029150726609e+03       6.917367686552e-02      -1.145438076600e+03      -5.005212805084e+03       1.495431118941e-01       1.495431118817e-01 
       4.222697557981e-02       6.748673949570e-02      -5.021845326037e+03      -5.056340226450e+03       6.882554572910e-02      -1.144569896365e+03      -5.032238283754e+03       1.487863217062e-01       1.487863216939e-01 
       4.245027999076e-02       6.714479031586e-02      -5.049257320317e+03      -5.083955106485e+03       6.847677860790e-02      -1.143691073577e+03      -5.059687498469e+03       1.480281594280e-01       1.480281594158e-01 
       4.267679490628e-02       6.680193627703e-02      -5.077107320820e+03      -5.112005317412e+03       6.812708925912e-02      -1.142800057345e+03      -5.087570358179e+03       1.472680711620e-01       1.472680711499e-01 
       4.290667448056e-02       6.645809437094e-02      -5.105415799980e+03      -5.140511537893e+03       6.777639217138e-02      -1.141897037760e+03      -5.115907412783e+03       1.465057688848e-01       1.465057688729e-01 
       4.314008334098e-02       6.611327734548e-02      -5.134220629173e+03      -5.169510198197e+03       6.742470102750e-02      -1.140984669572e+03      -5.144735158146e+03       1.457413618076e-01       1.457413617958e-01 
       4.337719753656e-02       6.576736109600e-02      -5.163546596911e+03      -5.199027147365e+03       6.707188923176e-02      -1.140062121843e+03      -5.174079152085e+03       1.449745757656e-01       1.449745757540e-01 
       4.361820559446e-02       6.542002950385e-02      -5.193405199977e+03      -5.229073639660e+03       6.671763407041e-02      -1.139124205482e+03      -5.203950610665e+03       1.442046727802e-01       1.442046727687e-01 
       4.386330969936e-02       6.507140455509e-02      -5.223848151614e+03      -5.259700460740e+03       6.636206013940e-02      -1.138173342290e+03      -5.234400236225e+03       1.434319448075e-01       1.434319447961e-01 
       4.411272701295e-02       6.472122149616e-02      -5.254896948790e+03      -5.290929145004e+03       6.600489725058e-02      -1.137204632559e+03      -5.265449434080e+03       1.426557854479e-01       1.426557854367e-01 
       4.436669115362e-02       6.436950454350e-02      -5.286600168727e+03      -5.322808065592e+03       6.564616996624e-02      -1.136217784988e+03      -5.297146380205e+03       1.418762326651e-01       1.418762326540e-01 
       4.462545385987e-02       6.401595931672e-02      -5.318987111048e+03      -5.355365954318e+03       6.528557857338e-02      -1.135207368974e+03      -5.329519735701e+03       1.410926972597e-01       1.410926972488e-01 
       4.488928686495e-02       6.366057027837e-02      -5.352108584656e+03      -5.388653535851e+03       6.492310659948e-02      -1.134173847444e+03      -5.362620001623e+03       1.403050697143e-01       1.403050697036e-01 
       4.515848401508e-02       6.330297143185e-02      -5.385995716238e+03      -5.422701765976e+03       6.455838130070e-02      -1.133111505257e+03      -5.396477989249e+03       1.395126066031e-01       1.395126065925e-01 
       4.543336366941e-02       6.294335180399e-02      -5.420715713751e+03      -5.457577121254e+03       6.419159254119e-02      -1.132023391341e+03      -5.431159990058e+03       1.387153634701e-01       1.387153634596e-01 
       4.571427142697e-02       6.258095480250e-02      -5.456309337279e+03      -5.493319819600e+03       6.382197603202e-02      -1.130906317366e+03      -5.466706103148e+03       1.379125758582e-01       1.379125758479e-01 
       4.600158323424e-02       6.221601319924e-02      -5.492840528793e+03      -5.529994006177e+03       6.344976250989e-02      -1.129764177160e+03      -5.503180157226e+03       1.371039351981e-01       1.371039351879e-01 
       4.629570893738e-02       6.184837260139e-02      -5.530389372595e+03      -5.567678082138e+03       6.307479626420e-02      -1.128601919558e+03      -5.540660469477e+03       1.362893142143e-01       1.362893142043e-01 
       4.659709635565e-02       6.147768955824e-02      -5.569006841940e+03      -5.606423724976e+03       6.269672513415e-02      -1.127418445251e+03      -5.579198359060e+03       1.354677251086e-01       1.354677250987e-01 
       4.690623596818e-02       6.110346426327e-02      -5.608778482298e+03      -5.646314861938e+03       6.231504515078e-02      -1.126218845368e+03      -5.618877633718e+03       1.346387746743e-01       1.346387746646e-01 
       4.722366632486e-02       6.072560507831e-02      -5.649785060398e+03      -5.687432693916e+03       6.192965878666e-02      -1.125003449316e+03      -5.659779045584e+03       1.338017571693e-01       1.338017571597e-01 
       4.754998031602e-02       6.034401025342e-02      -5.692140506592e+03      -5.729888470160e+03       6.154046206339e-02      -1.123777740008e+03      -5.702013763670e+03       1.329564222908e-01       1.329564222814e-01 
       4.788583246426e-02       5.995797525212e-02      -5.735914819165e+03      -5.773753694974e+03       6.114673698371e-02      -1.122533568145e+03      -5.745652683825e+03       1.321012804394e-01       1.321012804301e-01 
       4.823194743802e-02       5.956744669681e-02      -5.781253939531e+03      -5.819171322515e+03       6.074842889880e-02      -1.121272725616e+03      -5.790838562100e+03       1.312361865165e-01       1.312361865073e-01 
       4.858913003206e-02       5.917185478323e-02      -5.828271790531e+03      -5.866255780990e+03       6.034495715752e-02      -1.119985831779e+03      -5.837685167087e+03       1.303599427221e-01       1.303599427131e-01 
       4.895827691635e-02       5.877100161784e-02      -5.877131525247e+03      -5.915167762583e+03       5.993611885887e-02      -1.118669252425e+03      -5.886352802875e+03       1.294719760391e-01       1.294719760302e-01 
       4.934039052690e-02       5.836399178071e-02      -5.927966875769e+03      -5.966040977504e+03       5.952100332756e-02      -1.117310896617e+03      -5.936974499620e+03       1.285706246955e-01       1.285706246867e-01 
       4.973659556256e-02       5.795067528495e-02      -5.980983589088e+03      -6.019078807183e+03       5.909945480667e-02      -1.115909319919e+03      -5.989753044498e+03       1.276552092218e-01       1.276552092132e-01 
       5.014815866658e-02       5.753022495483e-02      -6.036370354497e+03      -6.074468193443e+03       5.867063089700e-02      -1.114460034755e+03      -6.044874752291e+03       1.267240538335e-01       1.267240538251e-01 
       5.057651201847e-02       5.710199092168e-02      -6.094358342716e+03      -6.132439523552e+03       5.823386848113e-02      -1.112963807370e+03      -6.102569051347e+03       1.257756827660e-01       1.257756827578e-01 
       5.102328174780e-02       5.666537760897e-02      -6.155231227885e+03      -6.193273325392e+03       5.778856047810e-02      -1.111430269836e+03      -6.163115683445e+03       1.248088188226e-01       1.248088188145e-01 
       5.149032231931e-02       5.621939378129e-02      -6.219274240186e+03      -6.257252883418e+03       5.733369583146e-02      -1.109861293639e+03      -6.226796911682e+03       1.238212572164e-01       1.238212572085e-01 
       5.197975834148e-02       5.576290904996e-02      -6.286815709572e+03      -6.324703871922e+03       5.686812197449e-02      -1.108257950600e+03      -6.293937296824e+03       1.228105360819e-01       1.228105360741e-01 
       5.249403563324e-02       5.529515813639e-02      -6.358288348965e+03      -6.396055875248e+03       5.639105797365e-02      -1.106618183181e+03      -6.364964880400e+03       1.217749091191e-01       1.217749091115e-01 
       5.303598386421e-02       5.481460222864e-02      -6.434121276466e+03      -6.471734410406e+03       5.590093454269e-02      -1.104919463238e+03      -6.440303638422e+03       1.207109889626e-01       1.207109889552e-01 
       5.360889367580e-02       5.431985632176e-02      -6.514855097728e+03      -6.552276770048e+03       5.539633900797e-02      -1.103137312690e+03      -6.520488742500e+03       1.196156990075e-01       1.196156990002e-01 
       5.421661189762e-02       5.380920537187e-02      -6.601111121288e+03      -6.638299851034e+03       5.487552248542e-02      -1.101246153693e+03      -6.606134760491e+03       1.184852806117e-01       1.184852806047e-01 
       5.486365927195e-02       5.328051561747e-02      -6.693595650587e+03      -6.730505523524e+03       5.433630853009e-02      -1.099230120298e+03      -6.697940880086e+03       1.173149846145e-01       1.173149846076e-01 
       5.555537589743e-02       5.273158631526e-02      -6.793176816152e+03      -6.829756199905e+03       5.377645233095e-02      -1.097094977923e+03      -6.796766372526e+03       1.160999088243e-01       1.160999088176e-01 
       5.629810017546e-02       5.215931832612e-02      -6.900829851043e+03      -6.937022453396e+03       5.319279524233e-02      -1.094840248115e+03      -6.903577967309e+03       1.148334653382e-01       1.148334653317e-01 
       5.709938688124e-02       5.156037377849e-02      -7.017714645335e+03      -7.053458689307e+03       5.258193100069e-02      -1.092436643890e+03      -7.019525361027e+03       1.135080260951e-01       1.135080260888e-01 
       5.796826803727e-02       5.093083110226e-02      -7.145226682521e+03      -7.180454875477e+03       5.193986044103e-02      -1.089801924803e+03      -7.145992472493e+03       1.121149729549e-01       1.121149729488e-01 
       5.891555447941e-02       5.026554477622e-02      -7.284937586321e+03      -7.319579778056e+03       5.126133625805e-02      -1.086824139578e+03      -7.284540628973e+03       1.106429994762e-01       1.106429994703e-01 
       5.995416254475e-02       4.955832645355e-02      -7.438657292867e+03      -7.472643524538e+03       5.054004752921e-02      -1.083448336797e+03      -7.436971159876e+03       1.090784913531e-01       1.090784913474e-01 
       6.109942257045e-02       4.880180401906e-02      -7.608429426320e+03      -7.641694887614e+03       4.976847548361e-02      -1.079630767063e+03      -7.605322190994e+03       1.074051510951e-01       1.074051510897e-01 
       6.236927384520e-02       4.798699833699e-02      -7.796441830348e+03      -7.828938293711e+03       4.893746324084e-02      -1.075170520274e+03      -7.791784281007e+03       1.056032411310e-01       1.056032411258e-01 
       6.378416297505e-02       4.710312020033e-02      -8.004819251243e+03      -8.036533313348e+03       4.803600648320e-02      -1.069730262008e+03      -7.998499884104e+03       1.036488579540e-01       1.036488579491e-01 
       6.536633806560e-02       4.613733736747e-02      -8.235266758550e+03      -8.266248164268e+03       4.705102144486e-02      -1.063129026057e+03      -8.227218212922e+03       1.015141078068e-01       1.015141078022e-01 
       6.713811106309e-02       4.507593841192e-02      -8.488487660448e+03      -8.518892367565e+03       4.596852295742e-02      -1.054940939863e+03      -8.478726473542e+03       9.916857731701e-02       9.916857731266e-02 
       6.911868813501e-02       4.390519994266e-02      -8.763304624727e+03      -8.793450897868e+03       4.477451708427e-02      -1.044548209115e+03      -8.751986291748e+03       9.658225620509e-02       9.658225620103e-02 
       7.131961804625e-02       4.261424436545e-02      -9.055704031656e+03      -9.086135004848e+03       4.345791243145e-02      -1.031565484621e+03      -9.043189883427e+03       9.373144680643e-02       9.373144680267e-02 
       7.373998924807e-02       4.119939196298e-02      -9.358365584524e+03      -9.389893383320e+03       4.201495748353e-02      -1.015279808898e+03      -9.345273914039e+03       9.060821611963e-02       9.060821611618e-02 
       7.636375409540e-02       3.966818671097e-02      -9.661212231307e+03      -9.694912000327e+03       4.045334879420e-02      -9.954971154737e+02      -9.648428575860e+03       8.722956906456e-02       8.722956906141e-02 
       7.916148847583e-02       3.804221804209e-02      -9.953463581225e+03      -9.990587442265e+03       3.879510510556e-02      -9.721737792638e+02      -9.942072519850e+03       8.364321199911e-02       8.364321199625e-02 
       8.209649482124e-02       3.635607019708e-02      -1.022653000617e+04      -1.026834226212e+04       3.707549636716e-02      -9.456704660098e+02      -1.021766839008e+04       7.992529528538e-02       7.992529528281e-02 
       8.513222505943e-02       3.465248860130e-02      -1.047647953115e+04      -1.052405179858e+04       3.533812168322e-02      -9.169234434815e+02      -1.047114524390e+04       7.617068962021e-02       7.617068961789e-02 
       8.823761364771e-02       3.297736669829e-02      -1.070501897595e+04      -1.075903889126e+04       3.362977743624e-02      -8.869855881001e+02      -1.070388441609e+04       7.247956405715e-02       7.247956405506e-02 
       9.138909092609e-02       3.137292529726e-02      -1.091899489093e+04      -1.097963105567e+04       3.199352656934e-02      -8.569660025143e+02      -1.092226971731e+04       6.894548804344e-02       6.894548804156e-02 
       9.457013428566e-02       2.987469936588e-02      -1.112874016695e+04      -1.119558577989e+04       3.046560154035e-02      -8.280032500501e+02      -1.113610772413e+04       6.564582000295e-02       6.564582000126e-02 
       9.776975946816e-02       2.850769440729e-02      -1.134607148488e+04      -1.141817143495e+04       2.907150771790e-02      -8.010582631249e+02      -1.135670375455e+04       6.263612285445e-02       6.263612285292e-02 
       1.009809112735e-01       2.728622675106e-02      -1.158222167357e+04      -1.165817064118e+04       2.782583919999e-02      -7.767289565897e+02      -1.159486270812e+04       5.994717215731e-02       5.994717215593e-02 
       1.041991559203e-01       2.621300161490e-02      -1.184609655993e+04      -1.192419772907e+04       2.673135475456e-02      -7.552945939331e+02      -1.185920517099e+04       5.758492967978e-02       5.758492967852e-02 
       1.074217446051e-01       2.528117166438e-02      -1.214331091720e+04      -1.222175429727e+04       2.578106989818e-02      -7.368123662122e+02      -1.215522478541e+04       5.553416551472e-02       5.553416551357e-02 
       1.106469872850e-01       2.447453763172e-02      -1.247474478131e+04      -1.255182802053e+04       2.495846340387e-02      -7.210552704434e+02      -1.248388673541e+04       5.375913718922e-02       5.375913718815e-02 
       1.138738500777e-01       2.377156115614e-02      -1.283711592311e+04      -1.291142244016e+04       2.424156770941e-02      -7.075384141997e+02      -1.284216183288e+04       5.221217502524e-02       5.221217502426e-02 
       1.171017023624e-01       2.314682704123e-02      -1.322302229260e+04      -1.329357960805e+04       2.360446765593e-02      -6.956003422309e+02      -1.322305251291e+04       5.083782474087e-02       5.083782473995e-02 
       1.203301601051e-01       2.257455899686e-02      -1.362178957630e+04      -1.368817487214e+04       2.302087031651e-02      -6.845794966454e+02      -1.361639291367e+04       4.957865478123e-02       4.957865478038e-02 
       1.235589895985e-01       2.202996264956e-02      -1.402073618438e+04      -1.408312132966e+04       2.246549538034e-02      -6.738524386441e+02      -1.401005729264e+04       4.838078011519e-02       4.838078011439e-02 
       1.267880486173e-01       2.149255000145e-02      -1.440667854909e+04      -1.446580455007e+04       2.191744371304e-02      -6.628241399591e+02      -1.439139898463e+04       4.719848179846e-02       4.719848179772e-02 
       1.300172505535e-01       2.094631092364e-02      -1.476737480081e+04      -1.482446885429e+04       2.136039360936e-02      -6.510000783954e+02      -1.474863944830e+04       4.599722727362e-02       4.599722727293e-02 
       1.332465425965e-01       2.038181691368e-02      -1.509300373633e+04      -1.514963947765e+04       2.078472581961e-02      -6.381098933350e+02      -1.507229316466e+04       4.475577520823e-02       4.475577520759e-02 
       1.364758924728e-01       1.979543869400e-02      -1.537719062560e+04      -1.543511642569e+04       2.018674037057e-02      -6.240979272077e+02      -1.535616176638e+04       4.346627673842e-02       4.346627673782e-02 
       1.397052803911e-01       1.918916826411e-02      -1.561770303263e+04      -1.567865236937e+04       1.956847017425e-02      -6.090409195168e+02      -1.559801117673e+04       4.213327637522e-02       4.213327637466e-02 
