# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=1.04974e-05 to 8.44321 h/Mpc,
# number of wavenumbers equal to 611
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_tot                  8:phi                    9:psi                
       1.138828751854e-02       1.596820031018e-01      -8.736881534530e+02      -8.744808866873e+02       1.628721040208e-01      -5.638542228723e+02      -8.727516080390e+02       3.547775655824e-01       3.547775654475e-01 
       1.151729702960e-02       1.591013760574e-01      -8.903000550164e+02      -8.911247066062e+02       1.622797327504e-01      -5.716203173959e+02      -8.893466706255e+02       3.534697701643e-01       3.534697700343e-01 
       1.164634495159e-02       1.585223627125e-01      -9.070031211783e+02      -9.078606252628e+02       1.616890087477e-01      -5.793530249903e+02      -9.060331034771e+02       3.521657260383e-01       3.521657259128e-01 
       1.177543091371e-02       1.579450204989e-01      -9.237960237756e+02      -9.246873086657e+02       1.610999908968e-01      -5.870529011937e+02      -9.228095822703e+02       3.508655982993e-01       3.508655981779e-01 
       1.190455458222e-02       1.573692916049e-01      -9.406766748303e+02      -9.416026916730e+02       1.605126202349e-01      -5.947200515677e+02      -9.396740484875e+02       3.495692587517e-01       3.495692586341e-01 
       1.203371565905e-02       1.567951781206e-01      -9.576433762318e+02      -9.586050925728e+02       1.599268989900e-01      -6.023548153933e+02      -9.566248272830e+02       3.482767237944e-01       3.482767236804e-01 
       1.216291388047e-02       1.562226880726e-01      -9.746944463734e+02      -9.756928369535e+02       1.593428353075e-01      -6.099574857458e+02      -9.736602523107e+02       3.469880057224e-01       3.469880056116e-01 
       1.229214901583e-02       1.556518395608e-01      -9.918283069216e+02      -9.928643518626e+02       1.587604476584e-01      -6.175283651618e+02      -9.907787585314e+02       3.457031454866e-01       3.457031453788e-01 
       1.242142086649e-02       1.550826270778e-01      -1.009043106050e+03      -1.010117800278e+03       1.581797300502e-01      -6.250674562114e+02      -1.007978515270e+03       3.444220843021e-01       3.444220841972e-01 
       1.255072926470e-02       1.545150132364e-01      -1.026337175398e+03      -1.027451531369e+03       1.576006450412e-01      -6.325748131704e+02      -1.025257876970e+03       3.431448246312e-01       3.431448245288e-01 
       1.268007407262e-02       1.539489965487e-01      -1.043708589962e+03      -1.044863639144e+03       1.570231904383e-01      -6.400501381052e+02      -1.042614942313e+03       3.418712795141e-01       3.418712794142e-01 
       1.280945518147e-02       1.533846446889e-01      -1.061156249909e+03      -1.062353014961e+03       1.564474354438e-01      -6.474935190066e+02      -1.060048609650e+03       3.406016206541e-01       3.406016205565e-01 
       1.293887251059e-02       1.528218962842e-01      -1.078678153365e+03      -1.079917687570e+03       1.558733175839e-01      -6.549044068921e+02      -1.077556909777e+03       3.393357278113e-01       3.393357277158e-01 
       1.306832600675e-02       1.522607689821e-01      -1.096272635777e+03      -1.097556017347e+03       1.553008544208e-01      -6.622821704302e+02      -1.095138204080e+03       3.380735870902e-01       3.380735869967e-01 
       1.319781564336e-02       1.517012820183e-01      -1.113938396936e+03      -1.115266690908e+03       1.547300659061e-01      -6.696263086784e+02      -1.112791185187e+03       3.368152809774e-01       3.368152808859e-01 
       1.332734141982e-02       1.511433762170e-01      -1.131673320018e+03      -1.133047645850e+03       1.541608914852e-01      -6.769357127490e+02      -1.130513786957e+03       3.355606554956e-01       3.355606554058e-01 
       1.345690336091e-02       1.505870772459e-01      -1.149476039813e+03      -1.150897510404e+03       1.535933573349e-01      -6.842095247155e+02      -1.148304641283e+03       3.343097668124e-01       3.343097667242e-01 
       1.358650151624e-02       1.500324076731e-01      -1.167345178464e+03      -1.168814905114e+03       1.530274864420e-01      -6.914467930291e+02      -1.166162371215e+03       3.330626596768e-01       3.330626595902e-01 
       1.371613595966e-02       1.494793030215e-01      -1.185278582494e+03      -1.186797720944e+03       1.524632128194e-01      -6.986459895916e+02      -1.184084863892e+03       3.318191646291e-01       3.318191645440e-01 
       1.384580678886e-02       1.489278509684e-01      -1.203275458805e+03      -1.204845144523e+03       1.519006259161e-01      -7.058062610276e+02      -1.202071309138e+03       3.305794785039e-01       3.305794784204e-01 
       1.397551412490e-02       1.483779767175e-01      -1.221333746161e+03      -1.222955152033e+03       1.513396495647e-01      -7.129259501373e+02      -1.220119679432e+03       3.293434506536e-01       3.293434505713e-01 
       1.410525811179e-02       1.478297036506e-01      -1.239452002119e+03      -1.241126294695e+03       1.507803072815e-01      -7.200036311057e+02      -1.238228527453e+03       3.281110907288e-01       3.281110906478e-01 
       1.423503891617e-02       1.472829916210e-01      -1.257628537122e+03      -1.259356919431e+03       1.502225584232e-01      -7.270378109151e+02      -1.256396195553e+03       3.268823486991e-01       3.268823486194e-01 
       1.436485672695e-02       1.467379265229e-01      -1.275862267643e+03      -1.277645916819e+03       1.496664898044e-01      -7.340272007380e+02      -1.274621577839e+03       3.256573149000e-01       3.256573148215e-01 
       1.449471175507e-02       1.461943831369e-01      -1.294151075560e+03      -1.295991222403e+03       1.491119746223e-01      -7.409698518942e+02      -1.292902602503e+03       3.244358267443e-01       3.244358266669e-01 
       1.462460423315e-02       1.456524476241e-01      -1.312494404410e+03      -1.314392256956e+03       1.485591009397e-01      -7.478647908483e+02      -1.311238692266e+03       3.232180974213e-01       3.232180973449e-01 
       1.475453441537e-02       1.451120743991e-01      -1.330889869156e+03      -1.332846672695e+03       1.480078211794e-01      -7.547099896704e+02      -1.329627495540e+03       3.220038915633e-01       3.220038914880e-01 
       1.488450257717e-02       1.445732907145e-01      -1.349336611521e+03      -1.351353603185e+03       1.474581637028e-01      -7.615042337368e+02      -1.348068145834e+03       3.207933395174e-01       3.207933394430e-01 
       1.501450901516e-02       1.440360679386e-01      -1.367832671516e+03      -1.369911116116e+03       1.469100987510e-01      -7.682457062956e+02      -1.366558707513e+03       3.195863088271e-01       3.195863087537e-01 
       1.514455404692e-02       1.435003949874e-01      -1.386377183182e+03      -1.388518345079e+03       1.463636161687e-01      -7.749332288425e+02      -1.385098313068e+03       3.183829177685e-01       3.183829176961e-01 
       1.527463801090e-02       1.429663167466e-01      -1.404968426738e+03      -1.407173591371e+03       1.458187602707e-01      -7.815651578828e+02      -1.403685261177e+03       3.171830845025e-01       3.171830844309e-01 
       1.540476126634e-02       1.424337354453e-01      -1.423604807051e+03      -1.425875259719e+03       1.452754326443e-01      -7.881398568483e+02      -1.422317956806e+03       3.159867525744e-01       3.159867525037e-01 
       1.553492419317e-02       1.419027443871e-01      -1.442285422251e+03      -1.444622465624e+03       1.447337275607e-01      -7.946562098007e+02      -1.440995511936e+03       3.147940201325e-01       3.147940200626e-01 
       1.566512719198e-02       1.413732984340e-01      -1.461008711026e+03      -1.463413649215e+03       1.441935993486e-01      -8.011126238173e+02      -1.459716366715e+03       3.136048309682e-01       3.136048308991e-01 
       1.579537068400e-02       1.408453380926e-01      -1.479772661622e+03      -1.482246832884e+03       1.436549872076e-01      -8.075073694443e+02      -1.478478539804e+03       3.124190399390e-01       3.124190398707e-01 
       1.592565511107e-02       1.403189799881e-01      -1.498576999899e+03      -1.501121712047e+03       1.431180097063e-01      -8.138395717734e+02      -1.497281728915e+03       3.112368569125e-01       3.112368568449e-01 
       1.605598093571e-02       1.397940516399e-01      -1.517419227294e+03      -1.520035856889e+03       1.425824920441e-01      -8.201072436422e+02      -1.516123496071e+03       3.100580381104e-01       3.100580380436e-01 
       1.618634864107e-02       1.392707002265e-01      -1.536299134175e+03      -1.538989029559e+03       1.420485833946e-01      -8.263095356420e+02      -1.535003605169e+03       3.088827950332e-01       3.088827949671e-01 
       1.631675873110e-02       1.387488520822e-01      -1.555214816945e+03      -1.557979331760e+03       1.415162088717e-01      -8.324447792163e+02      -1.553920158586e+03       3.077109934878e-01       3.077109934224e-01 
       1.644721173052e-02       1.382285619341e-01      -1.574165121796e+03      -1.577005628870e+03       1.409854234627e-01      -8.385116478814e+02      -1.572872018134e+03       3.065426524354e-01       3.065426523707e-01 
       1.657770818498e-02       1.377097035666e-01      -1.593148307259e+03      -1.596066188646e+03       1.404560998984e-01      -8.445085534614e+02      -1.591857451206e+03       3.053776724223e-01       3.053776723583e-01 
       1.670824866116e-02       1.371923660927e-01      -1.612164090096e+03      -1.615160738898e+03       1.399283289047e-01      -8.504348864595e+02      -1.610876182453e+03       3.042162322180e-01       3.042162321546e-01 
       1.683883374690e-02       1.366765869586e-01      -1.631210841493e+03      -1.634287619917e+03       1.394021472798e-01      -8.562888127910e+02      -1.629926556637e+03       3.030582399129e-01       3.030582398501e-01 
       1.696946405134e-02       1.361622038794e-01      -1.650286467254e+03      -1.653444839030e+03       1.388773911433e-01      -8.620689636496e+02      -1.649006568498e+03       3.019035419873e-01       3.019035419252e-01 
       1.710014020509e-02       1.356493439622e-01      -1.669390845956e+03      -1.672632201314e+03       1.383541893432e-01      -8.677747351461e+02      -1.668116032830e+03       3.007523193533e-01       3.007523192918e-01 
       1.723086286044e-02       1.351379851841e-01      -1.688522075817e+03      -1.691847839810e+03       1.378325187357e-01      -8.734046363957e+02      -1.687253079378e+03       2.996044398495e-01       2.996044397887e-01 
       1.736163269154e-02       1.346280670527e-01      -1.707679416393e+03      -1.711091023206e+03       1.373123192939e-01      -8.789581667892e+02      -1.706416976616e+03       2.984599753943e-01       2.984599753340e-01 
       1.749245039461e-02       1.341196573390e-01      -1.726861540992e+03      -1.730360420083e+03       1.367936586051e-01      -8.844340445221e+02      -1.725606394422e+03       2.973188875837e-01       2.973188875240e-01 
       1.762331668819e-02       1.336126871945e-01      -1.746067381530e+03      -1.749654960841e+03       1.362764677401e-01      -8.898320483261e+02      -1.744820267483e+03       2.961811823156e-01       2.961811822565e-01 
       1.775423231341e-02       1.331071850883e-01      -1.765295399140e+03      -1.768973156601e+03       1.357607746600e-01      -8.951512742605e+02      -1.764057102087e+03       2.950467906220e-01       2.950467905635e-01 
       1.788519803423e-02       1.326031182417e-01      -1.784544800289e+03      -1.788314193200e+03       1.352465468909e-01      -9.003915770023e+02      -1.783316090484e+03       2.939157577700e-01       2.939157577120e-01 
       1.801621463772e-02       1.321005130720e-01      -1.803814443250e+03      -1.807676938520e+03       1.347338108030e-01      -9.055526946942e+02      -1.802596103217e+03       2.927880713759e-01       2.927880713185e-01 
       1.814728293441e-02       1.315993242342e-01      -1.823102804159e+03      -1.827059912868e+03       1.342225203824e-01      -9.106348723817e+02      -1.821895661746e+03       2.916636611051e-01       2.916636610482e-01 
       1.827840375857e-02       1.310996158572e-01      -1.842410066089e+03      -1.846463167275e+03       1.337127413259e-01      -9.156389029104e+02      -1.841214841039e+03       2.905427030389e-01       2.905427029826e-01 
       1.840957796854e-02       1.306012706385e-01      -1.861733114135e+03      -1.865883800679e+03       1.332043536291e-01      -9.205640974348e+02      -1.860550717191e+03       2.894248940775e-01       2.894248940218e-01 
       1.854080644711e-02       1.301044293198e-01      -1.881072873112e+03      -1.885322566120e+03       1.326975005978e-01      -9.254119970137e+02      -1.879904073419e+03       2.883105139925e-01       2.883105139373e-01 
       1.867209010189e-02       1.296089015001e-01      -1.900426670831e+03      -1.904776903293e+03       1.321919894587e-01      -9.301839213109e+02      -1.899272349862e+03       2.871993187918e-01       2.871993187372e-01 
       1.880342986566e-02       1.291148409485e-01      -1.919794718883e+03      -1.924246979548e+03       1.316879757073e-01      -9.348803700185e+02      -1.918655722225e+03       2.860914832590e-01       2.860914832048e-01 
       1.893482669681e-02       1.286222009151e-01      -1.939175672753e+03      -1.943731473382e+03       1.311854120574e-01      -9.395038409380e+02      -1.938052882759e+03       2.849869518272e-01       2.849869517736e-01 
       1.906628157976e-02       1.281309493890e-01      -1.958568179883e+03      -1.963229027631e+03       1.306842659299e-01      -9.440549095070e+02      -1.957462483975e+03       2.838856635908e-01       2.838856635377e-01 
       1.919779552537e-02       1.276411561390e-01      -1.977973024485e+03      -1.982740313433e+03       1.301846091384e-01      -9.485365866373e+02      -1.976885224943e+03       2.827878511475e-01       2.827878510949e-01 
       1.932936957143e-02       1.271526784918e-01      -1.997385986737e+03      -2.002261382279e+03       1.296862951220e-01      -9.529502102959e+02      -1.996317139293e+03       2.816930736245e-01       2.816930735725e-01 
       1.946100478311e-02       1.266655696932e-01      -2.016806955769e+03      -2.021792020914e+03       1.291893781152e-01      -9.572977981506e+02      -2.015758039768e+03       2.806014373490e-01       2.806014372975e-01 
       1.959270225345e-02       1.261798622277e-01      -2.036237677208e+03      -2.041333846470e+03       1.286938934940e-01      -9.615820764985e+02      -2.035209568125e+03       2.795132917729e-01       2.795132917218e-01 
       1.972446310390e-02       1.256955681847e-01      -2.055675039158e+03      -2.060883862945e+03       1.281998509495e-01      -9.658065627641e+02      -2.054668740021e+03       2.784283384352e-01       2.784283383846e-01 
       1.985628848481e-02       1.252126198270e-01      -2.075118785938e+03      -2.080441769669e+03       1.277071832361e-01      -9.699722602044e+02      -2.074135267707e+03       2.773466526516e-01       2.773466526015e-01 
       1.998817957601e-02       1.247310372168e-01      -2.094567363002e+03      -2.100006096194e+03       1.272159097311e-01      -9.740823850683e+02      -2.093607688840e+03       2.762681483601e-01       2.762681483104e-01 
       2.012013758737e-02       1.242508820495e-01      -2.114021361795e+03      -2.119577283777e+03       1.267260936495e-01      -9.781394363485e+02      -2.113086477216e+03       2.751929936993e-01       2.751929936501e-01 
       2.025216375937e-02       1.237721042472e-01      -2.133479182234e+03      -2.139153865424e+03       1.262376840314e-01      -9.821462846904e+02      -2.132570164731e+03       2.741210960688e-01       2.741210960201e-01 
       2.038425936372e-02       1.232946680227e-01      -2.152938505128e+03      -2.158733564087e+03       1.257506434788e-01      -9.861045926752e+02      -2.152056485877e+03       2.730522640117e-01       2.730522639635e-01 
       2.051642570400e-02       1.228185711309e-01      -2.172400680003e+03      -2.178317599741e+03       1.252649718213e-01      -9.900171458223e+02      -2.171546687553e+03       2.719867534303e-01       2.719867533825e-01 
       2.064866411630e-02       1.223438124684e-01      -2.191863569275e+03      -2.197903950366e+03       1.247806666238e-01      -9.938858054599e+02      -2.191038747484e+03       2.709244006304e-01       2.709244005831e-01 
       2.078097596986e-02       1.218704406398e-01      -2.211326936819e+03      -2.217492277101e+03       1.242977770043e-01      -9.977127502134e+02      -2.210532354174e+03       2.698652566655e-01       2.698652566186e-01 
       2.091336266783e-02       1.213985026267e-01      -2.230792180974e+03      -2.237083952570e+03       1.238163520630e-01      -1.001500458369e+03      -2.230028888847e+03       2.688095717326e-01       2.688095716861e-01 
       2.104582564791e-02       1.209278666798e-01      -2.250253860812e+03      -2.256673685442e+03       1.233362552704e-01      -1.005248928361e+03      -2.249523061692e+03       2.677567870897e-01       2.677567870436e-01 
       2.117836638316e-02       1.204586163643e-01      -2.269714984555e+03      -2.276264445807e+03       1.228575738711e-01      -1.008960481922e+03      -2.269017845120e+03       2.667073405892e-01       2.667073405436e-01 
       2.131098638270e-02       1.199907459252e-01      -2.289173492168e+03      -2.295854070066e+03       1.223803006974e-01      -1.012635490714e+03      -2.288511103568e+03       2.656610532292e-01       2.656610531841e-01 
       2.144368719255e-02       1.195242378560e-01      -2.308629897000e+03      -2.315443141331e+03       1.219044192892e-01      -1.016275545138e+03      -2.308003413581e+03       2.646180634122e-01       2.646180633675e-01 
       2.157647039638e-02       1.190591180158e-01      -2.328082629137e+03      -2.335030044896e+03       1.214299546375e-01      -1.019880258778e+03      -2.327493173336e+03       2.635782537725e-01       2.635782537281e-01 
       2.170933761642e-02       1.185952938667e-01      -2.347529426891e+03      -2.354612686108e+03       1.209568126014e-01      -1.023449300756e+03      -2.346978270457e+03       2.625414532148e-01       2.625414531709e-01 
       2.184229051427e-02       1.181328986241e-01      -2.366972843223e+03      -2.374193409915e+03       1.204851293656e-01      -1.026983689657e+03      -2.366461075907e+03       2.615079921028e-01       2.615079920593e-01 
       2.197533079181e-02       1.176718539878e-01      -2.386410371619e+03      -2.393769777849e+03       1.200148247446e-01      -1.030482300646e+03      -2.385939147053e+03       2.604776571436e-01       2.604776571005e-01 
       2.210846019211e-02       1.172121012404e-01      -2.405839810482e+03      -2.413339714515e+03       1.195458385283e-01      -1.033943592574e+03      -2.405410391672e+03       2.594502807338e-01       2.594502806911e-01 
       2.224168050040e-02       1.167539097498e-01      -2.425265828065e+03      -2.432907595074e+03       1.190784449410e-01      -1.037368875697e+03      -2.424879215985e+03       2.584263935909e-01       2.584263935486e-01 
       2.237499354502e-02       1.162969738482e-01      -2.444684928126e+03      -2.452470099400e+03       1.186123351495e-01      -1.040755337558e+03      -2.444342275434e+03       2.574056828405e-01       2.574056827986e-01 
       2.250840119845e-02       1.158414905915e-01      -2.464096728791e+03      -2.472026865291e+03       1.181477066961e-01      -1.044102686237e+03      -2.463799205147e+03       2.563881580623e-01       2.563881580208e-01 
       2.264190537832e-02       1.153873511993e-01      -2.483499791643e+03      -2.491576342747e+03       1.176844496761e-01      -1.047408169777e+03      -2.483248467605e+03       2.553737055319e-01       2.553737054907e-01 
       2.277550804852e-02       1.149345627417e-01      -2.502893501521e+03      -2.511118091729e+03       1.172225711287e-01      -1.050670382829e+03      -2.502689591201e+03       2.543623229172e-01       2.543623228764e-01 
       2.290921122029e-02       1.144831143384e-01      -2.522277750385e+03      -2.530651971795e+03       1.167620603878e-01      -1.053887809187e+03      -2.522122434462e+03       2.533540389471e-01       2.533540389067e-01 
       2.304301695333e-02       1.140331220085e-01      -2.541654719936e+03      -2.550179945198e+03       1.163030356170e-01      -1.057059795516e+03      -2.541548981802e+03       2.523490898887e-01       2.523490898487e-01 
       2.317692735703e-02       1.135845194731e-01      -2.561021789387e+03      -2.569699518805e+03       1.158454286576e-01      -1.060183647001e+03      -2.560966719861e+03       2.513472574608e-01       2.513472574211e-01 
       2.331094459164e-02       1.131372020296e-01      -2.580377005250e+03      -2.589208859332e+03       1.153891333925e-01      -1.063256865148e+03      -2.580373794063e+03       2.503483949775e-01       2.503483949382e-01 
       2.344507086955e-02       1.126912906374e-01      -2.599722260336e+03      -2.608709687836e+03       1.149342726719e-01      -1.066278541010e+03      -2.599771940162e+03       2.493527045729e-01       2.493527045339e-01 
       2.357930845653e-02       1.122467497763e-01      -2.619056354620e+03      -2.628200923107e+03       1.144808102441e-01      -1.069246917048e+03      -2.619160055634e+03       2.483601078920e-01       2.483601078534e-01 
       2.371365967314e-02       1.118035857779e-01      -2.638379911774e+03      -2.647683024662e+03       1.140287530671e-01      -1.072160770708e+03      -2.638538618047e+03       2.473706759953e-01       2.473706759570e-01 
       2.384812689602e-02       1.113618284209e-01      -2.657692519863e+03      -2.667155660987e+03       1.135781308592e-01      -1.075018832988e+03      -2.657907279223e+03       2.463843979680e-01       2.463843979301e-01 
       2.398271255938e-02       1.109213644188e-01      -2.676991958838e+03      -2.686616668257e+03       1.131288286655e-01      -1.077818959185e+03      -2.677263867179e+03       2.454010939430e-01       2.454010939055e-01 
       2.411741915640e-02       1.104822893275e-01      -2.696279644156e+03      -2.706067350208e+03       1.126809433857e-01      -1.080560824510e+03      -2.696609695530e+03       2.444209057341e-01       2.444209056969e-01 
       2.425224924079e-02       1.100446138892e-01      -2.715556256637e+03      -2.725508454559e+03       1.122344864206e-01      -1.083243927100e+03      -2.715945495780e+03       2.434439144905e-01       2.434439144536e-01 
       2.438720542828e-02       1.096081663184e-01      -2.734816769388e+03      -2.744935082757e+03       1.117892822253e-01      -1.085865949343e+03      -2.735266362051e+03       2.424696957846e-01       2.424696957481e-01 
       2.452229039832e-02       1.091732712038e-01      -2.754070119483e+03      -2.764355550330e+03       1.113456621866e-01      -1.088429934142e+03      -2.754580681447e+03       2.414990069549e-01       2.414990069186e-01 
       2.465750689565e-02       1.087395820039e-01      -2.773306528354e+03      -2.783760895829e+03       1.109032726057e-01      -1.090931946450e+03      -2.773879389432e+03       2.405310567909e-01       2.405310567550e-01 
       2.479285773207e-02       1.083073261572e-01      -2.792531901848e+03      -2.803156481421e+03       1.104623453539e-01      -1.093374297388e+03      -2.793167918222e+03       2.395663294483e-01       2.395663294127e-01 
       2.492834578818e-02       1.078762793402e-01      -2.811740906508e+03      -2.822537386490e+03       1.100226521973e-01      -1.095755638404e+03      -2.812441299818e+03       2.386044036069e-01       2.386044035716e-01 
       2.506397401522e-02       1.074467543787e-01      -2.830941741082e+03      -2.841911137365e+03       1.095845119099e-01      -1.098079095730e+03      -2.831707144167e+03       2.376459293661e-01       2.376459293312e-01 
       2.519974543695e-02       1.070184581346e-01      -2.850126251094e+03      -2.861270244377e+03       1.091476255295e-01      -1.100342734985e+03      -2.850957884309e+03       2.366902666868e-01       2.366902666522e-01 
       2.533566315159e-02       1.065915245285e-01      -2.869297952515e+03      -2.880617880456e+03       1.087121294708e-01      -1.102548721196e+03      -2.870196741514e+03       2.357376865257e-01       2.357376864914e-01 
       2.547173033387e-02       1.061659279256e-01      -2.888456740931e+03      -2.899953985742e+03       1.082779979621e-01      -1.104698398490e+03      -2.889423655226e+03       2.347881794008e-01       2.347881793668e-01 
       2.560795023707e-02       1.057416215065e-01      -2.907600866182e+03      -2.919276858976e+03       1.078451829302e-01      -1.106791916211e+03      -2.908636925216e+03       2.338416020698e-01       2.338416020361e-01 
       2.574432619519e-02       1.053186708156e-01      -2.926732488427e+03      -2.938588552215e+03       1.074137513491e-01      -1.108831724114e+03      -2.927838621696e+03       2.328981149169e-01       2.328981148835e-01 
       2.588086162518e-02       1.048969744318e-01      -2.945849018367e+03      -2.957886575798e+03       1.069835999247e-01      -1.110818339455e+03      -2.947026253455e+03       2.319575102426e-01       2.319575102095e-01 
       2.601756002923e-02       1.044767899628e-01      -2.964958162550e+03      -2.977178353333e+03       1.065549913968e-01      -1.112756275731e+03      -2.966207273492e+03       2.310203611620e-01       2.310203611293e-01 
       2.615442499713e-02       1.040576915980e-01      -2.984047235664e+03      -2.996451693234e+03       1.061274912718e-01      -1.114642517807e+03      -2.985369457002e+03       2.300856979487e-01       2.300856979162e-01 
       2.629146020879e-02       1.036400178328e-01      -3.003123868511e+03      -3.015713895697e+03       1.057014432471e-01      -1.116481745882e+03      -3.004520142347e+03       2.291540807142e-01       2.291540806820e-01 
       2.642866943672e-02       1.032235389698e-01      -3.022189949303e+03      -3.034966704391e+03       1.052766181031e-01      -1.118275961438e+03      -3.023661096505e+03       2.282256236398e-01       2.282256236079e-01 
       2.656605654870e-02       1.028084289998e-01      -3.041243654579e+03      -3.054208505802e+03       1.048531889675e-01      -1.120026577328e+03      -3.042790687028e+03       2.273001798110e-01       2.273001797794e-01 
       2.670362551049e-02       1.023946017621e-01      -3.060282742530e+03      -3.073437023758e+03       1.044310679971e-01      -1.121734635199e+03      -3.061906658476e+03       2.263775597829e-01       2.263775597516e-01 
       2.684138038867e-02       1.019819794408e-01      -3.079307903496e+03      -3.092652964529e+03       1.040101774738e-01      -1.123401496017e+03      -3.081009717369e+03       2.254577961419e-01       2.254577961109e-01 
       2.697932535355e-02       1.015707704022e-01      -3.098324292624e+03      -3.111861273541e+03       1.035907289024e-01      -1.125031080920e+03      -3.100104836103e+03       2.245412267030e-01       2.245412266722e-01 
       2.711746468219e-02       1.011607487288e-01      -3.117325836151e+03      -3.131056153097e+03       1.031724922748e-01      -1.126622529315e+03      -3.119186197288e+03       2.236273995269e-01       2.236273994964e-01 
       2.725580276157e-02       1.007523229693e-01      -3.136318318815e+03      -3.150243110435e+03       1.027558799427e-01      -1.128179181824e+03      -3.138259340498e+03       2.227166843468e-01       2.227166843166e-01 
       2.739434409178e-02       1.003447451483e-01      -3.155296329778e+03      -3.169417039211e+03       1.023401392131e-01      -1.129700240770e+03      -3.157319132274e+03       2.218086837061e-01       2.218086836762e-01 
       2.753309328947e-02       9.993851737934e-02      -3.174268075798e+03      -3.188585487742e+03       1.019257772994e-01      -1.131189723299e+03      -3.176373206234e+03       2.209039013928e-01       2.209039013632e-01 
       2.767205509125e-02       9.953367264595e-02      -3.193226630121e+03      -3.207742277047e+03       1.015128233760e-01      -1.132646329086e+03      -3.195415289786e+03       2.200018610656e-01       2.200018610362e-01 
       2.781123435739e-02       9.913008686753e-02      -3.212175579066e+03      -3.226890647407e+03       1.011011546547e-01      -1.134071677570e+03      -3.214448669272e+03       2.191027542225e-01       2.191027541934e-01 
       2.795063607554e-02       9.872769250463e-02      -3.231113052792e+03      -3.246028716516e+03       1.006907021529e-01      -1.135465821783e+03      -3.233471473433e+03       2.182064141039e-01       2.182064140751e-01 
       2.809026536461e-02       9.832673286659e-02      -3.250046046729e+03      -3.265163396739e+03       1.002817130385e-01      -1.136831265879e+03      -3.252490606231e+03       2.173132641866e-01       2.173132641581e-01 
       2.823012747885e-02       9.792677904161e-02      -3.268963950832e+03      -3.284284248406e+03       9.987375158998e-02      -1.138164839967e+03      -3.271495636392e+03       2.164225617494e-01       2.164225617211e-01 
       2.837022781202e-02       9.752820303009e-02      -3.287876606829e+03      -3.303400995162e+03       9.946719538678e-02      -1.139469382981e+03      -3.290496272886e+03       2.155349097117e-01       2.155349096837e-01 
       2.851057190178e-02       9.713101386437e-02      -3.306781702374e+03      -3.322511251204e+03       9.906205182910e-02      -1.140743945057e+03      -3.309490148396e+03       2.146501014450e-01       2.146501014172e-01 
       2.865116543417e-02       9.673477502280e-02      -3.325680249909e+03      -3.341615977258e+03       9.865788362308e-02      -1.141988813744e+03      -3.328478228493e+03       2.137681495813e-01       2.137681495538e-01 
       2.879201424837e-02       9.633992407189e-02      -3.344574370272e+03      -3.360717491702e+03       9.825512993459e-02      -1.143203349206e+03      -3.347462786900e+03       2.128891466127e-01       2.128891465855e-01 
       2.893312434153e-02       9.594631969812e-02      -3.363461152682e+03      -3.379812779094e+03       9.785364720905e-02      -1.144386528208e+03      -3.366440834180e+03       2.120128470759e-01       2.120128470489e-01 
       2.907450187390e-02       9.555387947711e-02      -3.382339978787e+03      -3.398901118448e+03       9.745335208306e-02      -1.145536737705e+03      -3.385411661601e+03       2.111391543043e-01       2.111391542775e-01 
       2.921615317408e-02       9.516260913179e-02      -3.401213360743e+03      -3.417985213736e+03       9.705425117141e-02      -1.146654122063e+03      -3.404377931056e+03       2.102681806348e-01       2.102681806083e-01 
       2.935808474454e-02       9.477308066687e-02      -3.420092447404e+03      -3.437075599673e+03       9.665692241805e-02      -1.147740866286e+03      -3.423350233407e+03       2.094005161416e-01       2.094005161153e-01 
       2.950030326732e-02       9.438407368301e-02      -3.438962689940e+03      -3.456158494964e+03       9.626013554958e-02      -1.148791427216e+03      -3.442314707554e+03       2.085352438732e-01       2.085352438471e-01 
       2.964281560997e-02       9.399656121712e-02      -3.457828323413e+03      -3.475237914240e+03       9.586486707600e-02      -1.149806141972e+03      -3.461275385190e+03       2.076725522988e-01       2.076725522729e-01 
       2.978562883180e-02       9.361016886761e-02      -3.476696310791e+03      -3.494320522321e+03       9.547074457406e-02      -1.150785455140e+03      -3.480238948346e+03       2.068127771686e-01       2.068127771430e-01 
       2.992875019027e-02       9.322505462332e-02      -3.495564751648e+03      -3.513404433150e+03       9.507792483865e-02      -1.151727428923e+03      -3.499203508966e+03       2.059557338692e-01       2.059557338438e-01 
       3.007218714776e-02       9.284122189412e-02      -3.514429899569e+03      -3.532486098683e+03       9.468640906714e-02      -1.152631003812e+03      -3.518165499976e+03       2.051011436064e-01       2.051011435813e-01 
       3.021594737853e-02       9.245840927022e-02      -3.533304850076e+03      -3.551578546568e+03       9.429594079444e-02      -1.153498140347e+03      -3.537137907030e+03       2.042496906853e-01       2.042496906604e-01 
