# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1214       1.331633582894e-10       2.688346673546e-12       8.736842155297e-13       1.270243849798e-14       3.007629964969e-15       1.784803072994e-16      -6.132112505507e-17 
 1215       1.325558882020e-10       2.713055066445e-12       8.848327526238e-13       1.269258633238e-14       2.998003811965e-15       1.820777568917e-16      -6.230359103755e-17 
 1216       1.319487741157e-10       2.737862330490e-12       8.937090609987e-13       1.268264778639e-14       2.988415120674e-15       1.856149569192e-16      -6.326933429282e-17 
 1217       1.313421875818e-10       2.762757481370e-12       9.003260768297e-13       1.267262529635e-14       2.978863756052e-15       1.890959969910e-16      -6.421849935076e-17 
 1218       1.307363012314e-10       2.787729461335e-12       9.046968771513e-13       1.266252131548e-14       2.969349580577e-15       1.925249952475e-16      -6.515123214723e-17 
 1219       1.301312887768e-10       2.812767139046e-12       9.068346801840e-13       1.265233831395e-14       2.959872454241e-15       1.959060984201e-16      -6.606768002726e-17 
 1220       1.295273250139e-10       2.837859309420e-12       9.067528456625e-13       1.264207877886e-14       2.950432234548e-15       1.992434818907e-16      -6.696799174827e-17 
 1221       1.289245858244e-10       2.862994693482e-12       9.044648751626e-13       1.263174521432e-14       2.941028776502e-15       2.025413497515e-16      -6.785231748326e-17 
 1222       1.283232481780e-10       2.888161938211e-12       8.999844124291e-13       1.262134014149e-14       2.931661932601e-15       2.058039348650e-16      -6.872080882409e-17 
 1223       1.277234901346e-10       2.913349616392e-12       8.933252437033e-13       1.261086609856e-14       2.922331552838e-15       2.090354989235e-16      -6.957361878462e-17 
 1224       1.271254908463e-10       2.938546226463e-12       8.845012980499e-13       1.260032564085e-14       2.913037484684e-15       2.122403325089e-16      -7.041090180395e-17 
 1225       1.265294305596e-10       2.963740192362e-12       8.735266476853e-13       1.258972134080e-14       2.903779573088e-15       2.154227551526e-16      -7.123281374967e-17 
 1226       1.259354906176e-10       2.988919863380e-12       8.604155083046e-13       1.257905578802e-14       2.894557660471e-15       2.185871153951e-16      -7.203951192100e-17 
 1227       1.253438534625e-10       3.014073514008e-12       8.451822394093e-13       1.256833158935e-14       2.885371586715e-15       2.217377908455e-16      -7.283115505209e-17 
 1228       1.247547026370e-10       3.039189343782e-12       8.278413446344e-13       1.255755136883e-14       2.876221189160e-15       2.248791882419e-16      -7.360790331515e-17 
 1229       1.241682227873e-10       3.064255477138e-12       8.084074720766e-13       1.254671776780e-14       2.867106302599e-15       2.280157435107e-16      -7.436991832373e-17 
 1230       1.235845996648e-10       3.089259963257e-12       7.868954146209e-13       1.253583344490e-14       2.858026759267e-15       2.311519218262e-16      -7.511736313589e-17 
 1231       1.230040201281e-10       3.114190775915e-12       7.633201102690e-13       1.252490107611e-14       2.848982388838e-15       2.342922176707e-16      -7.585040225745e-17 
 1232       1.224266721458e-10       3.139035813330e-12       7.376966424661e-13       1.251392335480e-14       2.839973018416e-15       2.374411548943e-16      -7.656920164517e-17 
 1233       1.218527447981e-10       3.163782898015e-12       7.100402404286e-13       1.250290299176e-14       2.830998472532e-15       2.406032867743e-16      -7.727392870997e-17 
 1234       1.212824282792e-10       3.188419776622e-12       6.803662794719e-13       1.249184271519e-14       2.822058573135e-15       2.437831960750e-16      -7.796475232018e-17 
 1235       1.207159138993e-10       3.212934119792e-12       6.486902813373e-13       1.248074527081e-14       2.813153139585e-15       2.469854951079e-16      -7.864184280471e-17 
 1236       1.201533940871e-10       3.237313522007e-12       6.150279145199e-13       1.246961342184e-14       2.804281988650e-15       2.502148257908e-16      -7.930537195628e-17 
 1237       1.195950623917e-10       3.261545501435e-12       5.793949945963e-13       1.245844994906e-14       2.795444934495e-15       2.534758597080e-16      -7.995551303463e-17 
 1238       1.190411134847e-10       3.285617499780e-12       5.418074845512e-13       1.244725765083e-14       2.786641788679e-15       2.567732981700e-16      -8.059244076975e-17 
 1239       1.184917431627e-10       3.309516882132e-12       5.022814951060e-13       1.243603934313e-14       2.777872360148e-15       2.601118722730e-16      -8.121633136506e-17 
 1240       1.179471483491e-10       3.333230936814e-12       4.608332850455e-13       1.242479785961e-14       2.769136455227e-15       2.634963429590e-16      -8.182736250068e-17 
 1241       1.174075270964e-10       3.356746875232e-12       4.174792615458e-13       1.241353605159e-14       2.760433877614e-15       2.669315010752e-16      -8.242571333658e-17 
 1242       1.168730785887e-10       3.380051831723e-12       3.722359805014e-13       1.240225678814e-14       2.751764428375e-15       2.704221674340e-16      -8.301156451583e-17 
 1243       1.163440031431e-10       3.403132863404e-12       3.251201468532e-13       1.239096295605e-14       2.743127905937e-15       2.739731928727e-16      -8.358509816782e-17 
 1244       1.158205022127e-10       3.425976950021e-12       2.761486149156e-13       1.237965745996e-14       2.734524106081e-15       2.775894583132e-16      -8.414649791143e-17 
 1245       1.153027783883e-10       3.448570993798e-12       2.253383887040e-13       1.236834322228e-14       2.725952821934e-15       2.812758748216e-16      -8.469594885830e-17 
 1246       1.147910118883e-10       3.470903036217e-12       1.727095328871e-13       1.235702301520e-14       2.717413863362e-15       2.850358835488e-16      -8.523361208115e-17 
 1247       1.142852897224e-10       3.492965924290e-12       1.182939423630e-13       1.234569895404e-14       2.708907115392e-15       2.888669361685e-16      -8.575954768443e-17 
 1248       1.137856757013e-10       3.514753687000e-12       6.212667622189e-14       1.233437299799e-14       2.700432480461e-15       2.927649615324e-16      -8.627379083752e-17 
 1249       1.132922338738e-10       3.536260322214e-12       4.243057006433e-15       1.232304711769e-14       2.691989859077e-15       2.967258609242e-16      -8.677637722891e-17 
 1250       1.128050285272e-10       3.557479796628e-12      -5.532132873575e-14       1.231172329531e-14       2.683579149814e-15       3.007455080028e-16      -8.726734306752e-17 
 1251       1.123241241877e-10       3.578406045706e-12      -1.165306298999e-13       1.230040352451e-14       2.675200249307e-15       3.048197487467e-16      -8.774672508384e-17 
 1252       1.118495856206e-10       3.599032973628e-12      -1.793487302720e-13       1.228908981048e-14       2.666853052248e-15       3.089444013978e-16      -8.821456053127e-17 
 1253       1.113814778308e-10       3.619354453228e-12      -2.437392479761e-13       1.227778417001e-14       2.658537451381e-15       3.131152564051e-16      -8.867088718730e-17 
 1254       1.109198660633e-10       3.639364325937e-12      -3.096655349226e-13       1.226648863142e-14       2.650253337495e-15       3.173280763686e-16      -8.911574335476e-17 
 1255       1.104648158031e-10       3.659056401730e-12      -3.770906762552e-13       1.225520523468e-14       2.642000599422e-15       3.215785959836e-16      -8.954916786310e-17 
 1256       1.100163927759e-10       3.678424459064e-12      -4.459774897996e-13       1.224393603135e-14       2.633779124031e-15       3.258625219840e-16      -8.997120006958e-17 
 1257       1.095746629484e-10       3.697462244825e-12      -5.162885255101e-13       1.223268308465e-14       2.625588796220e-15       3.301755330866e-16      -9.038187986054e-17 
 1258       1.091396925286e-10       3.716163474267e-12      -5.879860649185e-13       1.222144846947e-14       2.617429498917e-15       3.345132799349e-16      -9.078124765265e-17 
 1259       1.087115479661e-10       3.734521830956e-12      -6.610321205806e-13       1.221023427239e-14       2.609301113069e-15       3.388713850429e-16      -9.116934439412e-17 
 1260       1.082902959527e-10       3.752530966714e-12      -7.353884355251e-13       1.219904259170e-14       2.601203517643e-15       3.432454427392e-16      -9.154621156597e-17 
 1261       1.078760034224e-10       3.770184501561e-12      -8.110164827004e-13       1.218787553743e-14       2.593136589615e-15       3.476310191105e-16      -9.191189118326e-17 
 1262       1.074687375520e-10       3.787476023658e-12      -8.878774644228e-13       1.217673523135e-14       2.585100203970e-15       3.520236519461e-16      -9.226642579633e-17 
 1263       1.070685657613e-10       3.804399089248e-12      -9.659323118239e-13       1.216562380702e-14       2.577094233693e-15       3.564188506810e-16      -9.260985849206e-17 
 1264       1.066755557135e-10       3.820947222602e-12      -1.045141684299e-12       1.215454340979e-14       2.569118549768e-15       3.608120963406e-16      -9.294223289509e-17 
 1265       1.062897753158e-10       3.837113915959e-12      -1.125465968953e-12       1.214349619683e-14       2.561173021170e-15       3.651988414841e-16      -9.326359316905e-17 
 1266       1.059112927192e-10       3.852892629470e-12      -1.206865280052e-12       1.213248433717e-14       2.553257514862e-15       3.695745101485e-16      -9.357398401785e-17 
 1267       1.055401763193e-10       3.868276791141e-12      -1.289299458466e-12       1.212151001169e-14       2.545371895788e-15       3.739344977924e-16      -9.387345068687e-17 
 1268       1.051764947568e-10       3.883259796775e-12      -1.372728071119e-12       1.211057541315e-14       2.537516026871e-15       3.782741712401e-16      -9.416203896424e-17 
 1269       1.048203169171e-10       3.897835009914e-12      -1.457110410439e-12       1.209968274622e-14       2.529689769006e-15       3.825888686255e-16      -9.443979518206e-17 
 1270       1.044717119316e-10       3.911995761785e-12      -1.542405493803e-12       1.208883422751e-14       2.521892981054e-15       3.868738993356e-16      -9.470676621764e-17 
 1271       1.041307491771e-10       3.925735351239e-12      -1.628572062982e-12       1.207803208557e-14       2.514125519840e-15       3.911245439550e-16      -9.496299949475e-17 
 1272       1.037974982770e-10       3.939047044697e-12      -1.715568583596e-12       1.206727856093e-14       2.506387240146e-15       3.953360542093e-16      -9.520854298487e-17 
 1273       1.034720291012e-10       3.951924076089e-12      -1.803353244556e-12       1.205657590610e-14       2.498677994706e-15       3.995036529090e-16      -9.544344520843e-17 
 1274       1.031544117665e-10       3.964359646802e-12      -1.891883957514e-12       1.204592638562e-14       2.490997634203e-15       4.036225338939e-16      -9.566775523602e-17 
 1275       1.028447166369e-10       3.976346925617e-12      -1.981118356308e-12       1.203533227607e-14       2.483346007262e-15       4.076878619763e-16      -9.588152268967e-17 
 1276       1.025430143242e-10       3.987879048656e-12      -2.071013796414e-12       1.202479586608e-14       2.475722960444e-15       4.116947728855e-16      -9.608479774407e-17 
 1277       1.022493756880e-10       3.998949119323e-12      -2.161527354392e-12       1.201431945636e-14       2.468128338247e-15       4.156383732112e-16      -9.627763112784e-17 
 1278       1.019638718364e-10       4.009550208246e-12      -2.252615827331e-12       1.200390535973e-14       2.460561983094e-15       4.195137403479e-16      -9.646007412472e-17 
 1279       1.016865741262e-10       4.019675353223e-12      -2.344235732300e-12       1.199355590113e-14       2.453023735329e-15       4.233159224382e-16      -9.663217857487e-17 
 1280       1.014175541632e-10       4.029317559161e-12      -2.436343305795e-12       1.198327341765e-14       2.445513433219e-15       4.270399383172e-16      -9.679399687607e-17 
 1281       1.011568838024e-10       4.038469798022e-12      -2.528894503187e-12       1.197306025854e-14       2.438030912941e-15       4.306807774562e-16      -9.694558198498e-17 
 1282       1.009046351488e-10       4.047125008762e-12      -2.621844998167e-12       1.196291878525e-14       2.430576008579e-15       4.342333999065e-16      -9.708698741837e-17 
 1283       1.006608805575e-10       4.055276097277e-12      -2.715150182199e-12       1.195285137143e-14       2.423148552124e-15       4.376927362433e-16      -9.721826725438e-17 
 1284       1.004256926338e-10       4.062915936346e-12      -2.808765163961e-12       1.194286040298e-14       2.415748373461e-15       4.410536875099e-16      -9.733947613376e-17 
 1285       1.001991225996e-10       4.070038786556e-12      -2.902646516243e-12       1.193294796633e-14       2.408375315971e-15       4.443125282737e-16      -9.745066391304e-17 
 1286       9.998113512099e-11       4.076644576901e-12      -2.996757539486e-12       1.192311490952e-14       2.401029283523e-15       4.474711333788e-16      -9.755185955513e-17 
 1287       9.977167273972e-11       4.082734672774e-12      -3.091063057029e-12       1.191336177048e-14       2.393710194004e-15       4.505327991712e-16      -9.764308705792e-17 
 1288       9.957067743898e-11       4.088310459443e-12      -3.185527672668e-12       1.190368908779e-14       2.386417963762e-15       4.535008447954e-16      -9.772437078657e-17 
 1289       9.937809064229e-11       4.093373342102e-12      -3.280115770238e-12       1.189409740069e-14       2.379152507608e-15       4.563786122395e-16      -9.779573547433e-17 
 1290       9.919385321226e-11       4.097924745911e-12      -3.374791513181e-12       1.188458724904e-14       2.371913738803e-15       4.591694663811e-16      -9.785720622342e-17 
 1291       9.901790544933e-11       4.101966116045e-12      -3.469518844124e-12       1.187515917336e-14       2.364701569065e-15       4.618767950336e-16      -9.790880850588e-17 
 1292       9.885018709060e-11       4.105498917742e-12      -3.564261484452e-12       1.186581371481e-14       2.357515908555e-15       4.645040089913e-16      -9.795056816438e-17 
 1293       9.869063730859e-11       4.108524636345e-12      -3.658982933884e-12       1.185655141517e-14       2.350356665879e-15       4.670545420756e-16      -9.798251141316e-17 
 1294       9.853919471000e-11       4.111044777350e-12      -3.753646470047e-12       1.184737281689e-14       2.343223748085e-15       4.695318511806e-16      -9.800466483881e-17 
 1295       9.839579733454e-11       4.113060866452e-12      -3.848215148050e-12       1.183827846304e-14       2.336117060655e-15       4.719394163189e-16      -9.801705540113e-17 
 1296       9.826038265364e-11       4.114574449590e-12      -3.942651800060e-12       1.182926889733e-14       2.329036507503e-15       4.742807406677e-16      -9.801971043404e-17 
 1297       9.813288756931e-11       4.115587092994e-12      -4.036919034875e-12       1.182034466410e-14       2.321981990973e-15       4.765593506139e-16      -9.801265764635e-17 
 1298       9.801324841284e-11       4.116100383231e-12      -4.130979237500e-12       1.181150630835e-14       2.314953411833e-15       4.787787958007e-16      -9.799592512269e-17 
 1299       9.790140094366e-11       4.116115927249e-12      -4.224794568720e-12       1.180275437568e-14       2.307950669271e-15       4.809426491726e-16      -9.796954132432e-17 
 1300       9.779728034804e-11       4.115635352427e-12      -4.318326964678e-12       1.179408941236e-14       2.300973660894e-15       4.830545070218e-16      -9.793353508998e-17 
 1301       9.770082123794e-11       4.114660306615e-12      -4.411538136444e-12       1.178551196527e-14       2.294022282721e-15       4.851179890336e-16      -9.788793563678e-17 
 1302       9.761195764974e-11       4.113192458187e-12      -4.504389569594e-12       1.177702258192e-14       2.287096429180e-15       4.871367383324e-16      -9.783277256101e-17 
 1303       9.753062304305e-11       4.111233496081e-12      -4.596842523786e-12       1.176862181047e-14       2.280195993106e-15       4.891144215274e-16      -9.776807583902e-17 
 1304       9.745675029949e-11       4.108785129848e-12      -4.688858032329e-12       1.176031019969e-14       2.273320865735e-15       4.910547287583e-16      -9.769387582808e-17 
 1305       9.739027172144e-11       4.105849089697e-12      -4.780396901760e-12       1.175208829901e-14       2.266470936700e-15       4.929613737413e-16      -9.761020326721e-17 
 1306       9.733111903085e-11       4.102427126542e-12      -4.871419711424e-12       1.174395665844e-14       2.259646094030e-15       4.948380938145e-16      -9.751708927803e-17 
 1307       9.727922336801e-11       4.098521012047e-12      -4.961886813038e-12       1.173591582867e-14       2.252846224145e-15       4.966886499841e-16      -9.741456536564e-17 
 1308       9.723451529033e-11       4.094132538671e-12      -5.051758330277e-12       1.172796636098e-14       2.246071211848e-15       4.985168269701e-16      -9.730266341947e-17 
 1309       9.719692477113e-11       4.089263519716e-12      -5.140994158338e-12       1.172010880728e-14       2.239320940328e-15       5.003264332517e-16      -9.718141571411e-17 
 1310       9.716638119840e-11       4.083915789373e-12      -5.229553963523e-12       1.171234372014e-14       2.232595291152e-15       5.021213011137e-16      -9.705085491018e-17 
 1311       9.714281337360e-11       4.078091202766e-12      -5.317397182811e-12       1.170467165270e-14       2.225894144262e-15       5.039052866917e-16      -9.691101405518e-17 
 1312       9.712614951041e-11       4.071791635998e-12      -5.404483023429e-12       1.169709315877e-14       2.219217377972e-15       5.056822700182e-16      -9.676192658434e-17 
 1313       9.711631723356e-11       4.065018986201e-12      -5.490770462431e-12       1.168960879275e-14       2.212564868962e-15       5.074561550683e-16      -9.660362632149e-17 
 1314       9.711324357757e-11       4.057775171575e-12      -5.576218246272e-12       1.168221910968e-14       2.205936492278e-15       5.092308698057e-16      -9.643614747989e-17 
 1315       9.711685498553e-11       4.050062131441e-12      -5.660784890381e-12       1.167492466522e-14       2.199332121323e-15       5.110103662279e-16      -9.625952466310e-17 
 1316       9.712707730792e-11       4.041881826284e-12      -5.744428678737e-12       1.166772601563e-14       2.192751627859e-15       5.127986204127e-16      -9.607379286580e-17 
 1317       9.714383580134e-11       4.033236237795e-12      -5.827107663441e-12       1.166062371781e-14       2.186194881999e-15       5.145996325635e-16      -9.587898747472e-17 
 1318       9.716705512731e-11       4.024127368926e-12      -5.908779664296e-12       1.165361832927e-14       2.179661752203e-15       5.164174270552e-16      -9.567514426940e-17 
 1319       9.719665935106e-11       4.014557243926e-12      -5.989402268375e-12       1.164671040814e-14       2.173152105278e-15       5.182560524800e-16      -9.546229942311e-17 
 1320       9.723257194031e-11       4.004527908396e-12      -6.068932829600e-12       1.163990051316e-14       2.166665806372e-15       5.201195816933e-16      -9.524048950367e-17 
 1321       9.727471576404e-11       3.994041429327e-12      -6.147328468317e-12       1.163318920369e-14       2.160202718967e-15       5.220121118592e-16      -9.500975147433e-17 
 1322       9.732301309126e-11       3.983099895152e-12      -6.224546070868e-12       1.162657703969e-14       2.153762704882e-15       5.239377644966e-16      -9.477012269458e-17 
 1323       9.737738558980e-11       3.971705415788e-12      -6.300542289165e-12       1.162006458176e-14       2.147345624262e-15       5.259006855248e-16      -9.452164092105e-17 
 1324       9.743774636912e-11       3.959860935272e-12      -6.375278307797e-12       1.161365213229e-14       2.140951348219e-15       5.279037261485e-16      -9.426434643845e-17 
 1325       9.750397601480e-11       3.947572679388e-12      -6.448734203807e-12       1.160733895599e-14       2.134579796889e-15       5.299444694797e-16      -9.399828847649e-17 
 1326       9.757594628699e-11       3.934847735161e-12      -6.520894744644e-12       1.160112405077e-14       2.128230901787e-15       5.320191601278e-16      -9.372351886553e-17 
 1327       9.765352805053e-11       3.921693240823e-12      -6.591744634927e-12       1.159500640572e-14       2.121904593201e-15       5.341240193347e-16      -9.344008991388e-17 
 1328       9.773659127328e-11       3.908116385911e-12      -6.661268516341e-12       1.158898500115e-14       2.115600800187e-15       5.362552449306e-16      -9.314805440883e-17 
 1329       9.782500502430e-11       3.894124411375e-12      -6.729450967543e-12       1.158305880851e-14       2.109319450573e-15       5.384090112894e-16      -9.284746561761e-17 
 1330       9.791863747211e-11       3.879724609675e-12      -6.796276504057e-12       1.157722679041e-14       2.103060470948e-15       5.405814692843e-16      -9.253837728843e-17 
 1331       9.801735588292e-11       3.864924324885e-12      -6.861729578179e-12       1.157148790058e-14       2.096823786665e-15       5.427687462436e-16      -9.222084365143e-17 
 1332       9.812102661886e-11       3.849730952792e-12      -6.925794578876e-12       1.156584108386e-14       2.090609321835e-15       5.449669459056e-16      -9.189491941975e-17 
 1333       9.822951513623e-11       3.834151940998e-12      -6.988455831688e-12       1.156028527618e-14       2.084416999326e-15       5.471721483749e-16      -9.156065979045e-17 
 1334       9.834268598373e-11       3.818194789026e-12      -7.049697598627e-12       1.155481940455e-14       2.078246740756e-15       5.493804100775e-16      -9.121812044555e-17 
 1335       9.846040280067e-11       3.801867048413e-12      -7.109504078076e-12       1.154944238702e-14       2.072098466497e-15       5.515877637162e-16      -9.086735755305e-17 
 1336       9.858252831526e-11       3.785176322821e-12      -7.167859404697e-12       1.154415313269e-14       2.065972095665e-15       5.537902182267e-16      -9.050842776787e-17 
 1337       9.870892434280e-11       3.768130268132e-12      -7.224747649323e-12       1.153895054167e-14       2.059867546121e-15       5.559837587328e-16      -9.014138823291e-17 
 1338       9.883945178393e-11       3.750736592552e-12      -7.280152818865e-12       1.153383350506e-14       2.053784734468e-15       5.581643465018e-16      -8.976629658001e-17 
 1339       9.897397062286e-11       3.733003056712e-12      -7.334058856208e-12       1.152880090496e-14       2.047723576045e-15       5.603279189004e-16      -8.938321093095e-17 
 1340       9.911233992565e-11       3.714937473769e-12      -7.386449640116e-12       1.152385161439e-14       2.041683984930e-15       5.624703893499e-16      -8.899218989849e-17 
 1341       9.925441783836e-11       3.696547709510e-12      -7.437308985131e-12       1.151898449736e-14       2.035665873929e-15       5.645876472822e-16      -8.859329258731e-17 
 1342       9.940006158537e-11       3.677841682450e-12      -7.486620641472e-12       1.151419840877e-14       2.029669154581e-15       5.666755580949e-16      -8.818657859504e-17 
 1343       9.954912746756e-11       3.658827363937e-12      -7.534368294937e-12       1.150949219444e-14       2.023693737150e-15       5.687299631069e-16      -8.777210801329e-17 
 1344       9.970147086057e-11       3.639512778251e-12      -7.580535566807e-12       1.150486469107e-14       2.017739530622e-15       5.707466795142e-16      -8.734994142858e-17 
 1345       9.985694621306e-11       3.619906002706e-12      -7.625106013741e-12       1.150031472623e-14       2.011806442705e-15       5.727215003454e-16      -8.692013992338e-17 
 1346       1.000154070449e-10       3.600015167753e-12      -7.668063127680e-12       1.149584111834e-14       2.005894379826e-15       5.746501944171e-16      -8.648276507712e-17 
 1347       1.001767059454e-10       3.579848457079e-12      -7.709390335748e-12       1.149144267663e-14       2.000003247124e-15       5.765285062893e-16      -8.603787896716e-17 
 1348       1.003406945715e-10       3.559414107712e-12      -7.749071000150e-12       1.148711820118e-14       1.994132948451e-15       5.783521562214e-16      -8.558554416982e-17 
 1349       1.005072236464e-10       3.538720410120e-12      -7.787088418077e-12       1.148286648283e-14       1.988283386368e-15       5.801168401274e-16      -8.512582376134e-17 
 1350       1.006761429570e-10       3.517775708312e-12      -7.823425821602e-12       1.147868630322e-14       1.982454462140e-15       5.818182295315e-16      -8.465878131890e-17 
 1351       1.008473013530e-10       3.496588399942e-12      -7.858066377586e-12       1.147457643471e-14       1.976646075739e-15       5.834519715238e-16      -8.418448092165e-17 
 1352       1.010205467446e-10       3.475166936409e-12      -7.890993187573e-12       1.147053564043e-14       1.970858125831e-15       5.850136887157e-16      -8.370298715164e-17 
 1353       1.011957261007e-10       3.453519822958e-12      -7.922189287695e-12       1.146656267422e-14       1.965090509784e-15       5.864989791954e-16      -8.321436509488e-17 
 1354       1.013726854477e-10       3.431655618784e-12      -7.951637648570e-12       1.146265628061e-14       1.959343123658e-15       5.879034164837e-16      -8.271868034232e-17 
 1355       1.015512698670e-10       3.409582937130e-12      -7.979321175206e-12       1.145881519483e-14       1.953615862205e-15       5.892225494891e-16      -8.221599899083e-17 
 1356       1.017313234939e-10       3.387310445392e-12      -8.005222706899e-12       1.145503814274e-14       1.947908618862e-15       5.904519024639e-16      -8.170638764422e-17 
 1357       1.019126895151e-10       3.364846865217e-12      -8.029325017132e-12       1.145132384089e-14       1.942221285755e-15       5.915869749594e-16      -8.118991341424e-17 
 1358       1.020952101678e-10       3.342200972609e-12      -8.051610813482e-12       1.144767099641e-14       1.936553753691e-15       5.926232417814e-16      -8.066664392157e-17 
 1359       1.022787267372e-10       3.319381598027e-12      -8.072062737514e-12       1.144407830706e-14       1.930905912156e-15       5.935561529460e-16      -8.013664729682e-17 
 1360       1.024630795553e-10       3.296397626486e-12      -8.090663364687e-12       1.144054446119e-14       1.925277649312e-15       5.943811336349e-16      -7.959999218153e-17 
 1361       1.026481079985e-10       3.273257997663e-12      -8.107395204250e-12       1.143706813771e-14       1.919668851994e-15       5.950935841511e-16      -7.905674772918e-17 
 1362       1.028336504866e-10       3.249971705995e-12      -8.122240699146e-12       1.143364800609e-14       1.914079405710e-15       5.956888798746e-16      -7.850698360617e-17 
 1363       1.030195524158e-10       3.226547625985e-12      -8.135186932331e-12       1.143028266164e-14       1.908509204993e-15       5.961637988089e-16      -7.795077332493e-17 
 1364       1.032056900570e-10       3.202993985879e-12      -8.146239801177e-12       1.142697043065e-14       1.902958184606e-15       5.965208210708e-16      -7.738820428044e-17 
 1365       1.033919469106e-10       3.179318888545e-12      -8.155409994939e-12       1.142370956314e-14       1.897426288668e-15       5.967638754381e-16      -7.681936782335e-17 
 1366       1.035782057932e-10       3.155530485847e-12      -8.162708302336e-12       1.142049829732e-14       1.891913460323e-15       5.968969159918e-16      -7.624435593889e-17 
 1367       1.037643488362e-10       3.131636978733e-12      -8.168145611755e-12       1.141733485957e-14       1.886419641735e-15       5.969239221631e-16      -7.566326124809e-17 
 1368       1.039502574847e-10       3.107646617331e-12      -8.171732911460e-12       1.141421746442e-14       1.880944774092e-15       5.968488987812e-16      -7.507617700897e-17 
 1369       1.041358124961e-10       3.083567701032e-12      -8.173481289789e-12       1.141114431450e-14       1.875488797596e-15       5.966758761210e-16      -7.448319711777e-17 
 1370       1.043208939389e-10       3.059408578585e-12      -8.173401935365e-12       1.140811360058e-14       1.870051651467e-15       5.964089099512e-16      -7.388441611014e-17 
 1371       1.045053811916e-10       3.035177648184e-12      -8.171506137297e-12       1.140512350149e-14       1.864633273935e-15       5.960520815812e-16      -7.327992916239e-17 
 1372       1.046891529411e-10       3.010883357563e-12      -8.167805285386e-12       1.140217218409e-14       1.859233602244e-15       5.956094979095e-16      -7.266983209268e-17 
 1373       1.048720871818e-10       2.986534204081e-12      -8.162310870329e-12       1.139925780333e-14       1.853852572644e-15       5.950852914710e-16      -7.205422136225e-17 
 1374       1.050540612142e-10       2.962138734815e-12      -8.155034483925e-12       1.139637850211e-14       1.848490120394e-15       5.944836204851e-16      -7.143319407661e-17 
 1375       1.052349516436e-10       2.937705546651e-12      -8.145987819276e-12       1.139353241136e-14       1.843146179753e-15       5.938086689027e-16      -7.080684798678e-17 
 1376       1.054146343790e-10       2.913243286371e-12      -8.135182670994e-12       1.139071764996e-14       1.837820683986e-15       5.930646464546e-16      -7.017528149048e-17 
 1377       1.055929846317e-10       2.888760650749e-12      -8.122630935407e-12       1.138793232472e-14       1.832513565355e-15       5.922557886988e-16      -6.953859363338e-17 
 1378       1.057698769140e-10       2.864266386633e-12      -8.108344610759e-12       1.138517453039e-14       1.827224755118e-15       5.913863570683e-16      -6.889688411027e-17 
 1379       1.059451850382e-10       2.839769291044e-12      -8.092335797419e-12       1.138244234960e-14       1.821954183531e-15       5.904606389187e-16      -6.825025326630e-17 
 1380       1.061187821152e-10       2.815278211260e-12      -8.074616698083e-12       1.137973385287e-14       1.816701779841e-15       5.894829475761e-16      -6.759880209819e-17 
 1381       1.062905405531e-10       2.790802044908e-12      -8.055199617979e-12       1.137704709855e-14       1.811467472284e-15       5.884576223847e-16      -6.694263225545e-17 
 1382       1.064603320562e-10       2.766349740057e-12      -8.034096965073e-12       1.137438013283e-14       1.806251188087e-15       5.873890287543e-16      -6.628184604159e-17 
 1383       1.066280276237e-10       2.741930295304e-12      -8.011321250271e-12       1.137173098971e-14       1.801052853459e-15       5.862815582083e-16      -6.561654641531e-17 
 1384       1.067934975482e-10       2.717552759867e-12      -7.986885087625e-12       1.136909769097e-14       1.795872393596e-15       5.851396284311e-16      -6.494683699176e-17 
 1385       1.069566114148e-10       2.693226233674e-12      -7.960801194536e-12       1.136647824612e-14       1.790709732673e-15       5.839676833161e-16      -6.427282204372e-17 
 1386       1.071172380996e-10       2.668959867455e-12      -7.933082391961e-12       1.136387065246e-14       1.785564793846e-15       5.827701930130e-16      -6.359460650283e-17 
 1387       1.072752457686e-10       2.644762862829e-12      -7.903741604617e-12       1.136127289495e-14       1.780437499244e-15       5.815516539761e-16      -6.291229596079e-17 
 1388       1.074305018764e-10       2.620644472398e-12      -7.872791861183e-12       1.135868294629e-14       1.775327769974e-15       5.803165890112e-16      -6.222599667058e-17 
 1389       1.075828731649e-10       2.596613999835e-12      -7.840246294508e-12       1.135609876682e-14       1.770235526113e-15       5.790695473239e-16      -6.153581554769e-17 
 1390       1.077322256619e-10       2.572680799974e-12      -7.806118141811e-12       1.135351830451e-14       1.765160686709e-15       5.778151045671e-16      -6.084186017132e-17 
 1391       1.078784246803e-10       2.548854278903e-12      -7.770420744892e-12       1.135093949500e-14       1.760103169777e-15       5.765578628888e-16      -6.014423878557e-17 
