# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  471       2.914195805579e-10       1.696063783417e-12      -1.000871269519e-11       7.392629614029e-15       9.380632423819e-14       4.876683699947e-15       1.055576848407e-15 
  472       2.928656909896e-10       1.672994726388e-12      -9.993706012361e-12       7.419083193967e-15       9.312760850287e-14       4.774158929642e-15       1.041188871676e-15 
  473       2.943075044989e-10       1.650046398639e-12      -9.974104839567e-12       7.445607057219e-15       9.245482114768e-14       4.673773656086e-15       1.026797857759e-15 
  474       2.957444295931e-10       1.627229829981e-12      -9.949950720394e-12       7.472198282408e-15       9.178793979689e-14       4.575518521046e-15       1.012405132745e-15 
  475       2.971758660968e-10       1.604556191986e-12      -9.921286599614e-12       7.498853893767e-15       9.112693990360e-14       4.479383560057e-15       9.980120299981e-16 
  476       2.986012051085e-10       1.582036798627e-12      -9.888156831734e-12       7.525570860836e-15       9.047179473439e-14       4.385358198348e-15       9.836198901552e-16 
  477       3.000198289576e-10       1.559683106932e-12      -9.850607189560e-12       7.552346098168e-15       8.982247535384e-14       4.293431246768e-15       9.692300611208e-16 
  478       3.014311111607e-10       1.537506717618e-12      -9.808684872750e-12       7.579176465026e-15       8.917895060913e-14       4.203590897707e-15       9.548438980653e-16 
  479       3.028344163788e-10       1.515519375739e-12      -9.762438516371e-12       7.606058765082e-15       8.854118711458e-14       4.115824721023e-15       9.404627634215e-16 
  480       3.042291003737e-10       1.493732971333e-12      -9.711918199458e-12       7.632989746126e-15       8.790914923622e-14       4.030119659966e-15       9.260880268810e-16 
  481       3.056145099650e-10       1.472159540061e-12      -9.657175453573e-12       7.659966099757e-15       8.728279907642e-14       3.946462027106e-15       9.117210653914e-16 
  482       3.069899829869e-10       1.450811263856e-12      -9.598263271354e-12       7.686984461092e-15       8.666209645835e-14       3.864837500252e-15       8.973632631528e-16 
  483       3.083548482445e-10       1.429700471563e-12      -9.535236115081e-12       7.714041408462e-15       8.604699891067e-14       3.785231118381e-15       8.830160116147e-16 
  484       3.097084254710e-10       1.408839639585e-12      -9.468149925227e-12       7.741133463113e-15       8.543746165200e-14       3.707627277563e-15       8.686807094727e-16 
  485       3.110500252844e-10       1.388241392528e-12      -9.397062129018e-12       7.768257088909e-15       8.483343757556e-14       3.632009726883e-15       8.543587626653e-16 
  486       3.123789491439e-10       1.367918503842e-12      -9.322031648989e-12       7.795408692035e-15       8.423487723368e-14       3.558361564367e-15       8.400515843708e-16 
  487       3.136944893071e-10       1.347883896470e-12      -9.243118911542e-12       7.822584620690e-15       8.364172882243e-14       3.486665232907e-15       8.257605950038e-16 
  488       3.149959287865e-10       1.328150643489e-12      -9.160385855501e-12       7.849781164796e-15       8.305393816614e-14       3.416902516187e-15       8.114872222121e-16 
  489       3.162825413063e-10       1.308731968752e-12      -9.073895940669e-12       7.876994555694e-15       8.247144870200e-14       3.349054534606e-15       7.972329008736e-16 
  490       3.175535912589e-10       1.289641247537e-12      -8.983714156389e-12       7.904220965849e-15       8.189420146461e-14       3.283101741202e-15       7.829990730930e-16 
  491       3.188083336623e-10       1.270892007189e-12      -8.889907030095e-12       7.931456508546e-15       8.132213507057e-14       3.219023917581e-15       7.687871881984e-16 
  492       3.200460141162e-10       1.252497927762e-12      -8.792542635875e-12       7.958697237594e-15       8.075518570303e-14       3.156800169835e-15       7.545987027382e-16 
  493       3.212658687589e-10       1.234472842668e-12      -8.691690603022e-12       7.985939147026e-15       8.019328709625e-14       3.096408924475e-15       7.404350804781e-16 
  494       3.224671242244e-10       1.216830739314e-12      -8.587422124598e-12       8.013178170801e-15       7.963637052023e-14       3.037827924347e-15       7.262977923974e-16 
  495       3.236489975986e-10       1.199585759755e-12      -8.479809965982e-12       8.040410182503e-15       7.908436476519e-14       2.981034224565e-15       7.121883166861e-16 
  496       3.248106963764e-10       1.182752201330e-12      -8.368928473437e-12       8.067630995044e-15       7.853719612621e-14       2.926004188429e-15       6.981081387418e-16 
  497       3.259514184186e-10       1.166344517312e-12      -8.254853582659e-12       8.094836360361e-15       7.799478838777e-14       2.872713483356e-15       6.840587511660e-16 
  498       3.270703519081e-10       1.150377317547e-12      -8.137662827337e-12       8.122021969123e-15       7.745706280834e-14       2.821137076797e-15       6.700416537613e-16 
  499       3.281666753073e-10       1.134865369104e-12      -8.017435347713e-12       8.149183450426e-15       7.692393810490e-14       2.771249232172e-15       6.560583535279e-16 
  500       3.292395573141e-10       1.119823596913e-12      -7.894251899132e-12       8.176316371498e-15       7.639533043757e-14       2.723023504784e-15       6.421103646606e-16 
  501       3.302881568195e-10       1.105267084415e-12      -7.768194860606e-12       8.203416237397e-15       7.587115339414e-14       2.676432737752e-15       6.281992085453e-16 
  502       3.313116228637e-10       1.091211074201e-12      -7.639348243366e-12       8.230478490712e-15       7.535131797467e-14       2.631449057931e-15       6.143264137563e-16 
  503       3.323090945930e-10       1.077670968659e-12      -7.507797699424e-12       8.257498511269e-15       7.483573257603e-14       2.588043871839e-15       6.004935160522e-16 
  504       3.332797012169e-10       1.064662330618e-12      -7.373630530123e-12       8.284471615823e-15       7.432430297648e-14       2.546187861582e-15       5.867020583735e-16 
  505       3.342226895809e-10       1.052199032270e-12      -7.236932774689e-12       8.311393397074e-15       7.381694758910e-14       2.505854167777e-15       5.729534972080e-16 
  506       3.351378110170e-10       1.040287641977e-12      -7.097780366229e-12       8.338260752031e-15       7.331364373667e-14       2.467028047455e-15       5.592489187278e-16 
  507       3.360249455530e-10       1.028932877025e-12      -6.956247737812e-12       8.365070882684e-15       7.281438267955e-14       2.429697486361e-15       5.455893144683e-16 
  508       3.368839753206e-10       1.018139440491e-12      -6.812410726602e-12       8.391820959233e-15       7.231915445905e-14       2.393850034545e-15       5.319756741722e-16 
  509       3.377147845716e-10       1.007912021025e-12      -6.666346581048e-12       8.418508119949e-15       7.182794788927e-14       2.359472803782e-15       5.184089857428e-16 
  510       3.385172596951e-10       9.982552926162e-13      -6.518133968067e-12       8.445129471035e-15       7.134075054877e-14       2.326552464996e-15       5.048902351962e-16 
  511       3.392912892338e-10       9.891739143748e-13      -6.367852980230e-12       8.471682086486e-15       7.085754877234e-14       2.295075245678e-15       4.914204066148e-16 
  512       3.400367639009e-10       9.806725303023e-13      -6.215585142952e-12       8.498163007951e-15       7.037832764275e-14       2.265026927310e-15       4.780004820993e-16 
  513       3.407535765967e-10       9.727557690674e-13      -6.061413421668e-12       8.524569244589e-15       6.990307098245e-14       2.236392842786e-15       4.646314417224e-16 
  514       3.414416224253e-10       9.654282437804e-13      -5.905422229031e-12       8.550897772932e-15       6.943176134536e-14       2.209157873831e-15       4.513142634808e-16 
  515       3.421007987111e-10       9.586945517680e-13      -5.747697432086e-12       8.577145536746e-15       6.896438000857e-14       2.183306448427e-15       4.380499232484e-16 
  516       3.427310050159e-10       9.525592743471e-13      -5.588326359466e-12       8.603309446890e-15       6.850090696409e-14       2.158822538231e-15       4.248393947292e-16 
  517       3.433321431552e-10       9.470269766002e-13      -5.427397808569e-12       8.629386381176e-15       6.804132091062e-14       2.135689655996e-15       4.116836494097e-16 
  518       3.439041172148e-10       9.421022071494e-13      -5.265002052751e-12       8.655373184228e-15       6.758559924523e-14       2.113890852997e-15       3.985836565122e-16 
  519       3.444468335680e-10       9.377894979312e-13      -5.101230848506e-12       8.681266667347e-15       6.713371805517e-14       2.093408716445e-15       3.855403829472e-16 
  520       3.449602008918e-10       9.340933639708e-13      -4.936177442655e-12       8.707063608365e-15       6.668565210956e-14       2.074225366916e-15       3.725547932663e-16 
  521       3.454441301837e-10       9.310183031569e-13      -4.769936579531e-12       8.732760751509e-15       6.624137485113e-14       2.056322455767e-15       3.596278496151e-16 
  522       3.458985347784e-10       9.285687960159e-13      -4.602604508164e-12       8.758354807262e-15       6.580085838799e-14       2.039681162561e-15       3.467605116860e-16 
  523       3.463233303646e-10       9.267493054871e-13      -4.434278989468e-12       8.783842452219e-15       6.536407348536e-14       2.024282192486e-15       3.339537366709e-16 
  524       3.467184350016e-10       9.255642766963e-13      -4.265059303426e-12       8.809220328952e-15       6.493098955730e-14       2.010105773777e-15       3.212084792141e-16 
  525       3.470837691356e-10       9.250181367312e-13      -4.095046256275e-12       8.834485045867e-15       6.450157465844e-14       1.997131655139e-15       3.085256913651e-16 
  526       3.474192556172e-10       9.251152944154e-13      -3.924342187692e-12       8.859633177066e-15       6.407579547576e-14       1.985339103166e-15       2.959063225311e-16 
  527       3.477248197173e-10       9.258601400832e-13      -3.753050977983e-12       8.884661262206e-15       6.365361732029e-14       1.974706899764e-15       2.833513194305e-16 
  528       3.480003891442e-10       9.272570453540e-13      -3.581278055262e-12       8.909565806360e-15       6.323500411885e-14       1.965213339573e-15       2.708616260448e-16 
  529       3.482458940600e-10       9.293103629071e-13      -3.409130402643e-12       8.934343279875e-15       6.281991840584e-14       1.956836227386e-15       2.584381835722e-16 
  530       3.484612670977e-10       9.320244262556e-13      -3.236716565424e-12       8.958990118239e-15       6.240832131491e-14       1.949552875573e-15       2.460819303799e-16 
  531       3.486464433774e-10       9.354035495219e-13      -3.064146658269e-12       8.983502721931e-15       6.200017257076e-14       1.943340101501e-15       2.337938019571e-16 
  532       3.488013605233e-10       9.394520272115e-13      -2.891532372399e-12       9.007877456289e-15       6.159543048084e-14       1.938174224956e-15       2.215747308679e-16 
  533       3.489259586802e-10       9.441741339876e-13      -2.718986982776e-12       9.032110651369e-15       6.119405192710e-14       1.934031065563e-15       2.094256467038e-16 
  534       3.490201805304e-10       9.495741244462e-13      -2.546625355287e-12       9.056198601801e-15       6.079599235776e-14       1.930885940211e-15       1.973474760367e-16 
  535       3.490839713101e-10       9.556562328898e-13      -2.374563953931e-12       9.080137566656e-15       6.040120577898e-14       1.928713660471e-15       1.853411423718e-16 
  536       3.491172788262e-10       9.624246731027e-13      -2.202920848006e-12       9.103923769300e-15       6.000964474669e-14       1.927488530016e-15       1.734075661001e-16 
  537       3.491200534730e-10       9.698836381252e-13      -2.031815719290e-12       9.127553397256e-15       5.962126035826e-14       1.927184342050e-15       1.615476644515e-16 
  538       3.490922482490e-10       9.780373000280e-13      -1.861369869234e-12       9.151022602068e-15       5.923600224426e-14       1.927774376720e-15       1.497623514475e-16 
  539       3.490338187733e-10       9.868898096871e-13      -1.691706226143e-12       9.174327499155e-15       5.885381856022e-14       1.929231398544e-15       1.380525378540e-16 
  540       3.489447233025e-10       9.964452965581e-13      -1.522949352360e-12       9.197464167676e-15       5.847465597835e-14       1.931527653830e-15       1.264191311339e-16 
  541       3.488249227472e-10       1.006707868451e-12      -1.355225451456e-12       9.220428650389e-15       5.809845967926e-14       1.934634868097e-15       1.148630354003e-16 
  542       3.486743806890e-10       1.017681611303e-12      -1.188662375415e-12       9.243216953508e-15       5.772517334377e-14       1.938524243497e-15       1.033851513690e-16 
  543       3.484930633966e-10       1.029370588958e-12      -1.023389631818e-12       9.265825046571e-15       5.735473914455e-14       1.943166456238e-15       9.198637631147e-17 
  544       3.482809975780e-10       1.041777359344e-12      -8.595264689281e-13       9.288249389433e-15       5.698710679306e-14       1.948535378832e-15       8.066749074276e-17 
  545       3.480384452983e-10       1.054898479854e-12      -6.971457659264e-13       9.310488529069e-15       5.662226096285e-14       1.954619361563e-15       6.942881524924e-17 
  546       3.477657337752e-10       1.068728881248e-12      -5.363091905899e-13       9.332541545229e-15       5.626019458376e-14       1.961410247814e-15       5.827054438482e-17 
  547       3.474631981077e-10       1.083263339545e-12      -3.770790363303e-13       9.354407527234e-15       5.590089984857e-14       1.968899675481e-15       4.719285901211e-17 
  548       3.471311813157e-10       1.098496475192e-12      -2.195182245544e-13       9.376085574049e-15       5.554436820847e-14       1.977079075901e-15       3.619592620934e-17 
  549       3.467700343804e-10       1.114422752242e-12      -6.369030702457e-14       9.397574794359e-15       5.519059036843e-14       1.985939672782e-15       2.527989917734e-17 
  550       3.463801162843e-10       1.131036477522e-12       9.034053178120e-14       9.418874306639e-15       5.483955628260e-14       1.995472481130e-15       1.444491714649e-17 
  551       3.459617940512e-10       1.148331799816e-12       2.425094723090e-13       9.439983239232e-15       5.449125514973e-14       2.005668306182e-15       3.691105283704e-18 
  552       3.455154427863e-10       1.166302709031e-12       3.927510575686e-13       9.460900730418e-15       5.414567540856e-14       2.016517742332e-15      -6.981425400670e-18 
  553       3.450414457162e-10       1.184943035375e-12       5.409991907734e-13       9.481625928490e-15       5.380280473325e-14       2.028011172059e-15      -1.757257814583e-17 
  554       3.445401942288e-10       1.204246448531e-12       6.871871329799e-13       9.502157991829e-15       5.346263002876e-14       2.040138764859e-15      -2.808227053361e-17 
  555       3.440120879137e-10       1.224206456828e-12       8.312475007278e-13       9.522496088974e-15       5.312513742626e-14       2.052890476174e-15      -3.851043458147e-17 
  556       3.434575346019e-10       1.244816406419e-12       9.731122636793e-13       9.542639398698e-15       5.279031227855e-14       2.066256046318e-15      -4.885701683559e-17 
  557       3.428769504061e-10       1.266069480455e-12       1.112712742259e-12       9.562587110082e-15       5.245813915543e-14       2.080224999407e-15      -5.912197846389e-17 
  558       3.422707597607e-10       1.287958698254e-12       1.249979605295e-12       9.582338422587e-15       5.212860183917e-14       2.094786642293e-15      -6.930529534905e-17 
  559       3.416393954614e-10       1.310476914482e-12       1.384842867654e-12       9.601892546126e-15       5.180168331984e-14       2.109930063485e-15      -7.940695818161e-17 
  560       3.409832987062e-10       1.333616818321e-12       1.517231887889e-12       9.621248701145e-15       5.147736579076e-14       2.125644132085e-15      -8.942697255293e-17 
  561       3.403029191345e-10       1.357370932646e-12       1.647075365871e-12       9.640406118685e-15       5.115563064389e-14       2.141917496711e-15      -9.936535904831e-17 
  562       3.395987148675e-10       1.381731613200e-12       1.774301340432e-12       9.659364040467e-15       5.083645846525e-14       2.158738584432e-15      -1.092221533400e-16 
  563       3.388711525485e-10       1.406691047766e-12       1.898837187008e-12       9.678121718959e-15       5.051982903030e-14       2.176095599692e-15      -1.189974062802e-16 
  564       3.381207073826e-10       1.432241255342e-12       2.020609615273e-12       9.696678417450e-15       5.020572129937e-14       2.193976523244e-15      -1.286911839942e-16 
  565       3.373478631769e-10       1.458374085315e-12       2.139544666782e-12       9.715033410125e-15       4.989411341305e-14       2.212369111074e-15      -1.383035679732e-16 
  566       3.365531123804e-10       1.485081216634e-12       2.255567712610e-12       9.733185982139e-15       4.958498268760e-14       2.231260893334e-15      -1.478346551679e-16 
  567       3.357369561244e-10       1.512354156986e-12       2.368603450992e-12       9.751135429691e-15       4.927830561035e-14       2.250639173267e-15      -1.572845580807e-16 
  568       3.348999042619e-10       1.540184241969e-12       2.478575904963e-12       9.768881060093e-15       4.897405783511e-14       2.270491026141e-15      -1.666534048595e-16 
  569       3.340424754085e-10       1.568562634267e-12       2.585408419997e-12       9.786422191850e-15       4.867221417757e-14       2.290803298175e-15      -1.759413393903e-16 
  570       3.331651969818e-10       1.597480322820e-12       2.689023661646e-12       9.803758154729e-15       4.837274861073e-14       2.311562605468e-15      -1.851485213904e-16 
  571       3.322686052415e-10       1.626928122005e-12       2.789343613183e-12       9.820888289836e-15       4.807563426026e-14       2.332755332929e-15      -1.942751265016e-16 
  572       3.313532453298e-10       1.656896670804e-12       2.886289573237e-12       9.837811949685e-15       4.778084339994e-14       2.354367633205e-15      -2.033213463827e-16 
  573       3.304196713113e-10       1.687376431982e-12       2.979782153438e-12       9.854528498276e-15       4.748834744705e-14       2.376385425612e-15      -2.122873888033e-16 
  574       3.294684462127e-10       1.718357691257e-12       3.069741276052e-12       9.871037311168e-15       4.719811695778e-14       2.398794395062e-15      -2.211734777361e-16 
  575       3.285001420634e-10       1.749830556479e-12       3.156086171623e-12       9.887337775549e-15       4.691012162264e-14       2.421579990993e-15      -2.299798534507e-16 
  576       3.275153399351e-10       1.781784956801e-12       3.238735376613e-12       9.903429290314e-15       4.662433026184e-14       2.444727426298e-15      -2.387067726058e-16 
  577       3.265146299822e-10       1.814210641852e-12       3.317606731041e-12       9.919311266136e-15       4.634071082075e-14       2.468221676255e-15      -2.473545083430e-16 
  578       3.254986114814e-10       1.847097180914e-12       3.392617376123e-12       9.934983125539e-15       4.605923036522e-14       2.492047477452e-15      -2.559233503793e-16 
  579       3.244678928724e-10       1.880433962095e-12       3.463683751911e-12       9.950444302975e-15       4.577985507708e-14       2.516189326722e-15      -2.644136051005e-16 
  580       3.234230917971e-10       1.914210191502e-12       3.530721594936e-12       9.965694244895e-15       4.550255024947e-14       2.540631480069e-15      -2.728255956540e-16 
  581       3.223648351406e-10       1.948414892416e-12       3.593645935842e-12       9.980732409820e-15       4.522728028229e-14       2.565357951595e-15      -2.811596620420e-16 
  582       3.212937590704e-10       1.983036904467e-12       3.652371097030e-12       9.995558268422e-15       4.495400867757e-14       2.590352512433e-15      -2.894161612146e-16 
  583       3.202104822091e-10       2.018064799130e-12       3.706824324699e-12       1.001017166310e-14       4.468270355768e-14       2.615600465691e-15      -2.975952488592e-16 
  584       3.191155243332e-10       2.053486625581e-12       3.756987063878e-12       1.002457389645e-14       4.441335438056e-14       2.641094022174e-15      -3.056962185932e-16 
  585       3.180093857221e-10       2.089290156863e-12       3.802854709846e-12       1.003876667013e-14       4.414595563295e-14       2.666827056840e-15      -3.137181464472e-16 
  586       3.168925738730e-10       2.125462972133e-12       3.844423069483e-12       1.005275172803e-14       4.388050134282e-14       2.692793344495e-15      -3.216601076905e-16 
  587       3.157656035311e-10       2.161992455805e-12       3.881688363715e-12       1.006653085644e-14       4.361698507666e-14       2.718986559345e-15      -3.295211768473e-16 
  588       3.146289967204e-10       2.198865796697e-12       3.914647229959e-12       1.008010588428e-14       4.335539993688e-14       2.745400274552e-15      -3.373004277128e-16 
  589       3.134832827742e-10       2.236069987173e-12       3.943296724567e-12       1.009347868329e-14       4.309573855913e-14       2.772027961790e-15      -3.449969333689e-16 
  590       3.123289983656e-10       2.273591822290e-12       3.967634325274e-12       1.010665116821e-14       4.283799310968e-14       2.798862990799e-15      -3.526097662011e-16 
  591       3.111666875384e-10       2.311417898941e-12       3.987657933639e-12       1.011962529703e-14       4.258215528273e-14       2.825898628939e-15      -3.601379979137e-16 
  592       3.099969017370e-10       2.349534615001e-12       4.003365877496e-12       1.013240307112e-14       4.232821629782e-14       2.853128040748e-15      -3.675806995467e-16 
  593       3.088201998380e-10       2.387928168469e-12       4.014756913394e-12       1.014498653552e-14       4.207616689712e-14       2.880544287495e-15      -3.749369414911e-16 
  594       3.076371481798e-10       2.426584556617e-12       4.021830229043e-12       1.015737777904e-14       4.182599734284e-14       2.908140326735e-15      -3.822057935057e-16 
  595       3.064483205936e-10       2.465489575128e-12       4.024585445764e-12       1.016957893453e-14       4.157769741452e-14       2.935909011863e-15      -3.893863247331e-16 
  596       3.052542984341e-10       2.504628817246e-12       4.023022620927e-12       1.018159217908e-14       4.133125640643e-14       2.963843091672e-15      -3.964776037152e-16 
  597       3.040556706098e-10       2.543987672921e-12       4.017142250402e-12       1.019341973418e-14       4.108666312491e-14       2.991935209906e-15      -4.034786984100e-16 
  598       3.028530336138e-10       2.583551327949e-12       4.006945271000e-12       1.020506386594e-14       4.084390588571e-14       3.020177904816e-15      -4.103886762074e-16 
  599       3.016469915542e-10       2.623304763119e-12       3.992433062922e-12       1.021652688529e-14       4.060297251134e-14       3.048563608711e-15      -4.172066039452e-16 
  600       3.004381561849e-10       2.663232753358e-12       3.973607452203e-12       1.022781114819e-14       4.036385032843e-14       3.077084647522e-15      -4.239315479257e-16 
  601       2.992271469359e-10       2.703319866877e-12       3.950470713153e-12       1.023891905583e-14       4.012652616511e-14       3.105733240345e-15      -4.305625739308e-16 
  602       2.980145909439e-10       2.743550464311e-12       3.923025570811e-12       1.024985305481e-14       3.989098634829e-14       3.134501499009e-15      -4.370987472394e-16 
  603       2.968011230833e-10       2.783908697868e-12       3.891275203380e-12       1.026061563735e-14       3.965721670109e-14       3.163381427618e-15      -4.435391326424e-16 
  604       2.955873859963e-10       2.824378510472e-12       3.855223244680e-12       1.027120934149e-14       3.942520254013e-14       3.192364922117e-15      -4.498827944593e-16 
  605       2.943740301235e-10       2.864943634905e-12       3.814873786591e-12       1.028163675131e-14       3.919492867291e-14       3.221443769840e-15      -4.561287965544e-16 
  606       2.931617137349e-10       2.905587592958e-12       3.770231381497e-12       1.029190049711e-14       3.896637939517e-14       3.250609649069e-15      -4.622762023525e-16 
  607       2.919511029601e-10       2.946293694567e-12       3.721301044729e-12       1.030200325560e-14       3.873953848824e-14       3.279854128586e-15      -4.683240748555e-16 
  608       2.907428718189e-10       2.987045036968e-12       3.668088257018e-12       1.031194775012e-14       3.851438921634e-14       3.309168667231e-15      -4.742714766580e-16 
  609       2.895377022519e-10       3.027824503829e-12       3.610598966932e-12       1.032173675084e-14       3.829091432402e-14       3.338544613455e-15      -4.801174699637e-16 
  610       2.883362841513e-10       3.068614764407e-12       3.548839593325e-12       1.033137307495e-14       3.806909603343e-14       3.367973204873e-15      -4.858611166015e-16 
  611       2.871393153912e-10       3.109398272683e-12       3.482817027783e-12       1.034085958686e-14       3.784891604173e-14       3.397445567826e-15      -4.915014780415e-16 
  612       2.859475018584e-10       3.150157266512e-12       3.412538637067e-12       1.035019919842e-14       3.763035551839e-14       3.426952716928e-15      -4.970376154110e-16 
  613       2.847615574827e-10       3.190873766767e-12       3.338012265558e-12       1.035939486909e-14       3.741339510260e-14       3.456485554627e-15      -5.024685895110e-16 
  614       2.835822042676e-10       3.231529576481e-12       3.259246237705e-12       1.036844960617e-14       3.719801490058e-14       3.486034870754e-15      -5.077934608319e-16 
  615       2.824101723212e-10       3.272106279993e-12       3.176249360468e-12       1.037736646497e-14       3.698419448292e-14       3.515591342086e-15      -5.130112895696e-16 
  616       2.812461998863e-10       3.312585242094e-12       3.089030925764e-12       1.038614854904e-14       3.677191288199e-14       3.545145531893e-15      -5.181211356420e-16 
  617       2.800910333711e-10       3.352947607169e-12       2.997600712911e-12       1.039479901035e-14       3.656114858922e-14       3.574687889498e-15      -5.231220587046e-16 
  618       2.789454273799e-10       3.393174298344e-12       2.901968991076e-12       1.040332104950e-14       3.635187955252e-14       3.604208749831e-15      -5.280131181669e-16 
  619       2.778101447438e-10       3.433246016628e-12       2.802146521716e-12       1.041171791591e-14       3.614408317356e-14       3.633698332984e-15      -5.327933732087e-16 
  620       2.766859565508e-10       3.473143240060e-12       2.698144561028e-12       1.041999290803e-14       3.593773630520e-14       3.663146743764e-15      -5.374618827955e-16 
  621       2.755736421768e-10       3.512846222852e-12       2.589974862390e-12       1.042814937355e-14       3.573281524877e-14       3.692543971250e-15      -5.420177056953e-16 
  622       2.744739092237e-10       3.552336488912e-12       2.477656798236e-12       1.043619064992e-14       3.552929921887e-14       3.721880643036e-15      -5.464602435262e-16 
  623       2.733871512114e-10       3.591601352553e-12       2.361238903927e-12       1.044411988408e-14       3.532718083216e-14       3.751150308259e-15      -5.507902786918e-16 
  624       2.723136842702e-10       3.630629501993e-12       2.240777843384e-12       1.045194020890e-14       3.512645585899e-14       3.780347207170e-15      -5.550089607920e-16 
  625       2.712538267248e-10       3.669409514171e-12       2.116331339990e-12       1.045965480267e-14       3.492711977674e-14       3.809465521081e-15      -5.591174659136e-16 
  626       2.702078991003e-10       3.707929854354e-12       1.987958181236e-12       1.046726688925e-14       3.472916776820e-14       3.838499372148e-15      -5.631169967533e-16 
  627       2.691762241281e-10       3.746178875747e-12       1.855718223375e-12       1.047477973826e-14       3.453259471997e-14       3.867442823167e-15      -5.670087827395e-16 
  628       2.681591267512e-10       3.784144819095e-12       1.719672396065e-12       1.048219666527e-14       3.433739522097e-14       3.896289877354e-15      -5.707940801551e-16 
  629       2.671569341304e-10       3.821815812297e-12       1.579882707027e-12       1.048952103198e-14       3.414356356076e-14       3.925034478141e-15      -5.744741722592e-16 
  630       2.661699756502e-10       3.859179870008e-12       1.436412246688e-12       1.049675624640e-14       3.395109372807e-14       3.953670508961e-15      -5.780503694102e-16 
  631       2.651985829240e-10       3.896224893249e-12       1.289325192835e-12       1.050390576302e-14       3.375997940912e-14       3.982191793039e-15      -5.815240091875e-16 
  632       2.642430898003e-10       3.932938669013e-12       1.138686815264e-12       1.051097308301e-14       3.357021398614e-14       4.010592093178e-15      -5.848964565141e-16 
  633       2.633038323685e-10       3.969308869873e-12       9.845634804304e-13       1.051796175439e-14       3.338179053574e-14       4.038865111550e-15      -5.881691037790e-16 
  634       2.623811489644e-10       4.005323053592e-12       8.270226560964e-13       1.052487537222e-14       3.319470182734e-14       4.067004489483e-15      -5.913433709592e-16 
  635       2.614753801762e-10       4.040968662723e-12       6.661329159837e-13       1.053171757878e-14       3.300894032162e-14       4.095003807251e-15      -5.944207057425e-16 
  636       2.605868688503e-10       4.076233024226e-12       5.019639444223e-13       1.053849206375e-14       3.282449816891e-14       4.122856583863e-15      -5.974025836493e-16 
  637       2.597159600967e-10       4.111103349065e-12       3.345865410004e-13       1.054520256437e-14       3.264136720766e-14       4.150556276851e-15      -6.002905081556e-16 
  638       2.588630012954e-10       4.145566731826e-12       1.640726252142e-13       1.055185286567e-14       3.245953896282e-14       4.178096282058e-15      -6.030860108144e-16 
  639       2.580283421016e-10       4.179610150315e-12      -9.504758881616e-15       1.055844680062e-14       3.227900464429e-14       4.205469933427e-15      -6.057906513789e-16 
  640       2.572123344517e-10       4.213220465172e-12      -1.860714380248e-13       1.056498825031e-14       3.209975514536e-14       4.232670502791e-15      -6.084060179246e-16 
  641       2.564153325691e-10       4.246384419473e-12      -3.655521050950e-13       1.057148114414e-14       3.192178104108e-14       4.259691199661e-15      -6.109337269711e-16 
  642       2.556376929702e-10       4.279088638343e-12      -5.478703144641e-13       1.057792946000e-14       3.174507258674e-14       4.286525171016e-15      -6.133754236051e-16 
  643       2.548797744695e-10       4.311319628558e-12      -7.329484773465e-13       1.058433722445e-14       3.156961971629e-14       4.313165501087e-15      -6.157327816026e-16 
  644       2.541419381861e-10       4.343063778156e-12      -9.207078571488e-13       1.059070851291e-14       3.139541204073e-14       4.339605211151e-15      -6.180075035508e-16 
  645       2.534245475490e-10       4.374307356043e-12      -1.111068564820e-12       1.059704744984e-14       3.122243884656e-14       4.365837259318e-15      -6.202013209709e-16 
  646       2.527279683032e-10       4.405036511599e-12      -1.303949554203e-12       1.060335820890e-14       3.105068909423e-14       4.391854540320e-15      -6.223159944401e-16 
  647       2.520525685153e-10       4.435237274289e-12      -1.499268617380e-12       1.060964501318e-14       3.088015141649e-14       4.417649885298e-15      -6.243533137144e-16 
  648       2.513987185792e-10       4.464895553265e-12      -1.696942380031e-12       1.061591213531e-14       3.071081411690e-14       4.443216061591e-15      -6.263150978502e-16 
  649       2.507667912221e-10       4.493997136979e-12      -1.896886296775e-12       1.062216389772e-14       3.054266516820e-14       4.468545772529e-15      -6.282031953274e-16 
  650       2.501571615099e-10       4.522527692787e-12      -2.099014646525e-12       1.062840467277e-14       3.037569221077e-14       4.493631657216e-15      -6.300194841710e-16 
  651       2.495702068536e-10       4.550472766556e-12      -2.303240527838e-12       1.063463888294e-14       3.020988255102e-14       4.518466290320e-15      -6.317658720742e-16 
  652       2.490063070143e-10       4.577817782273e-12      -2.509475854264e-12       1.064087100103e-14       3.004522315985e-14       4.543042181866e-15      -6.334442965200e-16 
