# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1248       8.599873290897e+02       2.620693885777e+01       9.220329866041e-02       1.520299968439e+00       4.179845942255e-09       9.631219390980e-07      -2.986612348385e-07 
 1249       8.562156210763e+02       2.637068268063e+01       9.211950885288e-02       1.100610729582e+00       4.173498374531e-09       9.780386627974e-07      -3.010624059270e-07 
 1250       8.524895239407e+02       2.653235439860e+01       9.203571171221e-02       6.679749946085e-01       4.167163545859e-09       9.930746780150e-07      -3.034109649796e-07 
 1251       8.488095594259e+02       2.669190704516e+01       9.195192224073e-02       2.226587707750e-01       4.160841482679e-09       1.008220977381e-06      -3.057070120807e-07 
 1252       8.451762513338e+02       2.684929340789e+01       9.186815552826e-02      -2.350699562315e-01       4.154532207781e-09       1.023468463287e-06      -3.079506509506e-07 
 1253       8.415901255280e+02       2.700446602806e+01       9.178442675222e-02      -7.049412181646e-01       4.148235740272e-09       1.038807947516e-06      -3.101419889639e-07 
 1254       8.380517099371e+02       2.715737720012e+01       9.170075117778e-02      -1.186683060091e+00       4.141952095543e-09       1.054230150885e-06      -3.122811371676e-07 
 1255       8.345615345582e+02       2.730797897129e+01       9.161714415810e-02      -1.680021536260e+00       4.135681285232e-09       1.069725702872e-06      -3.143682102998e-07 
 1256       8.311201314596e+02       2.745622314110e+01       9.153362113442e-02      -2.184680705979e+00       4.129423317192e-09       1.085285141256e-06      -3.164033268074e-07 
 1257       8.277280347845e+02       2.760206126092e+01       9.145019763628e-02      -2.700382629482e+00       4.123178195460e-09       1.100898911745e-06      -3.183866088652e-07 
 1258       8.243857807535e+02       2.774544463354e+01       9.136688928162e-02      -3.226847363803e+00       4.116945920214e-09       1.116557367611e-06      -3.203181823936e-07 
 1259       8.210939076685e+02       2.788632431266e+01       9.128371177703e-02      -3.763792958648e+00       4.110726487747e-09       1.132250769322e-06      -3.221981770777e-07 
 1260       8.178529559154e+02       2.802465110251e+01       9.120068091786e-02      -4.310935452265e+00       4.104519890429e-09       1.147969284173e-06      -3.240267263853e-07 
 1261       8.146634679673e+02       2.816037555735e+01       9.111781258836e-02      -4.867988867317e+00       4.098326116672e-09       1.163702985916e-06      -3.258039675853e-07 
 1262       8.115259883881e+02       2.829344798102e+01       9.103512276194e-02      -5.434665206754e+00       4.092145150893e-09       1.179441854393e-06      -3.275300417668e-07 
 1263       8.084410638349e+02       2.842381842650e+01       9.095262750122e-02      -6.010674449686e+00       4.085976973485e-09       1.195175775162e-06      -3.292050938571e-07 
 1264       8.054092430621e+02       2.855143669546e+01       9.087034295830e-02      -6.595724547249e+00       4.079821560777e-09       1.210894539128e-06      -3.308292726406e-07 
 1265       8.024310769238e+02       2.867625233779e+01       9.078828537484e-02      -7.189521418485e+00       4.073678884997e-09       1.226587842171e-06      -3.324027307774e-07 
 1266       7.995071183775e+02       2.879821465117e+01       9.070647108229e-02      -7.791768946209e+00       4.067548914244e-09       1.242245284775e-06      -3.339256248217e-07 
 1267       7.966379224869e+02       2.891727268059e+01       9.062491650200e-02      -8.402168972879e+00       4.061431612445e-09       1.257856371653e-06      -3.353981152409e-07 
 1268       7.938240464255e+02       2.903337521792e+01       9.054363814543e-02      -9.020421296472e+00       4.055326939322e-09       1.273410511376e-06      -3.368203664340e-07 
 1269       7.910660494791e+02       2.914647080144e+01       9.046265261429e-02      -9.646223666355e+00       4.049234850358e-09       1.288897015997e-06      -3.381925467503e-07 
 1270       7.883644930498e+02       2.925650771542e+01       9.038197660072e-02      -1.027927177915e+01       4.043155296758e-09       1.304305100680e-06      -3.395148285087e-07 
 1271       7.857199406586e+02       2.936343398961e+01       9.030162688745e-02      -1.091925927463e+01       4.037088225414e-09       1.319623883320e-06      -3.407873880159e-07 
 1272       7.831329579487e+02       2.946719739886e+01       9.022162034795e-02      -1.156587773154e+01       4.031033578870e-09       1.334842384171e-06      -3.420104055856e-07 
 1273       7.806041126889e+02       2.956774546259e+01       9.014197394662e-02      -1.221881666353e+01       4.024991295285e-09       1.349949525469e-06      -3.431840655573e-07 
 1274       7.781339747764e+02       2.966502544439e+01       9.006270473893e-02      -1.287776351499e+01       4.018961308394e-09       1.364934131055e-06      -3.443085563151e-07 
 1275       7.757231162403e+02       2.975898435157e+01       8.998382987162e-02      -1.354240365691e+01       4.012943547475e-09       1.379784925998e-06      -3.453840703070e-07 
 1276       7.733721112447e+02       2.984956893467e+01       8.990536658282e-02      -1.421242038281e+01       4.006937937310e-09       1.394490536214e-06      -3.464108040634e-07 
 1277       7.710815360917e+02       2.993672568703e+01       8.982733220226e-02      -1.488749490454e+01       4.000944398149e-09       1.409039488094e-06      -3.473889582165e-07 
 1278       7.688519692248e+02       3.002040084433e+01       8.974974415140e-02      -1.556730634819e+01       3.994962845673e-09       1.423420208119e-06      -3.483187375191e-07 
 1279       7.666839912318e+02       3.010054038417e+01       8.967261994360e-02      -1.625153174998e+01       3.988993190956e-09       1.437621022480e-06      -3.492003508637e-07 
 1280       7.645781848485e+02       3.017709002554e+01       8.959597718433e-02      -1.693984605207e+01       3.983035340428e-09       1.451630156704e-06      -3.500340113020e-07 
 1281       7.625351349613e+02       3.024999522847e+01       8.951983357127e-02      -1.763192209851e+01       3.977089195839e-09       1.465435735265e-06      -3.508199360633e-07 
 1282       7.605554286105e+02       3.031920119348e+01       8.944420689451e-02      -1.832743063104e+01       3.971154654217e-09       1.479025781210e-06      -3.515583465744e-07 
 1283       7.586396549939e+02       3.038465286119e+01       8.936911503672e-02      -1.902604028502e+01       3.965231607837e-09       1.492388215771e-06      -3.522494684783e-07 
 1284       7.567884054695e+02       3.044629491186e+01       8.929457597329e-02      -1.972741758525e+01       3.959319944177e-09       1.505510857986e-06      -3.528935316537e-07 
 1285       7.550021082642e+02       3.050408246685e+01       8.922060547506e-02      -2.043123896164e+01       3.953419571716e-09       1.518384432077e-06      -3.534907723989e-07 
 1286       7.532805305347e+02       3.055801332733e+01       8.914721018754e-02      -2.113722695400e+01       3.947530498035e-09       1.531011646559e-06      -3.540414399858e-07 
 1287       7.516232706479e+02       3.060809610150e+01       8.907439447323e-02      -2.184511441097e+01       3.941652753411e-09       1.543398269202e-06      -3.545457902559e-07 
 1288       7.500299229523e+02       3.065433953621e+01       8.900216270200e-02      -2.255463250431e+01       3.935786365126e-09       1.555550133558e-06      -3.550040834857e-07 
 1289       7.485000777697e+02       3.069675251731e+01       8.893051925108e-02      -2.326551072571e+01       3.929931357429e-09       1.567473139231e-06      -3.554165844063e-07 
 1290       7.470333213857e+02       3.073534406995e+01       8.885946850499e-02      -2.397747688352e+01       3.924087751518e-09       1.579173252150e-06      -3.557835622236e-07 
 1291       7.456292360415e+02       3.077012335896e+01       8.878901485562e-02      -2.469025709946e+01       3.918255565508e-09       1.590656504841e-06      -3.561052906382e-07 
 1292       7.442873999249e+02       3.080109968908e+01       8.871916270221e-02      -2.540357580542e+01       3.912434814403e-09       1.601928996701e-06      -3.563820478649e-07 
 1293       7.430073871611e+02       3.082828250538e+01       8.864991645130e-02      -2.611715574014e+01       3.906625510070e-09       1.612996894269e-06      -3.566141166535e-07 
 1294       7.417887678044e+02       3.085168139352e+01       8.858128051679e-02      -2.683071794601e+01       3.900827661211e-09       1.623866431503e-06      -3.568017843082e-07 
 1295       7.406311078291e+02       3.087130608013e+01       8.851325931989e-02      -2.754398176580e+01       3.895041273336e-09       1.634543910054e-06      -3.569453427078e-07 
 1296       7.395339691208e+02       3.088716643305e+01       8.844585728916e-02      -2.825666483938e+01       3.889266348731e-09       1.645035699537e-06      -3.570450883260e-07 
 1297       7.384969094672e+02       3.089927246175e+01       8.837907886048e-02      -2.896848310049e+01       3.883502886437e-09       1.655348237810e-06      -3.571013222515e-07 
 1298       7.375194825498e+02       3.090763431760e+01       8.831292847706e-02      -2.967915077349e+01       3.877750882214e-09       1.665488031249e-06      -3.571143502078e-07 
 1299       7.366012379349e+02       3.091226229419e+01       8.824741058943e-02      -3.038838037007e+01       3.872010328518e-09       1.675461655023e-06      -3.570844825739e-07 
 1300       7.357417210644e+02       3.091316682769e+01       8.818252965543e-02      -3.109588268604e+01       3.866281214472e-09       1.685275753372e-06      -3.570120344042e-07 
 1301       7.349404732477e+02       3.091035849715e+01       8.811829014025e-02      -3.180136679803e+01       3.860563525835e-09       1.694937039880e-06      -3.568973254490e-07 
 1302       7.341970316522e+02       3.090384802481e+01       8.805469651639e-02      -3.250454006027e+01       3.854857244975e-09       1.704452297759e-06      -3.567406801745e-07 
 1303       7.335109292946e+02       3.089364627646e+01       8.799175326366e-02      -3.320510810131e+01       3.849162350842e-09       1.713828380120e-06      -3.565424277834e-07 
 1304       7.328816950325e+02       3.087976426174e+01       8.792946486918e-02      -3.390277482080e+01       3.843478818935e-09       1.723072210257e-06      -3.563029022351e-07 
 1305       7.323088535551e+02       3.086221313449e+01       8.786783582742e-02      -3.459724238616e+01       3.837806621278e-09       1.732190781920e-06      -3.560224422662e-07 
 1306       7.317919253746e+02       3.084100419302e+01       8.780687064012e-02      -3.528821122943e+01       3.832145726388e-09       1.741191159600e-06      -3.557013914109e-07 
 1307       7.313304268173e+02       3.081614888051e+01       8.774657381635e-02      -3.597538004393e+01       3.826496099244e-09       1.750080478803e-06      -3.553400980214e-07 
 1308       7.309238700148e+02       3.078765878527e+01       8.768694987251e-02      -3.665844578102e+01       3.820857701264e-09       1.758865946334e-06      -3.549389152885e-07 
 1309       7.305717628951e+02       3.075554564109e+01       8.762800333228e-02      -3.733710364690e+01       3.815230490269e-09       1.767554840577e-06      -3.544982012621e-07 
 1310       7.302736091740e+02       3.071982132757e+01       8.756973872665e-02      -3.801104709928e+01       3.809614420457e-09       1.776154511771e-06      -3.540183188715e-07 
 1311       7.300289083459e+02       3.068049787044e+01       8.751216059393e-02      -3.867996784416e+01       3.804009442375e-09       1.784672382299e-06      -3.534996359466e-07 
 1312       7.298371556754e+02       3.063758744188e+01       8.745527347973e-02      -3.934355583258e+01       3.798415502884e-09       1.793115946963e-06      -3.529425252379e-07 
 1313       7.296978421882e+02       3.059110236084e+01       8.739908193695e-02      -4.000149925735e+01       3.792832545135e-09       1.801492773271e-06      -3.523473644374e-07 
 1314       7.296104546621e+02       3.054105509339e+01       8.734359052579e-02      -4.065348454982e+01       3.787260508536e-09       1.809810501716e-06      -3.517145361994e-07 
 1315       7.295744756187e+02       3.048745825299e+01       8.728880381377e-02      -4.129919637658e+01       3.781699328722e-09       1.818076846061e-06      -3.510444281612e-07 
 1316       7.295893833141e+02       3.043032460090e+01       8.723472637569e-02      -4.193831763624e+01       3.776148937526e-09       1.826299593621e-06      -3.503374329636e-07 
 1317       7.296546517304e+02       3.036966704641e+01       8.718136279364e-02      -4.257052945618e+01       3.770609262948e-09       1.834486605550e-06      -3.495939482721e-07 
 1318       7.297697505666e+02       3.030549864723e+01       8.712871765702e-02      -4.319551118924e+01       3.765080229126e-09       1.842645817120e-06      -3.488143767972e-07 
 1319       7.299341452300e+02       3.023783260979e+01       8.707679556250e-02      -4.381294041056e+01       3.759561756304e-09       1.850785238011e-06      -3.479991263158e-07 
 1320       7.301472968271e+02       3.016668228956e+01       8.702560111407e-02      -4.442249291422e+01       3.754053760802e-09       1.858912952593e-06      -3.471486096919e-07 
 1321       7.304086621551e+02       3.009206119140e+01       8.697513892299e-02      -4.502384271005e+01       3.748556154987e-09       1.867037120214e-06      -3.462632448972e-07 
 1322       7.307176936928e+02       3.001398296985e+01       8.692541360780e-02      -4.561666202037e+01       3.743068847239e-09       1.875165975483e-06      -3.453434550326e-07 
 1323       7.310738395920e+02       2.993246142947e+01       8.687642979434e-02      -4.620062127671e+01       3.737591741923e-09       1.883307828559e-06      -3.443896683488e-07 
 1324       7.314764788563e+02       2.984751680665e+01       8.682819016731e-02      -4.677542441097e+01       3.732124761088e-09       1.891468933702e-06      -3.434022892092e-07 
 1325       7.319247261119e+02       2.975919469016e+01       8.678068960149e-02      -4.734091516190e+01       3.726667910160e-09       1.899647055705e-06      -3.423816104103e-07 
 1326       7.324176246637e+02       2.966754731021e+01       8.673392096572e-02      -4.789697193613e+01       3.721221213635e-09       1.907837797535e-06      -3.413278994514e-07 
 1327       7.329542110981e+02       2.957262727663e+01       8.668787706527e-02      -4.844347261941e+01       3.715784693459e-09       1.916036722278e-06      -3.402414274772e-07 
 1328       7.335335152697e+02       2.947448757966e+01       8.664255064176e-02      -4.898029457581e+01       3.710358369005e-09       1.924239352984e-06      -3.391224692924e-07 
 1329       7.341545602887e+02       2.937318159070e+01       8.659793437297e-02      -4.950731464683e+01       3.704942257049e-09       1.932441172524e-06      -3.379713033772e-07 
 1330       7.348163625067e+02       2.926876306305e+01       8.655402087276e-02      -5.002440915059e+01       3.699536371749e-09       1.940637623431e-06      -3.367882119023e-07 
 1331       7.355179315044e+02       2.916128613267e+01       8.651080269086e-02      -5.053145388099e+01       3.694140724624e-09       1.948824107758e-06      -3.355734807446e-07 
 1332       7.362582700776e+02       2.905080531896e+01       8.646827231283e-02      -5.102832410685e+01       3.688755324525e-09       1.956995986918e-06      -3.343273995018e-07 
 1333       7.370363742243e+02       2.893737552546e+01       8.642642215984e-02      -5.151489457108e+01       3.683380177620e-09       1.965148581539e-06      -3.330502615081e-07 
 1334       7.378512331315e+02       2.882105204065e+01       8.638524458858e-02      -5.199103948986e+01       3.678015287366e-09       1.973277171313e-06      -3.317423638496e-07 
 1335       7.387018291614e+02       2.870189053869e+01       8.634473189112e-02      -5.245663255174e+01       3.672660654487e-09       1.981376994838e-06      -3.304040073793e-07 
 1336       7.395871378390e+02       2.857994708017e+01       8.630487629477e-02      -5.291154691686e+01       3.667316276953e-09       1.989443249474e-06      -3.290354967329e-07 
 1337       7.405061278382e+02       2.845527811288e+01       8.626566996193e-02      -5.335565521608e+01       3.661982149953e-09       1.997471091183e-06      -3.276371403436e-07 
 1338       7.414577609686e+02       2.832794047253e+01       8.622710499000e-02      -5.378882955015e+01       3.656658265876e-09       2.005455634383e-06      -3.262092504581e-07 
 1339       7.424409921624e+02       2.819799138354e+01       8.618917341119e-02      -5.421094148885e+01       3.651344614284e-09       2.013391951794e-06      -3.247521431518e-07 
 1340       7.434547694613e+02       2.806548845977e+01       8.615186719242e-02      -5.462186207018e+01       3.646041181893e-09       2.021275074281e-06      -3.232661383440e-07 
 1341       7.444980340029e+02       2.793048970529e+01       8.611517823517e-02      -5.502146179947e+01       3.640747952544e-09       2.029099990706e-06      -3.217515598138e-07 
 1342       7.455697200075e+02       2.779305351513e+01       8.607909837536e-02      -5.540961064859e+01       3.635464907184e-09       2.036861647774e-06      -3.202087352155e-07 
 1343       7.466687547650e+02       2.765323867603e+01       8.604361938321e-02      -5.578617805510e+01       3.630192023839e-09       2.044554949876e-06      -3.186379960938e-07 
 1344       7.477940586215e+02       2.751110436719e+01       8.600873296307e-02      -5.615103292136e+01       3.624929277593e-09       2.052174758938e-06      -3.170396778998e-07 
 1345       7.489445449663e+02       2.736671016104e+01       8.597443075336e-02      -5.650404361377e+01       3.619676640563e-09       2.059715894267e-06      -3.154141200064e-07 
 1346       7.501191202181e+02       2.722011602398e+01       8.594070432635e-02      -5.684507796185e+01       3.614434081875e-09       2.067173132398e-06      -3.137616657239e-07 
 1347       7.513166838123e+02       2.707138231712e+01       8.590754518810e-02      -5.717400325744e+01       3.609201567641e-09       2.074541206935e-06      -3.120826623154e-07 
 1348       7.525361281875e+02       2.692056979709e+01       8.587494477827e-02      -5.749068625387e+01       3.603979060932e-09       2.081814808401e-06      -3.103774610130e-07 
 1349       7.537763387722e+02       2.676773961672e+01       8.584289447001e-02      -5.779499316509e+01       3.598766521757e-09       2.088988584083e-06      -3.086464170328e-07 
 1350       7.550361939716e+02       2.661295332585e+01       8.581138556983e-02      -5.808678966483e+01       3.593563907038e-09       2.096057137872e-06      -3.068898895913e-07 
 1351       7.563145651544e+02       2.645627287206e+01       8.578040931745e-02      -5.836594088578e+01       3.588371170586e-09       2.103015030113e-06      -3.051082419204e-07 
 1352       7.576103166394e+02       2.629776060143e+01       8.574995688566e-02      -5.863231141873e+01       3.583188263075e-09       2.109856777449e-06      -3.033018412836e-07 
 1353       7.589223056823e+02       2.613747925928e+01       8.572001938022e-02      -5.888576531176e+01       3.578015132017e-09       2.116576852662e-06      -3.014710589920e-07 
 1354       7.602493824625e+02       2.597549199096e+01       8.569058783969e-02      -5.912616606933e+01       3.572851721742e-09       2.123169684519e-06      -2.996162704193e-07 
 1355       7.615903900698e+02       2.581186234256e+01       8.566165323530e-02      -5.935337665154e+01       3.567697973368e-09       2.129629657615e-06      -2.977378550183e-07 
 1356       7.629441644911e+02       2.564665426169e+01       8.563320647082e-02      -5.956725947318e+01       3.562553824778e-09       2.135951112219e-06      -2.958361963365e-07 
 1357       7.643095345972e+02       2.547993209824e+01       8.560523838246e-02      -5.976767640299e+01       3.557419210599e-09       2.142128344114e-06      -2.939116820321e-07 
 1358       7.656853221294e+02       2.531176060510e+01       8.557773973865e-02      -5.995448876272e+01       3.552294062168e-09       2.148155604442e-06      -2.919647038895e-07 
 1359       7.670703416866e+02       2.514220493897e+01       8.555070124000e-02      -6.012755732639e+01       3.547178307519e-09       2.154027099547e-06      -2.899956578358e-07 
 1360       7.684634007115e+02       2.497133066105e+01       8.552411351910e-02      -6.028674231937e+01       3.542071871346e-09       2.159736990817e-06      -2.880049439561e-07 
 1361       7.698632994778e+02       2.479920373783e+01       8.549796714041e-02      -6.043190341757e+01       3.536974674988e-09       2.165279394525e-06      -2.859929665101e-07 
 1362       7.712688310768e+02       2.462589054186e+01       8.547225260012e-02      -6.056289974659e+01       3.531886636395e-09       2.170648381675e-06      -2.839601339476e-07 
 1363       7.726788368867e+02       2.445145678452e+01       8.544695979301e-02      -6.067962568276e+01       3.526807688699e-09       2.175838696232e-06      -2.819068425499e-07 
 1364       7.740923736594e+02       2.427596430038e+01       8.542207640689e-02      -6.078211867807e+01       3.521737836391e-09       2.180847922793e-06      -2.798334270334e-07 
 1365       7.755085482000e+02       2.409947422988e+01       8.539758951068e-02      -6.087045259032e+01       3.516677100293e-09       2.185674353460e-06      -2.777402091833e-07 
 1366       7.769264620370e+02       2.392204808480e+01       8.537348608567e-02      -6.094470198771e+01       3.511625499063e-09       2.190316272591e-06      -2.756275141699e-07 
 1367       7.783452114127e+02       2.374374774894e+01       8.534975302532e-02      -6.100494215026e+01       3.506583049173e-09       2.194771956776e-06      -2.734956705606e-07 
 1368       7.797638872735e+02       2.356463547885e+01       8.532637713517e-02      -6.105124907134e+01       3.501549764890e-09       2.199039674819e-06      -2.713450103338e-07 
 1369       7.811815752601e+02       2.338477390446e+01       8.530334513259e-02      -6.108369945910e+01       3.496525658262e-09       2.203117687719e-06      -2.691758688911e-07 
 1370       7.825973556982e+02       2.320422602980e+01       8.528064364666e-02      -6.110237073793e+01       3.491510739093e-09       2.207004248651e-06      -2.669885850707e-07 
 1371       7.840103035883e+02       2.302305523367e+01       8.525825921798e-02      -6.110734104996e+01       3.486505014931e-09       2.210697602945e-06      -2.647835011604e-07 
 1372       7.854194885963e+02       2.284132527034e+01       8.523617829852e-02      -6.109868925655e+01       3.481508491043e-09       2.214195988066e-06      -2.625609629104e-07 
 1373       7.868239750439e+02       2.265910027022e+01       8.521438725143e-02      -6.107649493967e+01       3.476521170399e-09       2.217497633598e-06      -2.603213195464e-07 
 1374       7.882228218988e+02       2.247644474054e+01       8.519287235086e-02      -6.104083840348e+01       3.471543053656e-09       2.220600761221e-06      -2.580649237829e-07 
 1375       7.896150827649e+02       2.229342356606e+01       8.517161978183e-02      -6.099180067572e+01       3.466574139133e-09       2.223503584692e-06      -2.557921318360e-07 
 1376       7.909998058729e+02       2.211010200974e+01       8.515061564005e-02      -6.092946350922e+01       3.461614422795e-09       2.226204309827e-06      -2.535033034365e-07 
 1377       7.923760340704e+02       2.192654571342e+01       8.512984593171e-02      -6.085390938334e+01       3.456663898236e-09       2.228701134479e-06      -2.511988018432e-07 
 1378       7.937428048123e+02       2.174282069852e+01       8.510929657335e-02      -6.076522150548e+01       3.451722556655e-09       2.230992248521e-06      -2.488789938560e-07 
 1379       7.950991501513e+02       2.155899336671e+01       8.508895339170e-02      -6.066348381252e+01       3.446790386842e-09       2.233075833824e-06      -2.465442498287e-07 
 1380       7.964440967276e+02       2.137513050059e+01       8.506880212347e-02      -6.054878097228e+01       3.441867375154e-09       2.234950064239e-06      -2.441949436829e-07 
 1381       7.977766657602e+02       2.119129926441e+01       8.504882841521e-02      -6.042119838503e+01       3.436953505498e-09       2.236613105575e-06      -2.418314529203e-07 
 1382       7.990958730363e+02       2.100756720471e+01       8.502901782314e-02      -6.028082218492e+01       3.432048759312e-09       2.238063115583e-06      -2.394541586368e-07 
 1383       8.004007289022e+02       2.082400225105e+01       8.500935581297e-02      -6.012773924146e+01       3.427153115544e-09       2.239298243932e-06      -2.370634455349e-07 
 1384       8.016902382532e+02       2.064067271664e+01       8.498982775972e-02      -5.996203716103e+01       3.422266550634e-09       2.240316632193e-06      -2.346597019376e-07 
 1385       8.029634005244e+02       2.045764729910e+01       8.497041894760e-02      -5.978380428828e+01       3.417389038492e-09       2.241116413817e-06      -2.322433198014e-07 
 1386       8.042192096806e+02       2.027499508107e+01       8.495111456976e-02      -5.959312970764e+01       3.412520550481e-09       2.241695714114e-06      -2.298146947295e-07 
 1387       8.054566542068e+02       2.009278553093e+01       8.493189972821e-02      -5.939010324480e+01       3.407661055394e-09       2.242052650237e-06      -2.273742259853e-07 
 1388       8.066747170986e+02       1.991108850349e+01       8.491275943358e-02      -5.917481546815e+01       3.402810519439e-09       2.242185331159e-06      -2.249223165056e-07 
 1389       8.078723758523e+02       1.972997424067e+01       8.489367860498e-02      -5.894735769027e+01       3.397968906213e-09       2.242091857654e-06      -2.224593729141e-07 
 1390       8.090486024555e+02       1.954951337218e+01       8.487464206985e-02      -5.870782196939e+01       3.393136176687e-09       2.241770322276e-06      -2.199858055344e-07 
 1391       8.102023633772e+02       1.936977691620e+01       8.485563456375e-02      -5.845630111088e+01       3.388312289184e-09       2.241218809343e-06      -2.175020284038e-07 
 1392       8.113326195580e+02       1.919083628009e+01       8.483664073021e-02      -5.819288866868e+01       3.383497199358e-09       2.240435394911e-06      -2.150084592867e-07 
 1393       8.124383264009e+02       1.901276326105e+01       8.481764512057e-02      -5.791767894681e+01       3.378690860174e-09       2.239418146760e-06      -2.125055196876e-07 
 1394       8.135184337612e+02       1.883563004681e+01       8.479863219380e-02      -5.763076700081e+01       3.373893221891e-09       2.238165124370e-06      -2.099936348648e-07 
 1395       8.145718859369e+02       1.865950921631e+01       8.477958631631e-02      -5.733224863923e+01       3.369104232038e-09       2.236674378901e-06      -2.074732338442e-07 
 1396       8.155976216591e+02       1.848447374042e+01       8.476049176184e-02      -5.702222042510e+01       3.364323835392e-09       2.234943953176e-06      -2.049447494320e-07 
 1397       8.165945740825e+02       1.831059698257e+01       8.474133271123e-02      -5.670077967736e+01       3.359551973964e-09       2.232971881658e-06      -2.024086182291e-07 
 1398       8.175616707752e+02       1.813795269949e+01       8.472209325228e-02      -5.636802447241e+01       3.354788586973e-09       2.230756190433e-06      -1.998652806438e-07 
 1399       8.184978337094e+02       1.796661504186e+01       8.470275737957e-02      -5.602405364549e+01       3.350033610827e-09       2.228294897185e-06      -1.973151809058e-07 
 1400       8.194019792519e+02       1.779665855498e+01       8.468330899430e-02      -5.566896679222e+01       3.345286979102e-09       2.225586011180e-06      -1.947587670799e-07 
 1401       8.202730181539e+02       1.762815817952e+01       8.466373190411e-02      -5.530286427001e+01       3.340548622522e-09       2.222627533246e-06      -1.921964910791e-07 
 1402       8.211099816865e+02       1.746118237348e+01       8.464401082268e-02      -5.492586372198e+01       3.335818484600e-09       2.219419334700e-06      -1.896287527570e-07 
 1403       8.219124015051e+02       1.729577239848e+01       8.462413438018e-02      -5.453814983407e+01       3.331096568967e-09       2.215968826363e-06      -1.870557311999e-07 
 1404       8.226799337280e+02       1.713196281879e+01       8.460409214387e-02      -5.413992509983e+01       3.326382892985e-09       2.212285378143e-06      -1.844775508234e-07 
 1405       8.234122331489e+02       1.696978836065e+01       8.458387362111e-02      -5.373139334760e+01       3.321677472163e-09       2.208378448441e-06      -1.818943370594e-07 
 1406       8.241089532350e+02       1.680928391256e+01       8.456346825921e-02      -5.331275974298e+01       3.316980320139e-09       2.204257584471e-06      -1.793062163584e-07 
 1407       8.247697461252e+02       1.665048452553e+01       8.454286544537e-02      -5.288423079130e+01       3.312291448666e-09       2.199932422588e-06      -1.767133161937e-07 
 1408       8.253942626280e+02       1.649342541335e+01       8.452205450653e-02      -5.244601434012e+01       3.307610867595e-09       2.195412688611e-06      -1.741157650647e-07 
 1409       8.259821522193e+02       1.633814195284e+01       8.450102470928e-02      -5.199831958169e+01       3.302938584863e-09       2.190708198152e-06      -1.715136924999e-07 
 1410       8.265330630409e+02       1.618466968412e+01       8.447976525975e-02      -5.154135705544e+01       3.298274606473e-09       2.185828856940e-06      -1.689072290608e-07 
 1411       8.270466418979e+02       1.603304431091e+01       8.445826530352e-02      -5.107533865043e+01       3.293618936480e-09       2.180784661148e-06      -1.662965063449e-07 
 1412       8.275225342573e+02       1.588330170074e+01       8.443651392547e-02      -5.060047760787e+01       3.288971576977e-09       2.175585697723e-06      -1.636816569898e-07 
 1413       8.279603842456e+02       1.573547788527e+01       8.441450014972e-02      -5.011698852358e+01       3.284332528078e-09       2.170242144712e-06      -1.610628146758e-07 
 1414       8.283598346471e+02       1.558960906049e+01       8.439221293946e-02      -4.962508735043e+01       3.279701787902e-09       2.164764271587e-06      -1.584401141300e-07 
 1415       8.287205269017e+02       1.544573158708e+01       8.436964119691e-02      -4.912499140090e+01       3.275079352556e-09       2.159162439582e-06      -1.558136911294e-07 
 1416       8.290421011031e+02       1.530388199056e+01       8.434677376318e-02      -4.861691934947e+01       3.270465216123e-09       2.153447102014e-06      -1.531836825047e-07 
 1417       8.293241959966e+02       1.516409696166e+01       8.432359941814e-02      -4.810109123515e+01       3.265859370642e-09       2.147628804620e-06      -1.505502261433e-07 
 1418       8.295664489774e+02       1.502641335652e+01       8.430010688037e-02      -4.757772846394e+01       3.261261806095e-09       2.141718185878e-06      -1.479134609930e-07 
 1419       8.297684960884e+02       1.489086819699e+01       8.427628480697e-02      -4.704705381134e+01       3.256672510388e-09       2.135725977349e-06      -1.452735270657e-07 
 1420       8.299299720181e+02       1.475749867086e+01       8.425212179352e-02      -4.650929142475e+01       3.252091469339e-09       2.129663003999e-06      -1.426305654405e-07 
 1421       8.300505100990e+02       1.462634213216e+01       8.422760637397e-02      -4.596466682605e+01       3.247518666656e-09       2.123540184535e-06      -1.399847182671e-07 
 1422       8.301297423054e+02       1.449743610143e+01       8.420272702047e-02      -4.541340691398e+01       3.242954083929e-09       2.117368531736e-06      -1.373361287700e-07 
 1423       8.301672992514e+02       1.437081826594e+01       8.417747214333e-02      -4.485573996670e+01       3.238397700603e-09       2.111159152786e-06      -1.346849412511e-07 
 1424       8.301628101889e+02       1.424652648000e+01       8.415183009087e-02      -4.429189564421e+01       3.233849493974e-09       2.104923249606e-06      -1.320313010938e-07 
 1425       8.301159030057e+02       1.412459876520e+01       8.412578914933e-02      -4.372210499085e+01       3.229309439161e-09       2.098672119188e-06      -1.293753547661e-07 
