# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  290       4.506914890400e+03       7.381235674133e+00       2.884516734888e-02       1.149967210593e+02       3.825084437971e-08       8.450626010526e-05       1.499841597044e-06 
  291       4.473710113300e+03       7.546559605764e+00       2.900079978569e-02       1.157108959309e+02       3.809868547814e-08       8.370183177615e-05       1.517211457945e-06 
  292       4.440323420005e+03       7.713435458248e+00       2.915576409978e-02       1.163910527967e+02       3.794769412727e-08       8.289770335199e-05       1.534342120261e-06 
  293       4.406765069867e+03       7.881818565614e+00       2.931005489027e-02       1.170368684576e+02       3.779790520326e-08       8.209420202071e-05       1.551235347889e-06 
  294       4.373045475964e+03       8.051662904125e+00       2.946366701062e-02       1.176480260462e+02       3.764934636921e-08       8.129165610317e-05       1.567893272084e-06 
  295       4.339175205693e+03       8.222921080968e+00       2.961659557170e-02       1.182242151238e+02       3.750203776916e-08       8.049039496128e-05       1.584318399527e-06 
  296       4.305164981372e+03       8.395544322944e+00       2.976883594487e-02       1.187651317761e+02       3.735599171703e-08       7.969074890503e-05       1.600513620453e-06 
  297       4.271025680833e+03       8.569482465150e+00       2.992038376506e-02       1.192704787100e+02       3.721121238023e-08       7.889304909835e-05       1.616482216843e-06 
  298       4.236768338025e+03       8.744683939672e+00       3.007123493379e-02       1.197399653499e+02       3.706769545804e-08       7.809762746398e-05       1.632227870678e-06 
  299       4.202404143605e+03       8.921095764268e+00       3.022138562227e-02       1.201733079338e+02       3.692542785475e-08       7.730481658717e-05       1.647754672250e-06 
  300       4.167944445543e+03       9.098663531063e+00       3.037083227448e-02       1.205702296103e+02       3.678438734732e-08       7.651494961829e-05       1.663067128540e-06 
  301       4.133400749713e+03       9.277331395230e+00       3.051957161017e-02       1.209304605341e+02       3.664454224781e-08       7.572836017442e-05       1.678170171647e-06 
  302       4.098784720497e+03       9.457042063681e+00       3.066760062799e-02       1.212537379632e+02       3.650585106035e-08       7.494538223972e-05       1.693069167291e-06 
  303       4.064108181374e+03       9.637736783755e+00       3.081491660855e-02       1.215398063547e+02       3.636826213262e-08       7.416635006481e-05       1.707769923368e-06 
  304       4.029383115527e+03       9.819355331904e+00       3.096151711743e-02       1.217884174616e+02       3.623171330195e-08       7.339159806499e-05       1.722278698566e-06 
  305       3.994621666435e+03       1.000183600239e+01       3.110740000831e-02       1.219993304286e+02       3.609613153584e-08       7.262146071741e-05       1.736602211051e-06 
  306       3.959836138471e+03       1.018511559594e+01       3.125256342600e-02       1.221723118893e+02       3.596143256692e-08       7.185627245711e-05       1.750747647199e-06 
  307       3.925038997501e+03       1.036912940850e+01       3.139700580951e-02       1.223071360618e+02       3.582752052242e-08       7.109636757199e-05       1.764722670406e-06 
  308       3.890242871482e+03       1.055381121985e+01       3.154072589512e-02       1.224035848453e+02       3.569428754792e-08       7.034208009663e-05       1.778535429946e-06 
  309       3.855460551058e+03       1.073909328233e+01       3.168372271944e-02       1.224614479168e+02       3.556161342550e-08       6.959374370513e-05       1.792194569895e-06 
  310       3.820704990157e+03       1.092490630953e+01       3.182599562250e-02       1.224805228271e+02       3.542936518619e-08       6.885169160268e-05       1.805709238119e-06 
  311       3.785989306592e+03       1.111117946496e+01       3.196754425075e-02       1.224606150973e+02       3.529739671674e-08       6.811625641624e-05       1.819089095316e-06 
  312       3.751325889716e+03       1.129784394770e+01       3.210836923504e-02       1.224015717434e+02       3.516558786308e-08       6.738772970523e-05       1.832341939223e-06 
  313       3.716723676413e+03       1.148484395634e+01       3.224847425264e-02       1.223033833717e+02       3.503396659781e-08       6.666623760290e-05       1.845466375329e-06 
  314       3.682190749882e+03       1.167212621169e+01       3.238786406685e-02       1.221660870086e+02       3.490259734660e-08       6.595185632812e-05       1.858458655285e-06 
  315       3.647735220685e+03       1.185963639876e+01       3.252654386467e-02       1.219897332368e+02       3.477154236580e-08       6.524465153018e-05       1.871315016746e-06 
  316       3.613365226246e+03       1.204731915996e+01       3.266451926069e-02       1.217743863327e+02       3.464086161876e-08       6.454467802313e-05       1.884031683824e-06 
  317       3.579088930350e+03       1.223511808811e+01       3.280179630101e-02       1.215201244033e+02       3.451061264998e-08       6.385197951803e-05       1.896604867535e-06 
  318       3.544914522646e+03       1.242297571964e+01       3.293838146711e-02       1.212270395243e+02       3.438085045719e-08       6.316658835322e-05       1.909030766257e-06 
  319       3.510850218148e+03       1.261083352764e+01       3.307428167975e-02       1.208952378773e+02       3.425162736115e-08       6.248852522252e-05       1.921305566192e-06 
  320       3.476904256731e+03       1.279863191498e+01       3.320950430286e-02       1.205248398872e+02       3.412299287329e-08       6.181779890132e-05       1.933425441830e-06 
  321       3.443084902635e+03       1.298631020742e+01       3.334405714744e-02       1.201159803597e+02       3.399499356117e-08       6.115440597074e-05       1.945386556423e-06 
  322       3.409400443966e+03       1.317380664673e+01       3.347794847547e-02       1.196688086186e+02       3.386767291167e-08       6.049833053963e-05       1.957185062457e-06 
  323       3.375859192191e+03       1.336105838378e+01       3.361118700377e-02       1.191834886436e+02       3.374107119199e-08       5.984954396460e-05       1.968817102135e-06 
  324       3.342469481646e+03       1.354800147166e+01       3.374378190792e-02       1.186601992075e+02       3.361522530829e-08       5.920800456793e-05       1.980278807862e-06 
  325       3.309239669030e+03       1.373457085878e+01       3.387574282616e-02       1.180991340137e+02       3.349016866224e-08       5.857365735351e-05       1.991566302732e-06 
  326       3.276178132909e+03       1.392070038197e+01       3.400707986325e-02       1.175005018334e+02       3.336593100512e-08       5.794643372066e-05       2.002675701027e-06 
  327       3.243293273215e+03       1.410632275962e+01       3.413780359440e-02       1.168645266436e+02       3.324253828973e-08       5.732625117595e-05       2.013603108714e-06 
  328       3.210593510745e+03       1.429136958475e+01       3.426792506915e-02       1.161914477641e+02       3.312001251992e-08       5.671301304296e-05       2.024344623948e-06 
  329       3.178087286666e+03       1.447577131814e+01       3.439745581527e-02       1.154815199951e+02       3.299837159787e-08       5.610660816998e-05       2.034896337586e-06 
  330       3.145783062008e+03       1.465945728143e+01       3.452640784264e-02       1.147350137547e+02       3.287762916897e-08       5.550691063564e-05       2.045254333695e-06 
  331       3.113689317173e+03       1.484235565022e+01       3.465479364715e-02       1.139522152161e+02       3.275779446437e-08       5.491377945258e-05       2.055414690073e-06 
  332       3.081814551428e+03       1.502439344722e+01       3.478262621463e-02       1.131334264454e+02       3.263887214117e-08       5.432705826896e-05       2.065373478776e-06 
  333       3.050167282408e+03       1.520549653529e+01       3.490991902466e-02       1.122789655389e+02       3.252086212025e-08       5.374657506798e-05       2.075126766641e-06 
  334       3.018756045619e+03       1.538558961060e+01       3.503668605458e-02       1.113891667604e+02       3.240375942163e-08       5.317214186538e-05       2.084670615819e-06 
  335       2.987589393934e+03       1.556459619571e+01       3.516294178326e-02       1.104643806790e+02       3.228755399751e-08       5.260355440481e-05       2.094001084318e-06 
  336       2.956675897096e+03       1.574243863270e+01       3.528870119511e-02       1.095049743061e+02       3.217223056282e-08       5.204059185121e-05       2.103114226540e-06 
  337       2.926024141218e+03       1.591903807627e+01       3.541397978389e-02       1.085113312331e+02       3.205776842342e-08       5.148301648216e-05       2.112006093832e-06 
  338       2.895642728282e+03       1.609431448683e+01       3.553879355663e-02       1.074838517691e+02       3.194414130170e-08       5.093057337710e-05       2.120672735037e-06 
  339       2.865540275642e+03       1.626818662363e+01       3.566315903756e-02       1.064229530777e+02       3.183131715988e-08       5.038299010460e-05       2.129110197048e-06 
  340       2.835725415521e+03       1.644057203787e+01       3.578709327195e-02       1.053290693152e+02       3.171925802074e-08       4.983997640748e-05       2.137314525376e-06 
  341       2.806206794514e+03       1.661138706577e+01       3.591061383003e-02       1.042026517673e+02       3.160791978584e-08       4.930122388599e-05       2.145281764711e-06 
  342       2.776993073088e+03       1.678054682174e+01       3.603373881090e-02       1.030441689873e+02       3.149725205130e-08       4.876640567887e-05       2.153007959494e-06 
  343       2.748092925081e+03       1.694796519143e+01       3.615648684638e-02       1.018541069330e+02       3.138719792101e-08       4.823517614233e-05       2.160489154497e-06 
  344       2.719515037203e+03       1.711355482486e+01       3.627887710496e-02       1.006329691042e+02       3.127769381730e-08       4.770717052711e-05       2.167721395397e-06 
  345       2.691268108537e+03       1.727722712955e+01       3.640092929564e-02       9.938127668048e+01       3.116866928910e-08       4.718200465335e-05       2.174700729370e-06 
  346       2.663360850039e+03       1.743889226359e+01       3.652266367188e-02       9.809956865841e+01       3.106004681751e-08       4.665927458349e-05       2.181423205674e-06 
  347       2.635801984037e+03       1.759845912876e+01       3.664410103545e-02       9.678840198898e+01       3.095174161876e-08       4.613855629312e-05       2.187884876248e-06 
  348       2.608600243735e+03       1.775583536367e+01       3.676526274032e-02       9.544835171512e+01       3.084366144466e-08       4.561940533975e-05       2.194081796311e-06 
  349       2.581763623826e+03       1.791093575738e+01       3.688616927884e-02       9.407998355702e+01       3.073573095926e-08       4.510145548627e-05       2.200010581403e-06 
  350       2.555297099022e+03       1.806370789031e+01       3.700683596726e-02       9.268377013002e+01       3.062796753097e-08       4.458472205066e-05       2.205670115621e-06 
  351       2.529204809778e+03       1.821410754493e+01       3.712727708859e-02       9.126017151579e+01       3.052041130906e-08       4.406931675590e-05       2.211059950727e-06 
  352       2.503490801400e+03       1.836209038264e+01       3.724750729670e-02       8.980966261045e+01       3.041310113894e-08       4.355535041629e-05       2.216179761477e-06 
  353       2.478159022801e+03       1.850761194517e+01       3.736754161882e-02       8.833273323489e+01       3.030607449761e-08       4.304293289094e-05       2.221029347902e-06 
  354       2.453213325275e+03       1.865062765596e+01       3.748739545803e-02       8.682988824522e+01       3.019936742811e-08       4.253217303696e-05       2.225608637610e-06 
  355       2.428657461254e+03       1.879109282153e+01       3.760708459576e-02       8.530164764311e+01       3.009301447288e-08       4.202317866218e-05       2.229917688091e-06 
  356       2.404495083077e+03       1.892896263286e+01       3.772662519431e-02       8.374854668617e+01       2.998704860627e-08       4.151605647758e-05       2.233956689046e-06 
  357       2.380729741751e+03       1.906419216680e+01       3.784603379933e-02       8.217113599835e+01       2.988150116587e-08       4.101091204929e-05       2.237725964724e-06 
  358       2.357364885721e+03       1.919673638741e+01       3.796532734236e-02       8.056998168032e+01       2.977640178291e-08       4.050784975019e-05       2.241225976276e-06 
  359       2.334403859629e+03       1.932655014734e+01       3.808452314327e-02       7.894566541985e+01       2.967177831159e-08       4.000697271119e-05       2.244457324125e-06 
  360       2.311849903083e+03       1.945358818927e+01       3.820363891281e-02       7.729878460219e+01       2.956765675744e-08       3.950838277208e-05       2.247420750342e-06 
  361       2.289706149419e+03       1.957780514720e+01       3.832269275510e-02       7.562995242044e+01       2.946406120453e-08       3.901218043204e-05       2.250117141050e-06 
  362       2.267975624466e+03       1.969915554791e+01       3.844170317012e-02       7.393979798596e+01       2.936101374172e-08       3.851846479974e-05       2.252547528825e-06 
  363       2.246661245311e+03       1.981759381229e+01       3.856068905624e-02       7.222896643873e+01       2.925853438783e-08       3.802733354305e-05       2.254713095129e-06 
  364       2.225765819066e+03       1.993307425675e+01       3.867966971269e-02       7.049811905775e+01       2.915664101577e-08       3.753888283843e-05       2.256615172740e-06 
  365       2.205292041628e+03       2.004555109457e+01       3.879866484206e-02       6.874793337138e+01       2.905534927557e-08       3.705320731989e-05       2.258255248213e-06 
  366       2.185242496448e+03       2.015497843732e+01       3.891769455284e-02       6.697910326780e+01       2.895467251634e-08       3.657040002756e-05       2.259634964340e-06 
  367       2.165619653292e+03       2.026131029620e+01       3.903677936188e-02       6.519233910530e+01       2.885462170721e-08       3.609055235593e-05       2.260756122633e-06 
  368       2.146425867008e+03       2.036450058345e+01       3.915594019692e-02       6.338836782275e+01       2.875520535715e-08       3.561375400165e-05       2.261620685823e-06 
  369       2.127663376291e+03       2.046450311371e+01       3.927519839907e-02       6.156793304989e+01       2.865642943364e-08       3.514009291104e-05       2.262230780362e-06 
  370       2.109334302445e+03       2.056127160542e+01       3.939457572533e-02       5.973179521782e+01       2.855829728041e-08       3.466965522711e-05       2.262588698952e-06 
  371       2.091440648152e+03       2.065475968217e+01       3.951409435109e-02       5.788073166928e+01       2.846080953389e-08       3.420252523626e-05       2.262696903081e-06 
  372       2.073984296231e+03       2.074492087410e+01       3.963377687259e-02       5.601553676909e+01       2.836396403868e-08       3.373878531465e-05       2.262558025574e-06 
  373       2.056967008408e+03       2.083170861931e+01       3.975364630951e-02       5.413702201452e+01       2.826775576189e-08       3.327851587407e-05       2.262174873160e-06 
  374       2.040390424077e+03       2.091507626518e+01       3.987372610737e-02       5.224601614567e+01       2.817217670631e-08       3.282179530751e-05       2.261550429052e-06 
  375       2.024256059066e+03       2.099497706979e+01       3.999404014012e-02       5.034336525586e+01       2.807721582251e-08       3.236869993438e-05       2.260687855539e-06 
  376       2.008565304403e+03       2.107136420327e+01       4.011461271256e-02       4.842993290200e+01       2.798285891981e-08       3.191930394524e-05       2.259590496598e-06 
  377       1.993319425078e+03       2.114419074924e+01       4.023546856293e-02       4.650660021497e+01       2.788908857605e-08       3.147367934629e-05       2.258261880516e-06 
  378       1.978519558810e+03       2.121340970611e+01       4.035663286532e-02       4.457426601001e+01       2.779588404632e-08       3.103189590334e-05       2.256705722522e-06 
  379       1.964166714809e+03       2.127897398852e+01       4.047813123224e-02       4.263384689711e+01       2.770322117047e-08       3.059402108551e-05       2.254925927445e-06 
  380       1.950261772543e+03       2.134083642870e+01       4.059998971711e-02       4.068627739139e+01       2.761107227947e-08       3.016012000850e-05       2.252926592375e-06 
  381       1.936805480503e+03       2.139894977784e+01       4.072223481672e-02       3.873251002345e+01       2.751940610068e-08       2.973025537749e-05       2.250712009340e-06 
  382       1.923798454966e+03       2.145326670749e+01       4.084489347377e-02       3.677351544981e+01       2.742818766184e-08       2.930448742965e-05       2.248286668007e-06 
  383       1.911241178759e+03       2.150373981094e+01       4.096799307939e-02       3.481028256323e+01       2.733737819402e-08       2.888287387629e-05       2.245655258382e-06 
  384       1.899134000025e+03       2.155032160457e+01       4.109156147557e-02       3.284381860315e+01       2.724693503329e-08       2.846546984461e-05       2.242822673536e-06 
  385       1.887477130990e+03       2.159296452926e+01       4.121562695775e-02       3.087514926602e+01       2.715681152126e-08       2.805232781912e-05       2.239794012338e-06 
  386       1.876270646723e+03       2.163162095176e+01       4.134021827724e-02       2.890531881572e+01       2.706695690443e-08       2.764349758256e-05       2.236574582208e-06 
  387       1.865514483903e+03       2.166624316608e+01       4.146536464378e-02       2.693539019392e+01       2.697731623231e-08       2.723902615662e-05       2.233169901881e-06 
  388       1.855208325988e+03       2.169679193716e+01       4.159109251102e-02       2.496635469718e+01       2.688784497344e-08       2.683895487054e-05       2.229584691028e-06 
  389       1.845351256509e+03       2.172326248144e+01       4.171741579533e-02       2.299885705816e+01       2.679855428521e-08       2.644331050844e-05       2.225819770837e-06 
  390       1.835942090382e+03       2.174565946085e+01       4.184434529603e-02       2.103346029745e+01       2.670946891302e-08       2.605211354921e-05       2.221874995380e-06 
  391       1.826979485013e+03       2.176398853636e+01       4.197189187930e-02       1.907073526673e+01       2.662061273621e-08       2.566538092611e-05       2.217750249594e-06 
  392       1.818461938971e+03       2.177825637619e+01       4.210006647812e-02       1.711126068715e+01       2.653200873187e-08       2.528312595865e-05       2.213445449671e-06 
  393       1.810387790661e+03       2.178847066395e+01       4.222888009221e-02       1.515562318792e+01       2.644367893804e-08       2.490535828391e-05       2.208960543460e-06 
  394       1.802755217002e+03       2.179464010684e+01       4.235834378797e-02       1.320441734469e+01       2.635564441656e-08       2.453208378757e-05       2.204295510857e-06 
  395       1.795562232098e+03       2.179677444379e+01       4.248846869844e-02       1.125824571812e+01       2.626792521523e-08       2.416330453445e-05       2.199450364210e-06 
  396       1.788806685915e+03       2.179488445366e+01       4.261926602322e-02       9.317718892292e+00       2.618054032964e-08       2.379901869864e-05       2.194425148714e-06 
  397       1.782486262952e+03       2.178898196341e+01       4.275074702846e-02       7.383455513241e+00       2.609350766436e-08       2.343922049325e-05       2.189219942818e-06 
  398       1.776598480919e+03       2.177907985626e+01       4.288292304673e-02       5.456082327412e+00       2.600684399370e-08       2.308390009974e-05       2.183834858627e-06 
  399       1.771140689408e+03       2.176519207985e+01       4.301580547704e-02       3.536234220153e+00       2.592056492193e-08       2.273304359678e-05       2.178270042306e-06 
  400       1.766110068572e+03       2.174733365445e+01       4.314940578473e-02       1.624554254192e+00       2.583468484297e-08       2.238663288877e-05       2.172525674491e-06 
  401       1.761503627793e+03       2.172552068108e+01       4.328373550145e-02      -2.783062918787e-01       2.574921689957e-08       2.204464563389e-05       2.166601970696e-06 
  402       1.757318204361e+03       2.169977034975e+01       4.341880622508e-02      -2.171687885121e+00       2.566417294199e-08       2.170705517178e-05       2.160499181726e-06 
  403       1.753550462148e+03       2.167010094757e+01       4.355462961967e-02      -4.054922699768e+00       2.557956348613e-08       2.137383045075e-05       2.154217594085e-06 
  404       1.750196890279e+03       2.163653186693e+01       4.369121741541e-02      -5.927334578743e+00       2.549539767113e-08       2.104493595466e-05       2.147757530395e-06 
  405       1.747253801811e+03       2.159908361372e+01       4.382858140857e-02      -7.788238995173e+00       2.541168321647e-08       2.072033162926e-05       2.141119349813e-06 
  406       1.744717332404e+03       2.155777781543e+01       4.396673346141e-02      -9.636943013914e+00       2.532842637850e-08       2.039997280824e-05       2.134303448442e-06 
  407       1.742583438996e+03       2.151263722941e+01       4.410568550215e-02      -1.147274525306e+01       2.524563190649e-08       2.008381013882e-05       2.127310259759e-06 
  408       1.740847898479e+03       2.146368575093e+01       4.424544952493e-02      -1.329493584548e+01       2.516330299805e-08       1.977178950686e-05       2.120140255031e-06 
  409       1.739506306370e+03       2.141094842148e+01       4.438603758972e-02      -1.510279640029e+01       2.508144125413e-08       1.946385196168e-05       2.112793943738e-06 
  410       1.738554075488e+03       2.135445143681e+01       4.452746182228e-02      -1.689559996443e+01       2.500004663339e-08       1.915993364035e-05       2.105271874002e-06 
  411       1.737986434630e+03       2.129422215523e+01       4.466973441412e-02      -1.867261098415e+01       2.491911740604e-08       1.885996569165e-05       2.097574633008e-06 
  412       1.737798427241e+03       2.123028910566e+01       4.481286762239e-02      -2.043308526651e+01       2.483865010715e-08       1.856387419953e-05       2.089702847436e-06 
  413       1.737984910089e+03       2.116268199591e+01       4.495687376990e-02      -2.217626994096e+01       2.475863948941e-08       1.827158010627e-05       2.081657183890e-06 
  414       1.738540551944e+03       2.109143172078e+01       4.510176524500e-02      -2.390140342076e+01       2.467907847532e-08       1.798299913510e-05       2.073438349330e-06 
  415       1.739459832247e+03       2.101657037025e+01       4.524755450156e-02      -2.560771536461e+01       2.459995810887e-08       1.769804171250e-05       2.065047091504e-06 
  416       1.740737039786e+03       2.093813123766e+01       4.539425405890e-02      -2.729442663808e+01       2.452126750656e-08       1.741661289003e-05       2.056484199383e-06 
  417       1.742366271373e+03       2.085614882789e+01       4.554187650174e-02      -2.896074927517e+01       2.444299380798e-08       1.713861226577e-05       2.047750503601e-06 
  418       1.744341430513e+03       2.077065886551e+01       4.569043448012e-02      -3.060588643981e+01       2.436512212576e-08       1.686393390536e-05       2.038846876890e-06 
  419       1.746656226085e+03       2.068169830296e+01       4.583994070939e-02      -3.222903238740e+01       2.428763549494e-08       1.659246626257e-05       2.029774234523e-06 
  420       1.749304171009e+03       2.058930532874e+01       4.599040797013e-02      -3.382937242629e+01       2.421051482185e-08       1.632409209952e-05       2.020533534753e-06 
  421       1.752278580926e+03       2.049351937554e+01       4.614184910806e-02      -3.540608287936e+01       2.413373883231e-08       1.605868840643e-05       2.011125779260e-06 
  422       1.755572572871e+03       2.039438112845e+01       4.629427703404e-02      -3.695833104545e+01       2.405728401936e-08       1.579612632101e-05       2.001552013593e-06 
  423       1.759179063946e+03       2.029193253313e+01       4.644770472399e-02      -3.848527516097e+01       2.398112459032e-08       1.553627104738e-05       1.991813327622e-06 
  424       1.763090769995e+03       2.018621680396e+01       4.660214521883e-02      -3.998606436134e+01       2.390523241336e-08       1.527898177462e-05       1.981910855983e-06 
  425       1.767300204279e+03       2.007727843221e+01       4.675761162443e-02      -4.145983864257e+01       2.382957696341e-08       1.502411159486e-05       1.971845778529e-06 
  426       1.771799676148e+03       1.996516319425e+01       4.691411711153e-02      -4.290572882273e+01       2.375412526757e-08       1.477150742104e-05       1.961619320783e-06 
  427       1.776581913602e+03       1.984991969905e+01       4.707167202369e-02      -4.432296164495e+01       2.367885083347e-08       1.452104449106e-05       1.951232725997e-06 
  428       1.781641956979e+03       1.973160407209e+01       4.723027509259e-02      -4.571117910307e+01       2.360376121925e-08       1.427273199190e-05       1.940687168814e-06 
  429       1.786975327088e+03       1.961027544693e+01       4.738992192374e-02      -4.707012990431e+01       2.352887222317e-08       1.402661265182e-05       1.929983838098e-06 
  430       1.792577406228e+03       1.948599444930e+01       4.755060785956e-02      -4.839956533988e+01       2.345419904557e-08       1.378272862115e-05       1.919123965339e-06 
  431       1.798443437278e+03       1.935882320636e+01       4.771232797739e-02      -4.969923931555e+01       2.337975626742e-08       1.354112145659e-05       1.908108825054e-06 
  432       1.804568522778e+03       1.922882535584e+01       4.787507708759e-02      -5.096890838215e+01       2.330555782843e-08       1.330183210558e-05       1.896939735196e-06 
  433       1.810947624012e+03       1.909606605525e+01       4.803884973155e-02      -5.220833176619e+01       2.323161700500e-08       1.306490089048e-05       1.885618057561e-06 
  434       1.817575560096e+03       1.896061199105e+01       4.820364017976e-02      -5.341727140037e+01       2.315794638790e-08       1.283036749268e-05       1.874145198197e-06 
  435       1.824447007057e+03       1.882253138783e+01       4.836944242982e-02      -5.459549195414e+01       2.308455785965e-08       1.259827093661e-05       1.862522607812e-06 
  436       1.831556496920e+03       1.868189401748e+01       4.853625020453e-02      -5.574276086427e+01       2.301146257160e-08       1.236864957365e-05       1.850751782189e-06 
  437       1.838898416793e+03       1.853877120841e+01       4.870405694987e-02      -5.685884836541e+01       2.293867092084e-08       1.214154106595e-05       1.838834262599e-06 
  438       1.846467007948e+03       1.839323585470e+01       4.887285583314e-02      -5.794352752062e+01       2.286619252672e-08       1.191698237018e-05       1.826771636214e-06 
  439       1.854256364906e+03       1.824536242529e+01       4.904263974090e-02      -5.899657425195e+01       2.279403620718e-08       1.169500972113e-05       1.814565536526e-06 
  440       1.862260434522e+03       1.809522697319e+01       4.921340127709e-02      -6.001776737097e+01       2.272220995474e-08       1.147565861523e-05       1.802217643760e-06 
  441       1.870473015069e+03       1.794290714460e+01       4.938513276104e-02      -6.100688860935e+01       2.265072091230e-08       1.125896379402e-05       1.789729685299e-06 
  442       1.878887755320e+03       1.778848218815e+01       4.955782622555e-02      -6.196372264940e+01       2.257957534854e-08       1.104495922748e-05       1.777103436101e-06 
  443       1.887498153634e+03       1.763203296407e+01       4.973147341487e-02      -6.288805715463e+01       2.250877863317e-08       1.083367809725e-05       1.764340719123e-06 
  444       1.896297557040e+03       1.747364195337e+01       4.990606578282e-02      -6.377968280030e+01       2.243833521180e-08       1.062515277980e-05       1.751443405743e-06 
  445       1.905279160319e+03       1.731339326698e+01       5.008159449077e-02      -6.463839330398e+01       2.236824858057e-08       1.041941482948e-05       1.738413416185e-06 
  446       1.914436005090e+03       1.715137265503e+01       5.025805040574e-02      -6.546398545611e+01       2.229852126053e-08       1.021649496146e-05       1.725252719950e-06 
  447       1.923760978893e+03       1.698766751592e+01       5.043542409841e-02      -6.625625915054e+01       2.222915477163e-08       1.001642303460e-05       1.711963336235e-06 
  448       1.933246814274e+03       1.682236690560e+01       5.061370584116e-02      -6.701501741511e+01       2.216014960655e-08       9.819228034228e-06       1.698547334373e-06 
  449       1.942886087868e+03       1.665556154667e+01       5.079288560616e-02      -6.774006644216e+01       2.209150520416e-08       9.624938054767e-06       1.685006834257e-06 
  450       1.952671219482e+03       1.648734383763e+01       5.097295306336e-02      -6.843121561914e+01       2.202321992273e-08       9.433580282343e-06       1.671344006772e-06 
  451       1.962594471182e+03       1.631780786202e+01       5.115389757856e-02      -6.908827755913e+01       2.195529101283e-08       9.245180977247e-06       1.657561074235e-06 
  452       1.972647946374e+03       1.614704939763e+01       5.133570821146e-02      -6.971106813140e+01       2.188771458993e-08       9.059765456308e-06       1.643660310825e-06 
  453       1.982823588889e+03       1.597516592565e+01       5.151837371371e-02      -7.029940649198e+01       2.182048560677e-08       8.877358075186e-06       1.629644043019e-06 
  454       1.993113182069e+03       1.580225663989e+01       5.170188252693e-02      -7.085311511420e+01       2.175359782535e-08       8.697982210550e-06       1.615514650036e-06 
  455       2.003508347847e+03       1.562842245593e+01       5.188622278078e-02      -7.137201981923e+01       2.168704378867e-08       8.521660242175e-06       1.601274564272e-06 
  456       2.014000545835e+03       1.545376602033e+01       5.207138229097e-02      -7.185594980669e+01       2.162081479220e-08       8.348413534931e-06       1.586926271743e-06 
  457       2.024581072405e+03       1.527839171979e+01       5.225734855735e-02      -7.230473768515e+01       2.155490085500e-08       8.178262420687e-06       1.572472312525e-06 
  458       2.035241059773e+03       1.510240569035e+01       5.244410876194e-02      -7.271821950268e+01       2.148929069058e-08       8.011226180111e-06       1.557915281203e-06 
  459       2.045971475088e+03       1.492591582656e+01       5.263164976696e-02      -7.309623477748e+01       2.142397167741e-08       7.847323024372e-06       1.543257827314e-06 
  460       2.056763119507e+03       1.474903179067e+01       5.281995811286e-02      -7.343862652834e+01       2.135892982924e-08       7.686570076761e-06       1.528502655791e-06 
  461       2.067606627289e+03       1.457186502180e+01       5.300902001643e-02      -7.374524130527e+01       2.129414976495e-08       7.528983354193e-06       1.513652527417e-06 
  462       2.078492464870e+03       1.439452874515e+01       5.319882136878e-02      -7.401592922000e+01       2.122961467826e-08       7.374577748635e-06       1.498710259273e-06 
  463       2.089410929954e+03       1.421713798115e+01       5.338934773341e-02      -7.425054397657e+01       2.116530630705e-08       7.223367008423e-06       1.483678725187e-06 
  464       2.100352150593e+03       1.403980955467e+01       5.358058434425e-02      -7.444894290188e+01       2.110120490236e-08       7.075363719488e-06       1.468560856191e-06 
  465       2.111306084271e+03       1.386266210418e+01       5.377251610372e-02      -7.461098697623e+01       2.103728919715e-08       6.930579286489e-06       1.453359640971e-06 
  466       2.122263570397e+03       1.368580829926e+01       5.396512708578e-02      -7.473660127457e+01       2.097354219432e-08       6.789020888370e-06       1.438077838914e-06 
  467       2.133219525772e+03       1.350933120715e+01       5.415839903201e-02      -7.482595830321e+01       2.090996899416e-08       6.650682226876e-06       1.422717103508e-06 
  468       2.144169847014e+03       1.333330720693e+01       5.435231280478e-02      -7.487930044325e+01       2.084658001289e-08       6.515552308604e-06       1.407278818892e-06 
  469       2.155110365828e+03       1.315781371943e+01       5.454684887572e-02      -7.489688012059e+01       2.078338524900e-08       6.383618407443e-06       1.391764383569e-06 
  470       2.166036848671e+03       1.298292921210e+01       5.474198732356e-02      -7.487895986983e+01       2.072039427008e-08       6.254866040182e-06       1.376175210391e-06 
  471       2.176944996418e+03       1.280873320393e+01       5.493770783183e-02      -7.482581239811e+01       2.065761619940e-08       6.129278941990e-06       1.360512726541e-06 
  472       2.187830444026e+03       1.263530627031e+01       5.513398968670e-02      -7.473772064901e+01       2.059505970235e-08       6.006839041788e-06       1.344778373510e-06 
  473       2.198688760198e+03       1.246273004790e+01       5.533081177469e-02      -7.461497786640e+01       2.053273297277e-08       5.887526437496e-06       1.328973607082e-06 
