# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  644       1.898710581111e+03       3.281043646679e+01       0.000000000000e+00      -3.662114730627e+00       1.290592803369e-08       7.545825180743e-06      -1.091402733779e-06 
  645       1.892912129032e+03       3.305853224261e+01       0.000000000000e+00      -5.127854853265e+00       1.287474200356e-08       7.602227320208e-06      -1.097144575882e-06 
  646       1.887274101215e+03       3.330275028269e+01       0.000000000000e+00      -6.614319062057e+00       1.284368257185e-08       7.658334466127e-06      -1.102753527146e-06 
  647       1.881799556671e+03       3.354297861357e+01       0.000000000000e+00      -8.120885541351e+00       1.281274864704e-08       7.714144185208e-06      -1.108231750994e-06 
  648       1.876491575042e+03       3.377910427693e+01       0.000000000000e+00      -9.646923521304e+00       1.278193895551e-08       7.769654084520e-06      -1.113581476787e-06 
  649       1.871353256651e+03       3.401101332636e+01       0.000000000000e+00      -1.119179324204e+01       1.275125203850e-08       7.824861812062e-06      -1.118805000400e-06 
  650       1.866387722563e+03       3.423859082407e+01       0.000000000000e+00      -1.275484591782e+01       1.272068624910e-08       7.879765057326e-06      -1.123904684803e-06 
  651       1.861598114635e+03       3.446172083766e+01       0.000000000000e+00      -1.433542370118e+01       1.269023974919e-08       7.934361551868e-06      -1.128882960643e-06 
  652       1.856987595570e+03       3.468028643687e+01       0.000000000000e+00      -1.593285964711e+01       1.265991050636e-08       7.988649069878e-06      -1.133742326823e-06 
  653       1.852559348978e+03       3.489416969031e+01       0.000000000000e+00      -1.754647767722e+01       1.262969629080e-08       8.042625428750e-06      -1.138485351091e-06 
  654       1.848316579423e+03       3.510325166223e+01       0.000000000000e+00      -1.917559254387e+01       1.259959467218e-08       8.096288489663e-06      -1.143114670625e-06 
  655       1.844262512485e+03       3.530741240924e+01       0.000000000000e+00      -2.081950979435e+01       1.256960301653e-08       8.149636158152e-06      -1.147632992624e-06 
  656       1.840400394810e+03       3.550653097711e+01       0.000000000000e+00      -2.247752573507e+01       1.253971848303e-08       8.202666384691e-06      -1.152043094894e-06 
  657       1.836733494164e+03       3.570048539744e+01       0.000000000000e+00      -2.414892739565e+01       1.250993802084e-08       8.255377165275e-06      -1.156347826447e-06 
  658       1.833265099494e+03       3.588915268449e+01       0.000000000000e+00      -2.583299249312e+01       1.248025836592e-08       8.307766542001e-06      -1.160550108088e-06 
  659       1.829998520976e+03       3.607240883185e+01       0.000000000000e+00      -2.752898939611e+01       1.245067603772e-08       8.359832603656e-06      -1.164652933020e-06 
  660       1.826937090074e+03       3.625012880927e+01       0.000000000000e+00      -2.923617708896e+01       1.242118733600e-08       8.411573486302e-06      -1.168659367432e-06 
  661       1.824083540310e+03       3.642220372035e+01       0.000000000000e+00      -3.095382742846e+01       1.239178931113e-08       8.462987049854e-06      -1.172571681493e-06 
  662       1.821438134487e+03       3.658859269788e+01       0.000000000000e+00      -3.268129252540e+01       1.236248272898e-08       8.514069894841e-06      -1.176388709497e-06 
  663       1.819000496274e+03       3.674927214648e+01       0.000000000000e+00      -3.441793877800e+01       1.233326922996e-08       8.564818314331e-06      -1.180108403701e-06 
  664       1.816770225641e+03       3.690421868667e+01       0.000000000000e+00      -3.616312468425e+01       1.230415036538e-08       8.615228615349e-06      -1.183728695965e-06 
  665       1.814746898740e+03       3.705340915628e+01       0.000000000000e+00      -3.791620081217e+01       1.227512759569e-08       8.665297119205e-06      -1.187247497642e-06 
  666       1.812930067788e+03       3.719682061196e+01       0.000000000000e+00      -3.967650977007e+01       1.224620228869e-08       8.715020161827e-06      -1.190662699463e-06 
  667       1.811319260956e+03       3.733443033059e+01       0.000000000000e+00      -4.144338617682e+01       1.221737571781e-08       8.764394094097e-06      -1.193972171424e-06 
  668       1.809913982253e+03       3.746621581074e+01       0.000000000000e+00      -4.321615663217e+01       1.218864906027e-08       8.813415282180e-06      -1.197173762677e-06 
  669       1.808713711409e+03       3.759215477417e+01       0.000000000000e+00      -4.499413968696e+01       1.216002339529e-08       8.862080107865e-06      -1.200265301412e-06 
  670       1.807717903762e+03       3.771222516721e+01       0.000000000000e+00      -4.677664581343e+01       1.213149970226e-08       8.910384968898e-06      -1.203244594748e-06 
  671       1.806925990143e+03       3.782640516226e+01       0.000000000000e+00      -4.856297737550e+01       1.210307885895e-08       8.958326279326e-06      -1.206109428613e-06 
  672       1.806337376758e+03       3.793467315925e+01       0.000000000000e+00      -5.035242859900e+01       1.207476163962e-08       9.005900469832e-06      -1.208857567637e-06 
  673       1.805951445077e+03       3.803700778707e+01       0.000000000000e+00      -5.214428554200e+01       1.204654871318e-08       9.053103988079e-06      -1.211486755034e-06 
  674       1.805767551717e+03       3.813338790503e+01       0.000000000000e+00      -5.393782606506e+01       1.201844064130e-08       9.099933299050e-06      -1.213994712487e-06 
  675       1.805785028326e+03       3.822379260433e+01       0.000000000000e+00      -5.573231980146e+01       1.199043787657e-08       9.146384885395e-06      -1.216379140034e-06 
  676       1.806003181471e+03       3.830820120947e+01       0.000000000000e+00      -5.752702812755e+01       1.196254076053e-08       9.192455247777e-06      -1.218637715953e-06 
  677       1.806421292519e+03       3.838659327978e+01       0.000000000000e+00      -5.932120413299e+01       1.193474952184e-08       9.238140905215e-06      -1.220768096647e-06 
  678       1.807038617525e+03       3.845894861080e+01       0.000000000000e+00      -6.111409259098e+01       1.190706427426e-08       9.283438395434e-06      -1.222767916527e-06 
  679       1.807854387117e+03       3.852524723576e+01       0.000000000000e+00      -6.290492992862e+01       1.187948501480e-08       9.328344275214e-06      -1.224634787896e-06 
  680       1.808867806378e+03       3.858546942706e+01       0.000000000000e+00      -6.469294419709e+01       1.185201162170e-08       9.372855120743e-06      -1.226366300836e-06 
  681       1.810078054735e+03       3.863959569769e+01       0.000000000000e+00      -6.647735504201e+01       1.182464385248e-08       9.416967527965e-06      -1.227960023085e-06 
  682       1.811484285839e+03       3.868760680268e+01       0.000000000000e+00      -6.825737367366e+01       1.179738134196e-08       9.460678112938e-06      -1.229413499927e-06 
  683       1.813085627456e+03       3.872948374060e+01       0.000000000000e+00      -7.003220283725e+01       1.177022360027e-08       9.503983512185e-06      -1.230724254071e-06 
  684       1.814881181348e+03       3.876520775496e+01       0.000000000000e+00      -7.180103678322e+01       1.174317001083e-08       9.546880383051e-06      -1.231889785535e-06 
  685       1.816870023157e+03       3.879476033570e+01       0.000000000000e+00      -7.356306123752e+01       1.171621982833e-08       9.589365404062e-06      -1.232907571526e-06 
  686       1.819051202294e+03       3.881812322061e+01       0.000000000000e+00      -7.531745337184e+01       1.168937217667e-08       9.631435275283e-06      -1.233775066327e-06 
  687       1.821423741820e+03       3.883527839684e+01       0.000000000000e+00      -7.706338177393e+01       1.166262604694e-08       9.673086718677e-06      -1.234489701174e-06 
  688       1.823986638335e+03       3.884620810229e+01       0.000000000000e+00      -7.880000641783e+01       1.163598029533e-08       9.714316478470e-06      -1.235048884139e-06 
  689       1.826738861858e+03       3.885089482710e+01       0.000000000000e+00      -8.052647863420e+01       1.160943364105e-08       9.755121321508e-06      -1.235450000013e-06 
  690       1.829679355716e+03       3.884932131511e+01       0.000000000000e+00      -8.224194108052e+01       1.158298466425e-08       9.795498037627e-06      -1.235690410184e-06 
  691       1.832807036428e+03       3.884147056528e+01       0.000000000000e+00      -8.394552771144e+01       1.155663180388e-08       9.835443440017e-06      -1.235767452521e-06 
  692       1.836120793589e+03       3.882732583319e+01       0.000000000000e+00      -8.563636374900e+01       1.153037335559e-08       9.874954365584e-06      -1.235678441251e-06 
  693       1.839619489755e+03       3.880687063245e+01       0.000000000000e+00      -8.731356565290e+01       1.150420746958e-08       9.914027675327e-06      -1.235420666841e-06 
  694       1.843301960330e+03       3.878008873617e+01       0.000000000000e+00      -8.897624109084e+01       1.147813214846e-08       9.952660254700e-06      -1.234991395878e-06 
  695       1.847167013449e+03       3.874696417845e+01       0.000000000000e+00      -9.062348890870e+01       1.145214524505e-08       9.990849013987e-06      -1.234387870950e-06 
  696       1.851213429863e+03       3.870748125576e+01       0.000000000000e+00      -9.225439910088e+01       1.142624446025e-08       1.002859088867e-05      -1.233607310520e-06 
  697       1.855439962823e+03       3.866162452846e+01       0.000000000000e+00      -9.386805278057e+01       1.140042734077e-08       1.006588283982e-05      -1.232646908812e-06 
  698       1.859845337970e+03       3.860937882221e+01       0.000000000000e+00      -9.546352214997e+01       1.137469127699e-08       1.010272185443e-05      -1.231503835684e-06 
  699       1.864428253213e+03       3.855072922948e+01       0.000000000000e+00      -9.703987047063e+01       1.134903350069e-08       1.013910494585e-05      -1.230175236511e-06 
  700       1.869187120462e+03       3.848567380403e+01       0.000000000000e+00      -9.859624019933e+01       1.132345180185e-08       1.017502907517e-05      -1.228659067775e-06 
  701       1.874119285133e+03       3.841426193188e+01       0.000000000000e+00      -1.001321194705e+02       1.129794671634e-08       1.021049091209e-05      -1.226956632769e-06 
  702       1.879221790159e+03       3.833655676256e+01       0.000000000000e+00      -1.016470811059e+02       1.127251942471e-08       1.024548706737e-05      -1.225070124779e-06 
  703       1.884491632489e+03       3.825262259289e+01       0.000000000000e+00      -1.031406949436e+02       1.124717104011e-08       1.028001417138e-05      -1.223001798997e-06 
  704       1.889925762919e+03       3.816252487158e+01       0.000000000000e+00      -1.046125278295e+02       1.122190260702e-08       1.031406887449e-05      -1.220753973019e-06 
  705       1.895521085904e+03       3.806633020377e+01       0.000000000000e+00      -1.060621436098e+02       1.119671510008e-08       1.034764784733e-05      -1.218329027335e-06 
  706       1.901274459391e+03       3.796410635561e+01       0.000000000000e+00      -1.074891031222e+02       1.117160942274e-08       1.038074778114e-05      -1.215729405829e-06 
  707       1.907182694631e+03       3.785592225878e+01       0.000000000000e+00      -1.088929641880e+02       1.114658640611e-08       1.041336538815e-05      -1.212957616274e-06 
  708       1.913242556005e+03       3.774184801509e+01       0.000000000000e+00      -1.102732816039e+02       1.112164680760e-08       1.044549740180e-05      -1.210016230836e-06 
  709       1.919450760847e+03       3.762195490100e+01       0.000000000000e+00      -1.116296071339e+02       1.109679130968e-08       1.047714057719e-05      -1.206907886572e-06 
  710       1.925803979264e+03       3.749631537221e+01       0.000000000000e+00      -1.129614895010e+02       1.107202051862e-08       1.050829169133e-05      -1.203635285934e-06 
  711       1.932298833959e+03       3.736500306819e+01       0.000000000000e+00      -1.142684743793e+02       1.104733496315e-08       1.053894754349e-05      -1.200201197271e-06 
  712       1.938931900049e+03       3.722809281677e+01       0.000000000000e+00      -1.155501043855e+02       1.102273509315e-08       1.056910495558e-05      -1.196608455338e-06 
  713       1.945699704895e+03       3.708566063866e+01       0.000000000000e+00      -1.168059190708e+02       1.099822127840e-08       1.059876077241e-05      -1.192859961799e-06 
  714       1.952598727914e+03       3.693778375204e+01       0.000000000000e+00      -1.180354549131e+02       1.097379380718e-08       1.062791186209e-05      -1.188958685737e-06 
  715       1.959625400408e+03       3.678454057711e+01       0.000000000000e+00      -1.192382453083e+02       1.094945288499e-08       1.065655511633e-05      -1.184907664167e-06 
  716       1.966776105384e+03       3.662601074063e+01       0.000000000000e+00      -1.204138205624e+02       1.092519863319e-08       1.068468745081e-05      -1.180710002543e-06 
  717       1.974047177374e+03       3.646227508051e+01       0.000000000000e+00      -1.215617078835e+02       1.090103108765e-08       1.071230580549e-05      -1.176368875272e-06 
  718       1.981434902258e+03       3.629341565033e+01       0.000000000000e+00      -1.226814313733e+02       1.087695019740e-08       1.073940714495e-05      -1.171887526230e-06 
  719       1.988935517088e+03       3.611951572394e+01       0.000000000000e+00      -1.237725120191e+02       1.085295582325e-08       1.076598845879e-05      -1.167269269278e-06 
  720       1.996545209905e+03       3.594065979999e+01       0.000000000000e+00      -1.248344676857e+02       1.082904773641e-08       1.079204676188e-05      -1.162517488776e-06 
  721       2.004260119566e+03       3.575693360647e+01       0.000000000000e+00      -1.258668131072e+02       1.080522561712e-08       1.081757909479e-05      -1.157635640105e-06 
  722       2.012076335561e+03       3.556842410534e+01       0.000000000000e+00      -1.268690598785e+02       1.078148905323e-08       1.084258252409e-05      -1.152627250186e-06 
  723       2.019989897841e+03       3.537521949700e+01       0.000000000000e+00      -1.278407164478e+02       1.075783753883e-08       1.086705414271e-05      -1.147495918002e-06 
  724       2.027996796632e+03       3.517740922491e+01       0.000000000000e+00      -1.287812881078e+02       1.073427047281e-08       1.089099107028e-05      -1.142245315121e-06 
  725       2.036092972265e+03       3.497508398011e+01       0.000000000000e+00      -1.296902769880e+02       1.071078715741e-08       1.091439045350e-05      -1.136879186222e-06 
  726       2.044274314990e+03       3.476833570582e+01       0.000000000000e+00      -1.305671820460e+02       1.068738679685e-08       1.093724946647e-05      -1.131401349619e-06 
  727       2.052536664805e+03       3.455725760195e+01       0.000000000000e+00      -1.314114990601e+02       1.066406849584e-08       1.095956531105e-05      -1.125815697789e-06 
  728       2.060875811271e+03       3.434194412969e+01       0.000000000000e+00      -1.322227206204e+02       1.064083125815e-08       1.098133521720e-05      -1.120126197903e-06 
  729       2.069287493341e+03       3.412249101606e+01       0.000000000000e+00      -1.330003361209e+02       1.061767398513e-08       1.100255644338e-05      -1.114336892356e-06 
  730       2.077767399177e+03       3.389899525848e+01       0.000000000000e+00      -1.337438317516e+02       1.059459547426e-08       1.102322627684e-05      -1.108451899296e-06 
  731       2.086311165970e+03       3.367155512928e+01       0.000000000000e+00      -1.344526904899e+02       1.057159441763e-08       1.104334203403e-05      -1.102475413161e-06 
  732       2.094914379770e+03       3.344027018032e+01       0.000000000000e+00      -1.351263920927e+02       1.054866940052e-08       1.106290106092e-05      -1.096411705215e-06 
  733       2.103572575299e+03       3.320524124753e+01       0.000000000000e+00      -1.357644130881e+02       1.052581889983e-08       1.108190073338e-05      -1.090265124080e-06 
  734       2.112281235777e+03       3.296657045544e+01       0.000000000000e+00      -1.363662267675e+02       1.050304128260e-08       1.110033845756e-05      -1.084040096276e-06 
  735       2.121035792745e+03       3.272436122176e+01       0.000000000000e+00      -1.369313031770e+02       1.048033480451e-08       1.111821167019e-05      -1.077741126763e-06 
  736       2.129831625883e+03       3.247871826195e+01       0.000000000000e+00      -1.374591091096e+02       1.045769760831e-08       1.113551783901e-05      -1.071372799478e-06 
  737       2.138664062836e+03       3.222974759374e+01       0.000000000000e+00      -1.379491080969e+02       1.043512772233e-08       1.115225446310e-05      -1.064939777881e-06 
  738       2.147528379033e+03       3.197755654173e+01       0.000000000000e+00      -1.384007604009e+02       1.041262305887e-08       1.116841907323e-05      -1.058446805494e-06 
  739       2.156420018565e+03       3.172225384007e+01       0.000000000000e+00      -1.388136220735e+02       1.039018194991e-08       1.118400881599e-05      -1.051897838957e-06 
  740       2.165335261962e+03       3.146394993350e+01       0.000000000000e+00      -1.391876442969e+02       1.036780478028e-08       1.119901919185e-05      -1.045293417893e-06 
  741       2.174270571243e+03       3.120275669129e+01       0.000000000000e+00      -1.395228799349e+02       1.034549241571e-08       1.121344528046e-05      -1.038633218350e-06 
  742       2.183222369925e+03       3.093878731420e+01       0.000000000000e+00      -1.398193850144e+02       1.032324567049e-08       1.122728215372e-05      -1.031916913254e-06 
  743       2.192187042896e+03       3.067215633904e+01       0.000000000000e+00      -1.400772187388e+02       1.030106530663e-08       1.124052487582e-05      -1.025144172384e-06 
  744       2.201160936279e+03       3.040297964328e+01       0.000000000000e+00      -1.402964435015e+02       1.027895203299e-08       1.125316850336e-05      -1.018314662352e-06 
  745       2.210140357310e+03       3.013137444961e+01       0.000000000000e+00      -1.404771248995e+02       1.025690650432e-08       1.126520808542e-05      -1.011428046577e-06 
  746       2.219121574202e+03       2.985745933055e+01       0.000000000000e+00      -1.406193317472e+02       1.023492932043e-08       1.127663866370e-05      -1.004483985265e-06 
  747       2.228100816019e+03       2.958135421297e+01       0.000000000000e+00      -1.407231360895e+02       1.021302102522e-08       1.128745527260e-05      -9.974821353828e-07 
  748       2.237074272547e+03       2.930318038274e+01       0.000000000000e+00      -1.407886132159e+02       1.019118210585e-08       1.129765293929e-05      -9.904221506353e-07 
  749       2.246038094159e+03       2.902306048925e+01       0.000000000000e+00      -1.408158416738e+02       1.016941299175e-08       1.130722668383e-05      -9.833036814437e-07 
  750       2.254988391693e+03       2.874111855002e+01       0.000000000000e+00      -1.408049032819e+02       1.014771405371e-08       1.131617151929e-05      -9.761263749209e-07 
  751       2.263921236316e+03       2.845747995528e+01       0.000000000000e+00      -1.407558831443e+02       1.012608560300e-08       1.132448245181e-05      -9.688898748483e-07 
  752       2.272832659396e+03       2.817227147256e+01       0.000000000000e+00      -1.406688696635e+02       1.010452789038e-08       1.133215448071e-05      -9.615938216520e-07 
  753       2.281718652376e+03       2.788562125122e+01       0.000000000000e+00      -1.405439545543e+02       1.008304110516e-08       1.133918259861e-05      -9.542378523791e-07 
  754       2.290575166638e+03       2.759765882709e+01       0.000000000000e+00      -1.403812328573e+02       1.006162537430e-08       1.134556179151e-05      -9.468216006747e-07 
  755       2.299398113380e+03       2.730851512700e+01       0.000000000000e+00      -1.401808029524e+02       1.004028076140e-08       1.135128703890e-05      -9.393446967570e-07 
  756       2.308183363481e+03       2.701832247342e+01       0.000000000000e+00      -1.399427665727e+02       1.001900726578e-08       1.135635331386e-05      -9.318067673945e-07 
  757       2.316926747373e+03       2.672721458896e+01       0.000000000000e+00      -1.396672288174e+02       9.997804821499e-09       1.136075558314e-05      -9.242074358815e-07 
  758       2.325624054914e+03       2.643532660102e+01       0.000000000000e+00      -1.393542981662e+02       9.976673296375e-09       1.136448880731e-05      -9.165463220141e-07 
  759       2.334271035254e+03       2.614279504633e+01       0.000000000000e+00      -1.390040864921e+02       9.955612491018e-09       1.136754794082e-05      -9.088230420664e-07 
  760       2.342863396709e+03       2.584975787555e+01       0.000000000000e+00      -1.386167090756e+02       9.934622137842e-09       1.136992793211e-05      -9.010372087661e-07 
  761       2.351396806628e+03       2.555635445782e+01       0.000000000000e+00      -1.381922846180e+02       9.913701900072e-09       1.137162372373e-05      -8.931884312707e-07 
  762       2.359866891268e+03       2.526272558539e+01       0.000000000000e+00      -1.377309352547e+02       9.892851370750e-09       1.137263025243e-05      -8.852763151428e-07 
  763       2.368269235658e+03       2.496901347814e+01       0.000000000000e+00      -1.372327865694e+02       9.872070071727e-09       1.137294244926e-05      -8.773004623257e-07 
  764       2.376599383475e+03       2.467536178822e+01       0.000000000000e+00      -1.366979676071e+02       9.851357452660e-09       1.137255523970e-05      -8.692604711196e-07 
  765       2.384852836913e+03       2.438191560458e+01       0.000000000000e+00      -1.361266108880e+02       9.830712889987e-09       1.137146354374e-05      -8.611559361564e-07 
  766       2.393025056550e+03       2.408882145756e+01       0.000000000000e+00      -1.355188524210e+02       9.810135685914e-09       1.136966227597e-05      -8.529864483757e-07 
  767       2.401111461222e+03       2.379622732350e+01       0.000000000000e+00      -1.348748317171e+02       9.789625067378e-09       1.136714634575e-05      -8.447515949997e-07 
  768       2.409107427893e+03       2.350428262929e+01       0.000000000000e+00      -1.341946918033e+02       9.769180185019e-09       1.136391065725e-05      -8.364509595090e-07 
  769       2.417008291524e+03       2.321313825695e+01       0.000000000000e+00      -1.334785792358e+02       9.748800112133e-09       1.135995010958e-05      -8.280841216173e-07 
  770       2.424809344943e+03       2.292294654822e+01       0.000000000000e+00      -1.327266441139e+02       9.728483843628e-09       1.135525959691e-05      -8.196506572471e-07 
  771       2.432505838718e+03       2.263386130916e+01       0.000000000000e+00      -1.319390400935e+02       9.708230294967e-09       1.134983400856e-05      -8.111501385045e-07 
  772       2.440092981024e+03       2.234603781467e+01       0.000000000000e+00      -1.311159244003e+02       9.688038301111e-09       1.134366822911e-05      -8.025821336540e-07 
  773       2.447565937516e+03       2.205963281312e+01       0.000000000000e+00      -1.302574578442e+02       9.667906615448e-09       1.133675713853e-05      -7.939462070940e-07 
  774       2.454919831198e+03       2.177480453093e+01       0.000000000000e+00      -1.293638048318e+02       9.647833908723e-09       1.132909561227e-05      -7.852419193314e-07 
  775       2.462149742292e+03       2.149171267712e+01       0.000000000000e+00      -1.284351333809e+02       9.627818767954e-09       1.132067852135e-05      -7.764688269562e-07 
  776       2.469250708113e+03       2.121051844791e+01       0.000000000000e+00      -1.274716151336e+02       9.607859695352e-09       1.131150073251e-05      -7.676264826167e-07 
  777       2.476217722934e+03       2.093138453128e+01       0.000000000000e+00      -1.264734253699e+02       9.587955107221e-09       1.130155710831e-05      -7.587144349938e-07 
  778       2.483046266517e+03       2.065446223395e+01       0.000000000000e+00      -1.254407941193e+02       9.568103738518e-09       1.129084510772e-05      -7.497325781856e-07 
  779       2.489733900824e+03       2.037985258818e+01       0.000000000000e+00      -1.243741605189e+02       9.548305875409e-09       1.127937266809e-05      -7.406822106982e-07 
  780       2.496278702993e+03       2.010764452465e+01       0.000000000000e+00      -1.232740213766e+02       9.528562166653e-09       1.126715054485e-05      -7.315650061576e-07 
  781       2.502678739365e+03       1.983792768606e+01       0.000000000000e+00      -1.221408803593e+02       9.508873221465e-09       1.125418973270e-05      -7.223826667690e-07 
  782       2.508932065461e+03       1.957079242918e+01       0.000000000000e+00      -1.209752480169e+02       9.489239608880e-09       1.124050146724e-05      -7.131369234991e-07 
  783       2.515036725957e+03       1.930632982681e+01       0.000000000000e+00      -1.197776418052e+02       9.469661857107e-09       1.122609722664e-05      -7.038295362602e-07 
  784       2.520990754658e+03       1.904463166989e+01       0.000000000000e+00      -1.185485861105e+02       9.450140452885e-09       1.121098873333e-05      -6.944622940933e-07 
  785       2.526792174475e+03       1.878579046950e+01       0.000000000000e+00      -1.172886122727e+02       9.430675840830e-09       1.119518795567e-05      -6.850370153530e-07 
  786       2.532438997397e+03       1.852989945885e+01       0.000000000000e+00      -1.159982586091e+02       9.411268422782e-09       1.117870710964e-05      -6.755555478921e-07 
  787       2.537929224469e+03       1.827705259537e+01       0.000000000000e+00      -1.146780704381e+02       9.391918557144e-09       1.116155866050e-05      -6.660197692468e-07 
  788       2.543260845765e+03       1.802734456272e+01       0.000000000000e+00      -1.133286001031e+02       9.372626558219e-09       1.114375532454e-05      -6.564315868224e-07 
  789       2.548431840363e+03       1.778087077280e+01       0.000000000000e+00      -1.119504069960e+02       9.353392695543e-09       1.112531007071e-05      -6.467929380797e-07 
  790       2.553440176323e+03       1.753772736781e+01       0.000000000000e+00      -1.105440575808e+02       9.334217193216e-09       1.110623612236e-05      -6.371057907214e-07 
  791       2.558283810657e+03       1.729801122223e+01       0.000000000000e+00      -1.091101254175e+02       9.315100229219e-09       1.108654695893e-05      -6.273721428793e-07 
  792       2.562960689310e+03       1.706181994494e+01       0.000000000000e+00      -1.076491911855e+02       9.296041934742e-09       1.106625631766e-05      -6.175940233017e-07 
  793       2.567468747128e+03       1.682925188114e+01       0.000000000000e+00      -1.061618427079e+02       9.277042393496e-09       1.104537819533e-05      -6.077734915419e-07 
  794       2.571805907841e+03       1.660040611446e+01       0.000000000000e+00      -1.046486749743e+02       9.258101641023e-09       1.102392684991e-05      -5.979126381461e-07 
  795       2.575970084030e+03       1.637538246897e+01       0.000000000000e+00      -1.031102901653e+02       9.239219664007e-09       1.100191680239e-05      -5.880135848429e-07 
  796       2.579959177108e+03       1.615428151119e+01       0.000000000000e+00      -1.015472976758e+02       9.220396399576e-09       1.097936283838e-05      -5.780784847322e-07 
  797       2.583771077292e+03       1.593720455213e+01       0.000000000000e+00      -9.996031413849e+01       9.201631734599e-09       1.095628000995e-05      -5.681095224757e-07 
  798       2.587403663581e+03       1.572425364934e+01       0.000000000000e+00      -9.834996344815e+01       9.182925504983e-09       1.093268363731e-05      -5.581089144864e-07 
  799       2.590854803725e+03       1.551553160891e+01       0.000000000000e+00      -9.671687678480e+01       9.164277494963e-09       1.090858931055e-05      -5.480789091204e-07 
  800       2.594122354207e+03       1.531114198752e+01       0.000000000000e+00      -9.506169263760e+01       9.145687436386e-09       1.088401289142e-05      -5.380217868673e-07 
  801       2.597204160215e+03       1.511118909446e+01       0.000000000000e+00      -9.338505682854e+01       9.127155007998e-09       1.085897051502e-05      -5.279398605427e-07 
  802       2.600098055615e+03       1.491577799366e+01       0.000000000000e+00      -9.168762253610e+01       9.108679834715e-09       1.083347859163e-05      -5.178354754795e-07 
  803       2.602801862928e+03       1.472501450572e+01       0.000000000000e+00      -8.997005031894e+01       9.090261486901e-09       1.080755380839e-05      -5.077110097216e-07 
  804       2.605313393308e+03       1.453900520995e+01       0.000000000000e+00      -8.823300813962e+01       9.071899479636e-09       1.078121313112e-05      -4.975688742161e-07 
  805       2.607630446511e+03       1.435785744639e+01       0.000000000000e+00      -8.647717138824e+01       9.053593271980e-09       1.075447380606e-05      -4.874115130075e-07 
  806       2.609750810875e+03       1.418167931784e+01       0.000000000000e+00      -8.470322290620e+01       9.035342266231e-09       1.072735336164e-05      -4.772414034315e-07 
  807       2.611672263290e+03       1.401057969190e+01       0.000000000000e+00      -8.291185300981e+01       9.017145807188e-09       1.069986961027e-05      -4.670610563095e-07 
  808       2.613392569180e+03       1.384466820297e+01       0.000000000000e+00      -8.110375951406e+01       8.999003181396e-09       1.067204065010e-05      -4.568730161438e-07 
  809       2.614909482471e+03       1.368405525433e+01       0.000000000000e+00      -7.927964775623e+01       8.980913616394e-09       1.064388486682e-05      -4.466798613125e-07 
  810       2.616220745571e+03       1.352885202012e+01       0.000000000000e+00      -7.744023061966e+01       8.962876279962e-09       1.061542093545e-05      -4.364842042662e-07 
  811       2.617324089342e+03       1.337917044740e+01       0.000000000000e+00      -7.558622855737e+01       8.944890279356e-09       1.058666782212e-05      -4.262886917237e-07 
  812       2.618217233078e+03       1.323512325817e+01       0.000000000000e+00      -7.371836961582e+01       8.926954660542e-09       1.055764478588e-05      -4.160960048690e-07 
  813       2.618897884474e+03       1.309682395140e+01       0.000000000000e+00      -7.183738945853e+01       8.909068407429e-09       1.052837138048e-05      -4.059088595490e-07 
  814       2.619363739610e+03       1.296438680507e+01       0.000000000000e+00      -6.994403138981e+01       8.891230441091e-09       1.049886745622e-05      -3.957300064704e-07 
  815       2.619612482919e+03       1.283792687816e+01       0.000000000000e+00      -6.803904637846e+01       8.873439618988e-09       1.046915316171e-05      -3.855622313989e-07 
  816       2.619641787163e+03       1.271756001276e+01       0.000000000000e+00      -6.612319308143e+01       8.855694734186e-09       1.043924894570e-05      -3.754083553573e-07 
  817       2.619449823788e+03       1.260338471981e+01       0.000000000000e+00      -6.419721285432e+01       8.837994823866e-09       1.040917121431e-05      -3.652707580046e-07 
  818       2.619036804021e+03       1.249542747791e+01       0.000000000000e+00      -6.226175424559e+01       8.820340108574e-09       1.037891917115e-05      -3.551499333610e-07 
  819       2.618403465248e+03       1.239369646147e+01       0.000000000000e+00      -6.031744720061e+01       8.802731084890e-09       1.034848762860e-05      -3.450458958246e-07 
  820       2.617550563200e+03       1.229819956720e+01       0.000000000000e+00      -5.836492797184e+01       8.785168218675e-09       1.031787132007e-05      -3.349586534428e-07 
  821       2.616478872018e+03       1.220894441282e+01       0.000000000000e+00      -5.640483913798e+01       8.767651944604e-09       1.028706489952e-05      -3.248882078557e-07 
  822       2.615189184321e+03       1.212593833592e+01       0.000000000000e+00      -5.443782962322e+01       8.750182665691e-09       1.025606294095e-05      -3.148345542388e-07 
  823       2.613682311270e+03       1.204918839267e+01       0.000000000000e+00      -5.246455471643e+01       8.732760752816e-09       1.022485993782e-05      -3.047976812451e-07 
