# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.04342e-05 to 1055.3 h/Mpc,
# number of wavenumbers equal to 632
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       3.826671359697e-01       5.649254745171e+03       4.016957899542e+03       2.479519747748e-01       2.475295443471e-01       4.396766122625e-01       5.220171679355e+03 
       3.858807517269e-01       5.580594601188e+03       3.975488702314e+03       2.409520546468e-01       2.405414797141e-01       5.149750394921e-01       5.157870183398e+03 
       3.890943678487e-01       5.512868525091e+03       3.932417218648e+03       2.341640190052e-01       2.337649673916e-01       4.808995793068e-01       5.096078711429e+03 
       3.923079843259e-01       5.445970666697e+03       3.887459366780e+03       2.275740872058e-01       2.271862497718e-01       4.114824074101e-01       5.034667458979e+03 
       3.955216011500e-01       5.379835856484e+03       3.840603294944e+03       2.211734351609e-01       2.207965150777e-01       5.110364692826e-01       4.973582783352e+03 
       3.987352183125e-01       5.314441164288e+03       3.792076254397e+03       2.149569402457e-01       2.145906440504e-01       3.684600731774e-01       4.912838890746e+03 
       4.019488358052e-01       5.249816338697e+03       3.742319355581e+03       2.089241292792e-01       2.085681589926e-01       4.599090539682e-01       4.852531454902e+03 
       4.051624536203e-01       5.186037045023e+03       3.691922093594e+03       2.030765568385e-01       2.027306047048e-01       4.059592223387e-01       4.792811383642e+03 
       4.083760717501e-01       5.123213230505e+03       3.641553873568e+03       1.974177365032e-01       1.970814826006e-01       3.614146637381e-01       4.733873160632e+03 
       4.115896901872e-01       5.061465327583e+03       3.591894150407e+03       1.919511370240e-01       1.916242498723e-01       4.462731648199e-01       4.675921115600e+03 
       4.148033089245e-01       5.000899373899e+03       3.543549412763e+03       1.866783913572e-01       1.863605316993e-01       3.103121305724e-01       4.619133708142e+03 
       4.180169279549e-01       4.941587354741e+03       3.496999716193e+03       1.815993156336e-01       1.812901420474e-01       4.130391316440e-01       4.563646917724e+03 
       4.212305472718e-01       4.883565486048e+03       3.452574281111e+03       1.767105406925e-01       1.764097153886e-01       3.403104051129e-01       4.509538889545e+03 
       4.244441668687e-01       4.826838427915e+03       3.410434201039e+03       1.720068388888e-01       1.717140331948e-01       3.224515049229e-01       4.456839865706e+03 
       4.276577867391e-01       4.771394864352e+03       3.370599296947e+03       1.674812976888e-01       1.671961957507e-01       3.880965547723e-01       4.405543884109e+03 
       4.308714068770e-01       4.717212142242e+03       3.332950544233e+03       1.631255653544e-01       1.628478672160e-01       2.659427937701e-01       4.355612379461e+03 
       4.340850272764e-01       4.664266481561e+03       3.297289189143e+03       1.589314197894e-01       1.586608423969e-01       3.712386738773e-01       4.306997605039e+03 
       4.372986479315e-01       4.612511992881e+03       3.263299820690e+03       1.548888827078e-01       1.546251624761e-01       2.853527785719e-01       4.259610656959e+03 
       4.405122688367e-01       4.561884100401e+03       3.230621363909e+03       1.509880977408e-01       1.507309911680e-01       2.943283520935e-01       4.213344590319e+03 
       4.437258899865e-01       4.512294634049e+03       3.198856773823e+03       1.472185745068e-01       1.469678587349e-01       3.348585701690e-01       4.168065552690e+03 
       4.469395113756e-01       4.463633180480e+03       3.167605753700e+03       1.435697223476e-01       1.433251948697e-01       2.322086108393e-01       4.123620432508e+03 
       4.501531329990e-01       4.415795984501e+03       3.136531685684e+03       1.400325045266e-01       1.397939804386e-01       3.348511722611e-01       4.079874583182e+03 
       4.533667548515e-01       4.368679350056e+03       3.105327705577e+03       1.365980945628e-01       1.363654049545e-01       2.397494408923e-01       4.036693503171e+03 
       4.565803769284e-01       4.322227283797e+03       3.073856051611e+03       1.332610309587e-01       1.330340168079e-01       2.713585101296e-01       3.994012181027e+03 
       4.597939992249e-01       4.276387091850e+03       3.041997203969e+03       1.300160184653e-01       1.297945296302e-01       2.873854583868e-01       3.951768304429e+03 
       4.630076217364e-01       4.231144363134e+03       3.009785412932e+03       1.268601017333e-01       1.266439921460e-01       2.070346022393e-01       3.909954992728e+03 
       4.662212444585e-01       4.186488202121e+03       2.977298785223e+03       1.237910517208e-01       1.235801782585e-01       3.005393450474e-01       3.868577154493e+03 
       4.694348673868e-01       4.142418245594e+03       2.944680272917e+03       1.208070529807e-01       1.206012738479e-01       2.019644211015e-01       3.827654517263e+03 
       4.726484905172e-01       4.098936018565e+03       2.912104118402e+03       1.179070150414e-01       1.177061891853e-01       2.514595399477e-01       3.787217467001e+03 
       4.758621138454e-01       4.056053470634e+03       2.879766689297e+03       1.150899227554e-01       1.148939092133e-01       2.451285993289e-01       3.747305027489e+03 
       4.790757373676e-01       4.013793227614e+03       2.847871773755e+03       1.123551598434e-01       1.121638174005e-01       1.874358723252e-01       3.707967321782e+03 
       4.822893610797e-01       3.972196277049e+03       2.816620072847e+03       1.097025596306e-01       1.095157464197e-01       2.676862999347e-01       3.669270039540e+03 
       4.855029849781e-01       3.931307329875e+03       2.786184394285e+03       1.071315187489e-01       1.069490928050e-01       1.722612537369e-01       3.631274533653e+03 
       4.887166090590e-01       3.891164767616e+03       2.756692372792e+03       1.046413262825e-01       1.044631466820e-01       2.331847658600e-01       3.594033874460e+03 
       4.919302333189e-01       3.851786130595e+03       2.728208231369e+03       1.022300954588e-01       1.020560241604e-01       2.072901049105e-01       3.557570850500e+03 
       4.951438577543e-01       3.813169435319e+03       2.700732699185e+03       9.989536127588e-02       9.972526477459e-02       1.732490274534e-01       3.521884437061e+03 
       4.983574823617e-01       3.775287294187e+03       2.674204710378e+03       9.763384129915e-02       9.746759232050e-02       2.371874785131e-01       3.486943497636e+03 
       5.015711071378e-01       3.738100056649e+03       2.648519000956e+03       9.544167949308e-02       9.527915784437e-02       1.486180835789e-01       3.452697900569e+03 
       5.047847320795e-01       3.701565759434e+03       2.623546701399e+03       9.331527101129e-02       9.315636371425e-02       2.162735338066e-01       3.419095331160e+03 
       5.079983571835e-01       3.665644817951e+03       2.599150503438e+03       9.125086355123e-02       9.109546455961e-02       1.753073109215e-01       3.386080641006e+03 
       5.112119824468e-01       3.630304977545e+03       2.575198880714e+03       8.924524496350e-02       8.909325450993e-02       1.623461308209e-01       3.353607963829e+03 
       5.144256078664e-01       3.595515733211e+03       2.551572136537e+03       8.729538846484e-02       8.714671251540e-02       2.085077800033e-01       3.321634058810e+03 
       5.176392334393e-01       3.561242588723e+03       2.528157121582e+03       8.539826361385e-02       8.525281358921e-02       1.308379245635e-01       3.290112167965e+03 
       5.208528591628e-01       3.527452892361e+03       2.504871729815e+03       8.355140362231e-02       8.340909562962e-02       2.001720760733e-01       3.259004594283e+03 
       5.240664850340e-01       3.494112580488e+03       2.481651333790e+03       8.175226841926e-02       8.161302279435e-02       1.480524060986e-01       3.228271960775e+03 
       5.272801110503e-01       3.461194107576e+03       2.458462784293e+03       7.999893057435e-02       7.986267103929e-02       1.533083007975e-01       3.197887783001e+03 
       5.304937372089e-01       3.428684151014e+03       2.435311415015e+03       7.828990587482e-02       7.815655843803e-02       1.821970206823e-01       3.167841848881e+03 
       5.337073635073e-01       3.396586355668e+03       2.412235610800e+03       7.662421185428e-02       7.649370377497e-02       1.175124256666e-01       3.138142386291e+03 
       5.369209899431e-01       3.364912855100e+03       2.389298665902e+03       7.500132655650e-02       7.487358573935e-02       1.838392565324e-01       3.108810460488e+03 
       5.401346165137e-01       3.333682105941e+03       2.366575062841e+03       7.342069390293e-02       7.329564858371e-02       1.254337733659e-01       3.079871126381e+03 
       5.433482432167e-01       3.302903202395e+03       2.344133569531e+03       7.188177456366e-02       7.175935368139e-02       1.457930810771e-01       3.051343701193e+03 
       5.465618700498e-01       3.272575212219e+03       2.322030723662e+03       7.038367594598e-02       7.026380958935e-02       1.576630425316e-01       3.023235691979e+03 
       5.497754970107e-01       3.242695436115e+03       2.300313035900e+03       6.892546436436e-02       6.880808397623e-02       1.074779095977e-01       2.995551812586e+03 
       5.529891240971e-01       3.213253468775e+03       2.279009486345e+03       6.750610519953e-02       6.739114398172e-02       1.678763562433e-01       2.968289144748e+03 
       5.562027513070e-01       3.184243131630e+03       2.258138821160e+03       6.612443811506e-02       6.601183102804e-02       1.070563949148e-01       2.941444180739e+03 
       5.594163786381e-01       3.155663271947e+03       2.237711897578e+03       6.477956190021e-02       6.466924559372e-02       1.386028735134e-01       2.915018957903e+03 
       5.626300060884e-01       3.127516024013e+03       2.217731784300e+03       6.347047094243e-02       6.336238372884e-02       1.356160083403e-01       2.889014924948e+03 
       5.658436336558e-01       3.099801197331e+03       2.198186306679e+03       6.219613221373e-02       6.209021427286e-02       1.005164856724e-01       2.863430048468e+03 
       5.690572613384e-01       3.072510439337e+03       2.179047255939e+03       6.095538558622e-02       6.085157930542e-02       1.519585414069e-01       2.838253862245e+03 
       5.722708891342e-01       3.045627140648e+03       2.160272140342e+03       5.974679210926e-02       5.964504237983e-02       9.224436337198e-02       2.813465056577e+03 
       5.754845170412e-01       3.019128779634e+03       2.141810434994e+03       5.856899705531e-02       5.846925141878e-02       1.317946299936e-01       2.789038721902e+03 
       5.786981450577e-01       2.992995454908e+03       2.123613669744e+03       5.742060441289e-02       5.732281286259e-02       1.161437834423e-01       2.764950201327e+03 
       5.819117731819e-01       2.967210152590e+03       2.105638005917e+03       5.630041149348e-02       5.620452624910e-02       9.527667499012e-02       2.741179138870e+03 
       5.851254014118e-01       2.941763776471e+03       2.087855062761e+03       5.520745062589e-02       5.511342567616e-02       1.364884894869e-01       2.717714127251e+03 
       5.883390297459e-01       2.916652107285e+03       2.070244260193e+03       5.414081093316e-02       5.404860175740e-02       8.097837408801e-02       2.694547577375e+03 
       5.915526581824e-01       2.891873447362e+03       2.052796654727e+03       5.309983374137e-02       5.300939706444e-02       1.247114040935e-01       2.671677898130e+03 
       5.947662867196e-01       2.867419077397e+03       2.035503480121e+03       5.208364686161e-02       5.199494076617e-02       9.893764393503e-02       2.649095616776e+03 
       5.979799153559e-01       2.843279281987e+03       2.018360562251e+03       5.109151192371e-02       5.100449577461e-02       9.151893818263e-02       2.626792710307e+03 
       6.011935440897e-01       2.819439969961e+03       2.001363931656e+03       5.012262802790e-02       5.003726252306e-02       1.215785273011e-01       2.604757213813e+03 
       6.044071729195e-01       2.795890337725e+03       1.984520202409e+03       4.917626282093e-02       4.909250976617e-02       7.230337676709e-02       2.582980663513e+03 
       6.076208018437e-01       2.772626838069e+03       1.967843783997e+03       4.825194097581e-02       4.816976300603e-02       1.172492231421e-01       2.561463460014e+03 
       6.108344308609e-01       2.749653546391e+03       1.951356905418e+03       4.734921352649e-02       4.726857384125e-02       8.433576753334e-02       2.540211338363e+03 
       6.140480599695e-01       2.726969679288e+03       1.935079050318e+03       4.646765875110e-02       4.638852124042e-02       8.850158187980e-02       2.519227383336e+03 
       6.172616891681e-01       2.704594341707e+03       1.919041996789e+03       4.560714529202e-02       4.552947397416e-02       1.071525848991e-01       2.498531941611e+03 
       6.204753184554e-01       2.682521474031e+03       1.903253473327e+03       4.476708274969e-02       4.469084256418e-02       6.608186548595e-02       2.478120838500e+03 
       6.236889478300e-01       2.660745702720e+03       1.887717279291e+03       4.394696878794e-02       4.387212559907e-02       1.095411198881e-01       2.457991162558e+03 
       6.269025772905e-01       2.639263275018e+03       1.872432745363e+03       4.314621964563e-02       4.307274023332e-02       7.191684551483e-02       2.438138759175e+03 
       6.301162068356e-01       2.618051813817e+03       1.857382036190e+03       4.236404917360e-02       4.229190176313e-02       8.577252710647e-02       2.418543450357e+03 
       6.333298364640e-01       2.597109890999e+03       1.842558971635e+03       4.159995477289e-02       4.152910844559e-02       9.376110190257e-02       2.399202767880e+03 
       6.365434661744e-01       2.576436430536e+03       1.827957158303e+03       4.085345537782e-02       4.078388004693e-02       6.172012744485e-02       2.380114636452e+03 
       6.397570959656e-01       2.556030492718e+03       1.813568370932e+03       4.012412315460e-02       4.005578955112e-02       1.013452322550e-01       2.361277685545e+03 
       6.429707258365e-01       2.535890831783e+03       1.799383307255e+03       3.941145316166e-02       3.934433282665e-02       6.184234628289e-02       2.342688546829e+03 
       6.461843557857e-01       2.516010499291e+03       1.785386078358e+03       3.871495287663e-02       3.864901830848e-02       8.327375425410e-02       2.324339941040e+03 
       6.493979858122e-01       2.496380312264e+03       1.771560893426e+03       3.803405072192e-02       3.796927538733e-02       8.131213344601e-02       2.306221434582e+03 
       6.526116159147e-01       2.476985916600e+03       1.757887734201e+03       3.736814282781e-02       3.730450126441e-02       5.869229770323e-02       2.288318254424e+03 
       6.558252460922e-01       2.457818757248e+03       1.744353787682e+03       3.671676280710e-02       3.665423041141e-02       9.298118129615e-02       2.270621916143e+03 
       6.590388763436e-01       2.438872358355e+03       1.730951266238e+03       3.607943666172e-02       3.601798957576e-02       5.384789038855e-02       2.253125155649e+03 
       6.622525066678e-01       2.420145657262e+03       1.717680005057e+03       3.545587373665e-02       3.539548865402e-02       8.041077405801e-02       2.235827920972e+03 
       6.654661370637e-01       2.401642236825e+03       1.704545161862e+03       3.484579247459e-02       3.478644649159e-02       7.006400460629e-02       2.218733310537e+03 
       6.686797675303e-01       2.383363166054e+03       1.691551883689e+03       3.424892972255e-02       3.419060037456e-02       5.685466108875e-02       2.201843199407e+03 
       6.718933980666e-01       2.365305360644e+03       1.678702660917e+03       3.366497559173e-02       3.360764094233e-02       8.439200642819e-02       2.185155728528e+03 
       6.751070286716e-01       2.347463076920e+03       1.665997402377e+03       3.309354988983e-02       3.303718858625e-02       4.758452079003e-02       2.168665578240e+03 
       6.783206593442e-01       2.329828132583e+03       1.653434027255e+03       3.253431590425e-02       3.247890722308e-02       7.730446271181e-02       2.152366557294e+03 
       6.815342900836e-01       2.312394186269e+03       1.641012151575e+03       3.198690316368e-02       3.193242694766e-02       6.013277672514e-02       2.136252764126e+03 
       6.847479208889e-01       2.295158979593e+03       1.628734720307e+03       3.145105439523e-02       3.139749093997e-02       5.557497449191e-02       2.120323177999e+03 
       6.879615517590e-01       2.278124119404e+03       1.616607947245e+03       3.092655634141e-02       3.087388629191e-02       7.583602967238e-02       2.104580145795e+03 
       6.911751826930e-01       2.261292795624e+03       1.604637347688e+03       3.041319119772e-02       3.036139551847e-02       4.306349394740e-02       2.089026651017e+03 
       6.943888136902e-01       2.244664818926e+03       1.592825513753e+03       2.991075211978e-02       2.985981217283e-02       7.369160194202e-02       2.073663644169e+03 
       6.976024447495e-01       2.228238805234e+03       1.581171313550e+03       2.941895294949e-02       2.936885053410e-02       5.140996056819e-02       2.058489122614e+03 
       7.008160758702e-01       2.212007303206e+03       1.569667278189e+03       2.893748376749e-02       2.888820126126e-02       5.475664786714e-02       2.043496336611e+03 
       7.040297070514e-01       2.195962248598e+03       1.558304529578e+03       2.846600779844e-02       2.841752816363e-02       6.748845271301e-02       2.028677247718e+03 
       7.072433382923e-01       2.180096846336e+03       1.547074639523e+03       2.800420380746e-02       2.795651054815e-02       3.982570814798e-02       2.014024717824e+03 
       7.104569695921e-01       2.164407832981e+03       1.535972076404e+03       2.755184109493e-02       2.750491816201e-02       6.962960416556e-02       1.999535821625e+03 
       7.136706009499e-01       2.148894483209e+03       1.524994742588e+03       2.710867601243e-02       2.706250772410e-02       4.412265201086e-02       1.985208963474e+03 
       7.168842323650e-01       2.133558577940e+03       1.514142249704e+03       2.667455348039e-02       2.662912445864e-02       5.401669233414e-02       1.971046078201e+03 
       7.200978638367e-01       2.118398473525e+03       1.503412121925e+03       2.624924849393e-02       2.620454372667e-02       5.939120227335e-02       1.957045203273e+03 
       7.233114953641e-01       2.103412093095e+03       1.492801008174e+03       2.583254179693e-02       2.578854664189e-02       3.777453587255e-02       1.943203992699e+03 
       7.265251269465e-01       2.088593322093e+03       1.482302515162e+03       2.542419630128e-02       2.538089656006e-02       6.520614858145e-02       1.929516936432e+03 
       7.297387585832e-01       2.073934299933e+03       1.471909534405e+03       2.502391863571e-02       2.498130057361e-02       3.807665775247e-02       1.915975910489e+03 
       7.329523902735e-01       2.059429637998e+03       1.461617859321e+03       2.463150389805e-02       2.458955417207e-02       5.315604846751e-02       1.902576460232e+03 
       7.361660220167e-01       2.045077925126e+03       1.451427430101e+03       2.424676404949e-02       2.420546960672e-02       5.184795769521e-02       1.889317075428e+03 
       7.393796538121e-01       2.030880680525e+03       1.441341713787e+03       2.386956706623e-02       2.382891506859e-02       3.657111718360e-02       1.876199545531e+03 
       7.425932856589e-01       2.016840221361e+03       1.431365021416e+03       2.349980506346e-02       2.345978286480e-02       6.030967593435e-02       1.863226745129e+03 
       7.458069175566e-01       2.002957186361e+03       1.421500172064e+03       2.313731983529e-02       2.309791501355e-02       3.332576091823e-02       1.850399091475e+03 
       7.490205495045e-01       1.989228567057e+03       1.411746299967e+03       2.278195722816e-02       2.274315765938e-02       5.209530906340e-02       1.837714583858e+03 
       7.522341815020e-01       1.975649863523e+03       1.402100565834e+03       2.243351015953e-02       2.239530404637e-02       4.486314073708e-02       1.825168687939e+03 
       8.214197034359e-01       1.715291000830e+03       1.217381060426e+03       1.633457728032e-02       1.630675809788e-02       4.212405886160e-02       1.584649282862e+03 
       9.212179977900e-01       1.424816763080e+03       1.011280965053e+03       1.078803952496e-02       1.076966652732e-02       1.787431317705e-02       1.316306983440e+03 
       1.079477595233e+00       1.099791976483e+03       7.806398507162e+02       6.064584506395e-03       6.054255956611e-03       8.790319234205e-03       1.016042670496e+03 
       1.330520112580e+00       7.785255686018e+02       5.526401172388e+02       2.825909632661e-03       2.821096842735e-03       6.209666994761e-03       7.192465144274e+02 
       1.672579944686e+00       5.309415906090e+02       3.769149905219e+02       1.219581315306e-03       1.217504253794e-03       2.417826614720e-03       4.905178871522e+02 
       2.105609550409e+00       3.595971308168e+02       2.552900484721e+02       5.212020502555e-04       5.203143961802e-04       1.444702705338e-03       3.322207990956e+02 
       2.650805217719e+00       2.425471540873e+02       1.721989700282e+02       2.218158153304e-04       2.214380447494e-04       6.068754291280e-04       2.240829269438e+02 
       3.337166050229e+00       1.629943526893e+02       1.157230638507e+02       9.405328458439e-05       9.389310535776e-05       6.682955010651e-06       1.505867239823e+02 
       4.201243144010e+00       1.091659920567e+02       7.750748791548e+01       3.974592473520e-05       3.967823557170e-05       3.233594470643e-05       1.008561901981e+02 
       5.289051755120e+00       7.289070913279e+01       5.175265370151e+01       1.674479409389e-05       1.671627753321e-05       5.794768071160e-05       6.734228750061e+01 
       6.658521658815e+00       4.853384396934e+01       3.445902775761e+01       7.034818677834e-06       7.022838714283e-06       1.470432162879e-05       4.483943413475e+01 
       8.382582121265e+00       3.223336559768e+01       2.288510874018e+01       2.947894801719e-06       2.942874948050e-06       1.011637014802e-06       2.977966249318e+01 
       1.055304564891e+01       2.135732612233e+01       1.516246983483e+01       1.232388714433e-06       1.230290309061e-06      -8.326053890491e-07       1.973140894320e+01 
       1.328549733924e+01       1.412049132705e+01       1.002371143621e+01       5.140906536608e-07       5.132154239693e-07       2.523474405734e-06       1.304534987020e+01 
       1.672545020869e+01       9.317249857046e+00       6.612881578107e+00       2.140219410022e-07       2.136576516503e-07      -3.515191362348e-07       8.607650302715e+00 
       2.105609429142e+01       6.136562326368e+00       4.354149010163e+00       8.893306177866e-08       8.878173976043e-08       3.173320954601e-07       5.669008498062e+00 
       2.650805217660e+01       4.034783921452e+00       2.861515342267e+00       3.688971429205e-08       3.682697964382e-08       1.464976966813e-07       3.727160366024e+00 
       3.337166050229e+01       2.648649907818e+00       1.877049066774e+00       1.527650370834e-08       1.525054692364e-08      -8.606710072297e-08       2.446490883276e+00 
       4.201243144010e+01       1.736141587507e+00       1.228903720460e+00       6.316079960912e-09       6.305362802157e-09       2.660194775271e-08       1.603401834694e+00 
       5.289051755120e+01       1.136430589057e+00       8.028801703374e-01       2.607278266007e-09       2.602863818798e-09       1.095585733012e-08       1.049305437923e+00 
       6.658521658815e+01       7.428965521197e-01       5.232698868606e-01       1.074550528558e-09       1.072737433975e-09      -4.883771998719e-09       6.856960497453e-01 
       8.382582121265e+01       4.850349699981e-01       3.400094218801e-01       4.421035147758e-10       4.413616133186e-10       5.709336000873e-10       4.474351703673e-01 
       1.055304564891e+02       3.163035569133e-01       2.200514624864e-01       1.815476861601e-10       1.812456553888e-10      -1.429516193357e-09       2.915229696371e-01 
       1.328549733924e+02       2.060244341125e-01       1.416158726821e-01       7.437828924995e-11       7.425623963459e-11      -4.201307959300e-10       1.896169576814e-01 
       1.672545020869e+02       1.340375422502e-01       9.039380373707e-02       3.038279471850e-11       3.033401532080e-11       1.407645200055e-10       1.230924098794e-01 
       2.105609429142e+02       8.709758886964e-02       5.699110082723e-02       1.236256923550e-11       1.234339814210e-11      -1.233320927587e-10       7.971382455709e-02 
       2.650805217660e+02       5.652166361376e-02       3.525965911332e-02       5.003422854881e-12       4.996080553060e-12      -6.837560360848e-11       5.146184328559e-02 
       3.337166050229e+02       3.662552650562e-02       2.118909293464e-02       2.010341326473e-12       2.007639181084e-12      -3.320726180644e-11       3.308886546376e-02 
       4.201243144010e+02       2.369248250117e-02       1.217560158865e-02       8.001366778861e-13       7.992007539676e-13      -1.807338170915e-11       2.116656247041e-02 
       5.289051755120e+02       1.529637729881e-02       6.537829876355e-03       3.149909227261e-13       3.146939958323e-13      -9.151545845425e-12       1.345986819961e-02 
       6.658521658815e+02       9.854254741919e-03       3.185937814844e-03       1.228204961442e-13       1.227357724449e-13      -4.583609451661e-12       8.511617567179e-03 
       8.382582121265e+02       6.335663330924e-03       1.383721667829e-03       4.780020484760e-14       4.777707282100e-14      -2.257150810217e-12       5.369084669347e-03 
       1.055304564891e+03       4.068456434371e-03       5.692970245985e-04       1.881930891444e-14       1.881182579742e-14      -1.173408602108e-12       3.398122569274e-03 
